Transcription Factor ID,Transcription Factor Name,Deficit,No. Search Sites,Mean Sites Per Search Gene,No. Background Sites,Mean Sites Per Background Gene,Site Representation,Mann-Whitney U,Site P-Value,Total No. Search Genes,No. Transcription Factor Search Genes,Total No. Background Genes,No. Transcription Factor Background Genes,Gene Representation,Gene P-Value,Average Log2 Proportion Bound,Log2 Enrichment,Significance Score
MA0147.3,MYC,0.09,6,0.2,2266,0.7,Down,47770.5,0.165181971777591,25,3,3292,902,Down,0.112886364924426,-2.366127511641617,-0.997885816544548,-0.947358511535552
MA1574.1,THRB,0.15,1,0,341,0.1,Down,43415.5,0.634847018349418,25,1,3292,312,Down,0.506645155661803,-3.742359093422384,-0.690207495655912,-0.295296105542717
MA1587.1,ZNF135,0.15,3,0.1,481,0.1,Down,43199,0.667536867803746,25,2,3292,442,Down,0.56615739251189,-3.122965663628825,-0.455063166910616,-0.247062817579967
MA1419.1,IRF4,0.09,0,0,8,0,Down,41250,0.983275206322924,25,0,3292,8,Down,0.99999999998718,-7.134965112932517,2.925079541922041,0.000000000005567
MA0152.1,NFATC2,0.07,70,2.8,9844,3,Down,44300,0.509040092395327,25,25,3292,3024,Up,0.258694144355666,-0.061243389897281,0.122486779794561,0.587213401599668
MA1621.1,Rbpjl,0.04,19,0.8,2172,0.7,Up,42414.5,0.790950473548645,25,10,3292,1536,Down,0.55148207039905,-1.189821796371825,-0.180572245641821,-0.258468602631468
MA0667.1,MYF6,0.14,12,0.5,1404,0.4,Up,44645.5,0.463704752825633,25,9,3292,851,Up,0.255191980303977,-1.687801416996622,0.526607176937424,0.593132977930718
MA0655.1,JDP2,0.14,1,0,1292,0.4,Down,49160,0.093126175975915,25,1,3292,756,Down,0.027689088442844,-3.10461714708874,-1.9656913883232,-1.557691341501051
MA0048.2,NHLH1,0.14,66,2.6,8279,2.5,Up,44069,0.540598182338125,25,23,3292,2502,Up,0.062271974877288,-0.25682493085719,0.277976881126663,1.205707360957444
MA1483.1,ELF2,0.14,4,0.2,1374,0.4,Down,48871,0.105544163125812,25,3,3292,1017,Down,0.048620360877104,-2.27961253295208,-1.170915773923624,-1.313181821997139
MA1110.1,NR1H4,0.11,11,0.4,2434,0.7,Down,48423,0.127349972562489,25,9,3292,1694,Down,0.159339122522108,-1.191410816093896,-0.466174024868027,-0.797677578816339
MA0522.3,TCF3,0.01,15,0.6,1697,0.5,Up,44041.5,0.544419227388978,25,11,3292,1264,Up,0.680486324051272,-1.264739894697561,0.231753017566156,0.167180598526407
MA1557.1,SMAD5,0.01,1,0,17,0,Up,42619.5,0.758043805137188,25,1,3292,14,Up,0.107495083820766,-5.957224785633322,3.739523888765965,0.968611397314286
MA0733.1,EGR4,0.13,9,0.4,2220,0.7,Down,47143.5,0.208965638721815,25,7,3292,1345,Down,0.224293609299545,-1.528287897933218,-0.474493696859518,-0.649183100404918
MA0159.1,RARA::RXRA,0.15,0,0,751,0.2,Down,49312.5,0.087062423251504,25,0,3292,653,Down,0.00881385736482,-4.002674820659969,-3.339501042623052,-2.054833981982777
MA0657.1,KLF13,0.15,0,0,369,0.1,Down,45187.5,0.397341164237882,25,0,3292,323,Down,0.165399749577204,-4.509885582561433,-2.325079518820126,-0.781465152324711
MA0525.2,TP63,0.07,0,0,3,0,Down,41175,0.995818514484677,25,0,3292,2,Down,0.999999999988952,-8.017732486114005,4.690614288285018,0.000000000004798
MA1530.1,NKX6-3,0.12,82,3.3,12287,3.7,Down,44705,0.456130833249157,25,19,3292,2948,Down,0.041339546581143,-0.273112684715604,-0.227820876787286,-1.383634291094983
MA0812.1,TFAP2B(var.2),0.15,92,3.7,14290,4.3,Down,48151,0.142208417555945,25,18,3292,2859,Down,0.038918255631258,-0.333196255641568,-0.259551441401957,-1.40984663363227
MA0621.1,mix-a,0.02,2,0.1,1189,0.4,Down,47559,0.179105005431532,25,2,3292,752,Down,0.093229823369087,-2.739958600290473,-1.221077293587321,-1.030445138581941
MA0682.2,PITX1,0.01,15,0.6,2468,0.7,Down,45070.5,0.411160750462038,25,10,3292,1652,Down,0.324161909221399,-1.137320543970779,-0.285574750443913,-0.489238018441369
MA1531.1,NR1D1,0.15,3,0.1,199,0.1,Up,43699.5,0.593029851171938,25,3,3292,190,Up,0.175083539967908,-3.488195478782223,1.246250117736663,0.756754681084589
MA0695.1,ZBTB7C,0.15,132,5.3,17665,5.4,Down,41914,0.872757416217693,25,23,3292,3206,Down,0.141073191083457,-0.078010261799971,-0.079652456987775,-0.850555509780298
MA1148.1,PPARA::RXRA,0.11,0,0,163,0,Down,43100,0.682702854716167,25,0,3292,156,Down,0.628826138852577,-5.033687110091377,-1.277476463760237,-0.201469413973266
MA1534.1,NR1I3,0.09,18,0.7,3838,1.2,Down,50038.5,0.062421151646634,25,12,3292,2184,Down,0.058594800666594,-0.810224743448215,-0.436688817497112,-1.232140918828102
MA1109.1,NEUROD1,0.1,19,0.8,1840,0.6,Up,48552,0.120739295557993,25,15,3292,1345,Up,0.065455721078869,-1.00463504054404,0.572812017918839,1.184052388465449
MA0485.2,HOXC9,0.1,8,0.3,431,0.1,Up,47772,0.165086222771031,25,7,3292,399,Up,0.026274596256511,-2.404225389289438,1.277381285852923,1.580463948750398
MA0838.1,CEBPG,0.1,0,0,160,0,Down,42825,0.725491192637983,25,0,3292,134,Down,0.623198688362857,-5.142965352279375,-1.058919979384243,-0.205373469387759
MA0794.1,PROX1,0.1,1,0,33,0,Up,42395.5,0.794020317724948,25,1,3292,32,Up,0.221882369698873,-5.375031376682881,2.575137070865083,0.653877204512832
MA0638.1,CREB3,0.15,3,0.1,736,0.2,Down,44203,0.522173227021063,25,3,3292,628,Down,0.454242792422673,-2.62713460531863,-0.475871629190522,-0.342711955018045
MA0792.1,POU5F1B,0.05,7,0.3,385,0.1,Up,46660.5,0.248023409551995,25,6,3292,357,Up,0.048186601433729,-2.587576958654264,1.231182669647721,1.31707370309548
MA0843.1,TEF,0.14,3,0.1,831,0.3,Down,45217.5,0.393843319734219,25,3,3292,707,Down,0.331292961603939,-2.541725903669262,-0.646689032489259,-0.479787790707358
MA0484.2,HNF4G,0.12,3,0.1,767,0.2,Down,44706.5,0.455940797470592,25,3,3292,669,Down,0.452870277622429,-2.581548949866729,-0.567042940094325,-0.344026181609273
MA1624.1,Stat5a,0.11,7,0.3,1592,0.5,Down,46069,0.302462144284312,25,7,3292,1231,Down,0.409434558077684,-1.592150779503946,-0.346767933718061,-0.38781550376184
MA0526.3,USF2,0.14,24,1,2923,0.9,Up,44662.5,0.461533656033082,25,16,3292,1761,Up,0.321017486525023,-0.765205094130978,0.274347743035871,0.493471309979918
MA0881.1,Dlx4,0.12,165,6.6,21307,6.5,Up,41225,0.987456002820964,25,22,3292,3104,Down,0.171319370434998,-0.132697377213515,-0.095749736856612,-0.766193530219367
MA1137.1,FOSL1::JUNB,0.04,0,0,391,0.1,Down,45650,0.345510600439839,25,0,3292,360,Down,0.102500685842878,-4.431768808937275,-2.481313066068441,-0.989273228688415
MA0476.1,FOS,0.04,1,0,699,0.2,Down,46585,0.254562772957914,25,1,3292,562,Down,0.106252569176448,-3.318360640144908,-1.538204402210862,-0.973660559953749
MA0116.1,Znf423,0.12,25,1,3470,1.1,Down,44892,0.432785612763376,25,9,3292,1652,Down,0.166459559221444,-1.209515498638366,-0.429964659779087,-0.778691259696752
MA0715.1,PROP1,0.04,1,0,110,0,Up,41661,0.914693222940422,25,1,3292,90,Up,0.50242479460248,-4.636292339655506,1.097658996810332,0.298928936362162
MA1149.1,RARA::RXRG,0.11,1,0,477,0.1,Down,44802,0.443933903693601,25,1,3292,422,Down,0.358804572657909,-3.524811517612334,-1.125302647276009,-0.445142030880334
MA1122.1,TFDP1,0.15,51,2,8084,2.5,Down,45130,0.404097511133992,25,16,3292,2527,Down,0.152840843001576,-0.504751785483271,-0.246558874259542,-0.815760575603342
MA0032.2,FOXC1,0.15,118,4.7,17102,5.2,Down,44333,0.504611898217586,25,21,3292,3033,Down,0.131168724502366,-0.182180358190179,-0.127960458158437,-0.882169704558161
MA0786.1,POU3F1,0.09,10,0.4,1031,0.3,Up,45304,0.383862723161475,25,9,3292,823,Up,0.244748052040938,-1.711920356972716,0.574845056889612,0.611280756077381
MA0163.1,PLAG1,0.1,2,0.1,186,0.1,Up,42268.5,0.814619609526262,25,2,3292,173,Up,0.383265143942572,-3.798336559824874,0.895678625481483,0.416500675871488
MA0659.2,MAFG,0.1,23,0.9,1799,0.5,Up,53228,0.011344447080921,25,18,3292,1372,Up,0.003473067636135,-0.862674633796931,0.79940531490877,2.459286758954075
MA0019.1,Ddit3::Cebpa,0.13,31,1.2,3988,1.2,Up,43406,0.636267203002977,25,20,3292,2174,Up,0.201881615399742,-0.45668653451661,0.283626394326397,0.694903228822505
MA1544.1,OVOL1,0.1,3,0.1,198,0.1,Up,43690,0.594408081057633,25,3,3292,191,Up,0.176975155846225,-3.484418781566406,1.238696723305029,0.752087696554554
MA0634.1,ALX3,0.15,256,10.2,33689,10.2,Up,41401,0.958037056898842,25,23,3292,3175,Down,0.225443157177797,-0.085018080354495,-0.065636819878727,-0.646962942193845
MA0527.1,ZBTB33,0.06,3,0.1,201,0.1,Up,44074.5,0.539835585404578,25,3,3292,157,Up,0.116720792491919,-3.625415063335245,1.520689286842707,0.932851772402312
MA0806.1,TBX4,0.1,27,1.1,4079,1.2,Down,44933.5,0.427700090326343,25,14,3292,2326,Down,0.123782762839859,-0.657733300115277,-0.313422093457294,-0.907339828052041
MA1106.1,HIF1A,0.12,53,2.1,7251,2.2,Down,41877.5,0.878788251213966,25,21,3292,2465,Up,0.361087782020678,-0.331731887456078,0.17114260037336,0.442387206368993
MA1541.1,NR6A1,0.12,6,0.2,375,0.1,Up,45129,0.404215617829381,25,5,3292,349,Up,0.179073610288718,-2.724406401551319,1.022825356434242,0.746968410524125
MA0779.1,PAX1,0.14,0,0,8,0,Down,41250,0.983275206322924,25,0,3292,8,Down,0.99999999998718,-7.134965112932517,2.925079541922041,0.000000000005567
MA0106.3,TP53,0.11,0,0,13,0,Down,41262.5,0.981184973131731,25,0,3292,9,Down,0.999999999991105,-7.054732776835893,2.764614869728796,0.000000000003863
MA1153.1,Smad4,0,2,0.1,110,0,Up,43124.5,0.678937413937234,25,2,3292,105,Up,0.19202284549047,-4.157182891760413,1.613371289352559,0.71664709900364
MA0822.1,HES7,0.11,1,0,92,0,Up,42114,0.839851922139097,25,1,3292,53,Up,0.337574905780659,-5.015481789996535,1.85603789749239,0.471629844884205
MA0464.2,BHLHE40,0.02,0,0,680,0.2,Down,45600,0.350896634033013,25,0,3292,356,Down,0.102301107920538,-4.439817400335742,-2.465215883271507,-0.990119662855087
MA0895.1,HMBOX1,0.05,24,1,1886,0.6,Up,50387,0.052825068041197,25,15,3292,1323,Up,0.06336919403604,-1.01652713861655,0.596596214063858,1.198121816433645
MA0090.3,TEAD1,0.08,2,0.1,461,0.1,Down,44748.5,0.450637911348641,25,1,3292,436,Down,0.239904937628654,-3.501296361382388,-1.172332959735903,-0.619960813462721
MA0079.4,SP1,0.14,12,0.5,3703,1.1,Down,51123,0.036560745328441,25,8,3292,1750,Down,0.043303913594772,-1.248189439718264,-0.673546122005784,-1.363472852473225
MA0107.1,RELA,0.03,3,0.1,213,0.1,Up,43557.5,0.613781393399411,25,3,3292,201,Up,0.196220446298153,-3.447701058264901,1.165261276702018,0.707255740830631
MA1579.1,ZBTB26,0.02,15,0.6,1470,0.4,Up,43452.5,0.629328609863622,25,10,3292,1185,Up,0.68000072804249,-1.376897848427302,0.193579858469133,0.167490622316313
MA0024.3,E2F1,0.09,4,0.2,1081,0.3,Down,44293,0.50998201679563,25,2,3292,516,Down,0.411111250150673,-3.011420216681475,-0.678154060805316,-0.386040638492076
MA0796.1,TGIF1,0.12,0,0,48,0,Down,41650,0.916522783479134,25,0,3292,40,Down,0.99999999998758,-6.008771532115373,0.672692380287757,0.000000000005394
MA1600.1,ZNF684,0.04,0,0,1,0,Down,41162.5,0.997909250064471,25,0,3292,1,Down,0.999999999992943,-8.386215283197108,5.427579882451226,0.000000000003065
MA0132.2,PDX1,0.12,265,10.6,34719,10.5,Up,41488.5,0.943429905173392,25,23,3292,3206,Down,0.141073191083457,-0.078010261799971,-0.079652456987775,-0.850555509780298
MA0774.1,MEIS2,0.09,25,1,4137,1.3,Down,46323,0.278181414985568,25,14,3292,2331,Down,0.122362527790283,-0.656184678823953,-0.316519336039941,-0.912351559849895
MA0780.1,PAX3,0.03,1,0,18,0,Up,42595,0.761954861912783,25,1,3292,16,Up,0.120960565755533,-5.864018223517882,3.553110764535084,0.917356190560365
MA0871.2,TFEC,0.09,0,0,544,0.2,Down,45825,0.327077147461783,25,0,3292,374,Down,0.104191733690686,-4.404285579328311,-2.53627952528637,-0.982166735498378
MA0478.1,FOSL2,0.08,14,0.6,2491,0.8,Down,45492,0.362710963429465,25,6,3292,1142,Down,0.299057692765443,-1.749487449514424,-0.444996348631959,-0.524245021599601
MA1628.1,Zic1::Zic2,0.15,56,2.2,7018,2.1,Up,44943.5,0.4264798861988,25,21,3292,2611,Up,0.803904842770076,-0.290232662020509,0.088144149502222,0.094795355114287
MA0859.1,Rarg,0.12,0,0,8,0,Down,41250,0.983275206322924,25,0,3292,8,Down,0.99999999998718,-7.134965112932517,2.925079541922041,0.000000000005567
MA0686.1,SPDEF,0.11,6,0.2,548,0.2,Up,43343,0.645718923129553,25,5,3292,493,Up,0.410227038602587,-2.475527587010839,0.525067727353281,0.386975718104891
MA1606.1,Foxf1,0.04,28,1.1,3734,1.1,Down,43534,0.61724628905678,25,13,3292,2030,Down,0.409275038904644,-0.807443126513789,-0.220189426588476,-0.387984741542224
MA1105.2,GRHL2,0.11,0,0,430,0.1,Down,46050,0.304333442470166,25,0,3292,392,Down,0.064614487966016,-4.370422111668192,-2.604006460606608,-1.189670092868139
MA0078.1,Sox17,0.01,6,0.2,549,0.2,Up,43383.5,0.639636128181287,25,5,3292,488,Up,0.405614504409976,-2.482873348254845,0.539759249841294,0.391886523416861
MA0692.1,TFEB,0.05,0,0,622,0.2,Down,45875,0.321929959026154,25,0,3292,378,Down,0.104952817746581,-4.39662178856482,-2.55160710681335,-0.979005897097166
MA0618.1,LBX1,0.07,12,0.5,1086,0.3,Up,46916.5,0.226728611191127,25,10,3292,841,Up,0.109027429799937,-1.624128091503332,0.688040344621192,0.962464225801556
MA0893.2,GSX2,0.12,264,10.6,34770,10.6,Down,42035,0.85281950306077,25,23,3292,3214,Down,0.120710109337145,-0.076212790020016,-0.083247400547685,-0.918256356700615
MA0028.2,ELK1,0.15,7,0.3,2015,0.6,Down,48664,0.115220328867271,25,6,3292,1322,Down,0.149871712494922,-1.643950670986446,-0.656069905687915,-0.824280330238207
MA0153.2,HNF1B,0.14,0,0,344,0.1,Down,44237.5,0.517482286298263,25,0,3292,247,Down,0.253918990960997,-4.7030541760742,-1.938742331794591,-0.595304816412092
MA0722.1,VAX1,0.1,55,2.2,9681,2.9,Down,46809,0.235506350449706,25,18,3292,2664,Down,0.303184529633825,-0.384145291863194,-0.157653368958704,-0.518292962888516
MA0877.2,BARHL1,0.15,245,9.8,28260,8.6,Up,47851,0.160102278907666,25,24,3292,3266,Down,0.185414438755017,-0.03457664929951,-0.046277697113555,-0.731856449115655
MA0630.1,SHOX,0.1,193,7.7,24908,7.6,Up,41487,0.943680167385548,25,22,3292,3121,Down,0.140442377397766,-0.128758110164603,-0.103628270954435,-0.852501827440864
MA1556.1,RXRG(var.2),0.09,1,0,49,0,Up,42279.5,0.812830118671549,25,1,3292,41,Up,0.273660639079246,-5.198695567523646,2.222465452546613,0.562787663167036
MA0730.1,RARA(var.2),0.07,0,0,2,0,Down,41175,0.995818514484677,25,0,3292,2,Down,0.999999999988952,-8.017732486114005,4.690614288285018,0.000000000004798
MA0665.1,MSC,0.12,5,0.2,786,0.2,Down,42102.5,0.841736994553091,25,5,3292,542,Up,0.590645210423047,-2.407241060573117,0.388494674477837,0.22867331340586
MA1563.1,SOX18,0.12,122,4.9,16509,5,Down,41483.5,0.944264134124494,25,24,3292,3262,Down,0.209904133676354,-0.035460518327777,-0.04450995905702,-0.67797900870129
MA1524.1,MSGN1,0.07,67,2.7,11221,3.4,Down,47300.5,0.197284572581296,25,21,3292,2988,Down,0.283944822264618,-0.192961242493835,-0.106398689551126,-0.546766046270563
MA0130.1,ZNF354C,0,19,0.8,2129,0.6,Up,45221.5,0.393378353014826,25,14,3292,1573,Up,0.429379363035879,-0.939825304344688,0.250761915001529,0.367158832594268
MA0901.2,HOXB13,0.08,12,0.5,597,0.2,Up,49644.5,0.074961756947797,25,9,3292,527,Up,0.012599854156355,-2.03321913503862,1.217442613021419,1.899634481823445
MA0604.1,Atf1,0.08,11,0.4,2291,0.7,Down,48049,0.148111494255061,25,7,3292,1502,Down,0.105439670663051,-1.448676597954153,-0.633716296817648,-0.976995959250854
MA0821.1,HES5,0.15,1,0,454,0.1,Down,43101.5,0.682472089261309,25,1,3292,282,Down,0.718194551927228,-3.815161754545833,-0.544602173409013,-0.14375789366402
MA1560.1,SOHLH2,0.07,8,0.3,2268,0.7,Down,46231.5,0.286770689556784,25,4,3292,903,Down,0.262185698182432,-2.18404363740423,-0.636913406249906,-0.58139100208092
MA0063.2,NKX2-5,0.14,65,2.6,8474,2.6,Up,41771.5,0.896341129872015,25,22,3292,2995,Down,0.489635422895842,-0.158479426310284,-0.044185638663073,-0.310127170495454
MA0639.1,DBP,0.15,10,0.4,1925,0.6,Down,45288,0.385697082975239,25,4,3292,887,Down,0.263746611072259,-2.196932378196827,-0.611135924664713,-0.578813111986472
MA1576.1,THRB(var.3),0.14,1,0,61,0,Up,42057.5,0.849121990922929,25,1,3292,59,Up,0.367471689454857,-4.938806401543137,1.702687120585594,0.434776113959758
MA0496.3,MAFK,0.09,4,0.2,160,0,Up,44442,0.490130989728871,25,3,3292,134,Up,0.081730624376073,-3.739287891250572,1.748434942673361,1.08761518330257
MA0156.2,FEV,0.06,1,0,743,0.2,Down,47075,0.214216225967089,25,1,3292,601,Down,0.069284110053476,-3.27000481960907,-1.634916043282539,-1.159366357125236
MA1473.1,CDX4,0.08,23,0.9,1792,0.5,Up,49292,0.087858517482437,25,14,3292,1299,Up,0.102655029847161,-1.0778355767578,0.526782459827753,0.988619766397141
MA0099.3,FOS::JUN,0.04,1,0,484,0.1,Down,44952,0.425444310610891,25,1,3292,434,Down,0.240033954697743,-3.504609099789909,-1.165707482920863,-0.619727319559967
MA0724.1,VENTX,0.13,85,3.4,10772,3.3,Up,43351,0.644515487133513,25,21,3292,2896,Down,0.533053548320844,-0.215516681370734,-0.061287811797327,-0.273229161382187
MA0004.1,Arnt,0.08,24,1,3388,1,Down,43075.5,0.686476209140033,25,15,3292,1565,Up,0.233082705968328,-0.895394481794914,0.354330900420586,0.632489948620795
MA1466.1,ATF6,0.15,0,0,137,0,Down,42825,0.725491192637983,25,0,3292,134,Down,0.623198688362857,-5.142965352279375,-1.058919979384243,-0.205373469387759
MA0858.1,Rarb(var.2),0.04,0,0,1,0,Down,41162.5,0.997909250064471,25,0,3292,1,Down,0.999999999992943,-8.386215283197108,5.427579882451226,0.000000000003065
MA0886.1,EMX2,0.01,8,0.3,2261,0.7,Down,46823,0.234349773628186,25,5,3292,1071,Down,0.205541379220083,-1.916272656900764,-0.593442132866869,-0.68710073360346
MA0892.1,GSX1,0.09,256,10.2,32904,10,Up,41320,0.971571785757918,25,23,3292,3193,Down,0.175615639259243,-0.080940740132142,-0.073791500323432,-0.755436811086225
MA0608.1,Creb3l2,0.09,2,0.1,1313,0.4,Down,47625.5,0.174636304653988,25,2,3292,749,Down,0.093355688774385,-2.742840152140075,-1.215314189888116,-1.029859212497468
MA1528.1,NFIX(var.2),0.15,13,0.5,2224,0.7,Down,45938,0.315520192626371,25,7,3292,1421,Down,0.156730158452303,-1.488652043914663,-0.553765404896628,-0.804847427339998
MA0755.1,CUX2,0.09,3,0.1,1329,0.4,Down,47943.5,0.154412204073381,25,3,3292,900,Down,0.112883196374879,-2.367727839575746,-0.994685160676291,-0.947370701695964
MA0775.1,MEIS3,0.05,97,3.9,11637,3.5,Up,44135.5,0.531413962700196,25,23,3292,3141,Down,0.321800402449255,-0.092783175345815,-0.050106629896086,-0.492413417100316
MA1608.1,Isl1,0.13,47,1.9,6175,1.9,Up,42130,0.837230742287989,25,16,3292,2540,Down,0.148467835963941,-0.501051099479603,-0.253960246266878,-0.828367621608391
MA0014.3,PAX5,0.13,1,0,544,0.2,Down,45604.5,0.350409722765532,25,1,3292,486,Down,0.16169869904638,-3.423067285806552,-1.328791110887574,-0.79129347421389
MA0766.2,GATA5,0.01,4,0.2,1215,0.4,Down,47075,0.214216225967089,25,4,3292,966,Down,0.186242857370609,-2.135421071730912,-0.734158537596542,-0.72992037395692
MA1484.1,ETS2,0.06,1,0,565,0.2,Down,45673,0.34305081574582,25,1,3292,491,Down,0.161267998986858,-3.415691480026818,-1.343542722447044,-0.792451802742682
MA0140.2,GATA1::TAL1,0.06,0,0,465,0.1,Down,46500,0.262067380891129,25,0,3292,428,Down,0.065262634087668,-4.307120836501436,-2.730609010940119,-1.185335401485125
MA0813.1,TFAP2B(var.3),0.07,17,0.7,1321,0.4,Up,47189.5,0.205492423987691,25,9,3292,703,Up,0.086727018053941,-1.825529470217627,0.802063283379434,1.061845585755215
MA0479.1,FOXH1,0.1,10,0.4,1232,0.4,Up,44050,0.543236745191575,25,10,3292,1008,Up,0.38326038189866,-1.493540137861825,0.42686443733818,0.416506071985053
MA1474.1,CREB3L4,0.08,0,0,397,0.1,Down,45662.5,0.34417236948239,25,0,3292,361,Down,0.102570507840996,-4.429770615082127,-2.485309453778737,-0.988977494225421
MA1549.1,POU6F1(var.2),0.05,7,0.3,2231,0.7,Down,51301.5,0.033332570301313,25,6,3292,1538,Down,0.026292750560999,-1.534822310320368,-0.874326627020072,-1.580163978709952
MA0676.1,Nr2e1,0.03,4,0.2,623,0.2,Down,44563.5,0.474256600954167,25,2,3292,556,Down,0.416406708473853,-2.957613547443025,-0.785767399282216,-0.380482282452309
MA1572.1,TGIF2LY,0.14,2,0.1,590,0.2,Down,43670.5,0.597241656025388,25,1,3292,337,Down,0.50664319225779,-3.686843437228012,-0.801238808044656,-0.295297788569133
MA0047.3,FOXA2,0.14,27,1.1,4600,1.4,Down,47211,0.203883537856516,25,13,3292,2233,Down,0.130277367287107,-0.738707512824324,-0.357660653967406,-0.885131026467578
MA1512.1,KLF11,0.15,63,2.5,11963,3.6,Down,50246,0.056547729584056,25,18,3292,2874,Down,0.032913583349673,-0.32942219303646,-0.267099566612173,-1.48262483285992
MA1546.1,PAX3(var.2),0.08,0,0,8,0,Down,41250,0.983275206322924,25,0,3292,8,Down,0.99999999998718,-7.134965112932517,2.925079541922041,0.000000000005567
MA0699.1,LBX2,0.15,267,10.7,34766,10.6,Up,41221.5,0.988041344447612,25,23,3292,3222,Down,0.101218028550078,-0.074419786094361,-0.086833408398995,-0.994742125811668
MA1550.1,PPARD,0.11,2,0.1,39,0,Up,43966,0.554978258293085,25,2,3292,38,Up,0.03571873920001,-4.884339215766555,3.067683937364843,1.447103879238763
MA1583.1,ZFP57,0.02,4,0.2,392,0.1,Up,43109,0.681318707611662,25,4,3292,366,Up,0.516142783050396,-2.834899338769624,0.664797996480882,0.287230140789341
MA0904.2,HOXB5,0.12,105,4.2,16272,4.9,Down,45393,0.373756874951386,25,19,3292,2869,Down,0.12481359572936,-0.292703594592928,-0.188639057032639,-0.903738105129232
MA1497.1,HOXA6,0.12,184,7.4,24070,7.3,Up,41860,0.881682266018054,25,22,3292,3145,Down,0.100857977010823,-0.123233161983974,-0.114678167315693,-0.99628974708158
MA1632.1,ATF2,0.03,2,0.1,133,0,Up,42872.5,0.718034478163731,25,2,3292,125,Up,0.248021433652258,-4.03196070913862,1.362926924108972,0.605510786453312
MA0007.3,Ar,0.13,0,0,282,0.1,Down,43412.5,0.635295352879802,25,0,3292,181,Down,0.397518662126619,-4.92678366455981,-1.491283354823369,-0.400642477904716
MA0723.1,VAX2,0.1,86,3.4,13123,4,Down,44984,0.421558863869286,25,19,3292,2851,Down,0.136008779473389,-0.297242765441708,-0.179560715335079,-0.866433056675502
MA1548.1,PLAGL2,0.15,155,6.2,22883,7,Down,46119.5,0.297525709469429,25,19,3292,2880,Down,0.119003061807921,-0.289943652886947,-0.1941589404446,-0.924441864580758
MA0679.2,ONECUT1,0.02,1,0,94,0,Up,41645,0.917354548682232,25,1,3292,92,Up,0.510108051930907,-4.620524552938952,1.066123423377225,0.292337821182472
MA1652.1,ZKSCAN5,0.01,2,0.1,183,0.1,Up,42212,0.82382614108573,25,2,3292,178,Up,0.396971840750591,-3.777842354099455,0.854690214030644,0.401240298880134
MA0785.1,POU2F1,0.11,15,0.6,1143,0.3,Up,48705,0.113250326598453,25,11,3292,889,Up,0.069836836957558,-1.5184901578956,0.739253543962234,1.155915438875605
MA0685.1,SP4,0.08,0,0,636,0.2,Down,47325,0.195505711325375,25,0,3292,494,Down,0.041482544862812,-4.203783178178131,-2.93728432758673,-1.382134608455266
MA0882.1,DLX6,0.15,235,9.4,30644,9.3,Up,41407.5,0.956951408873469,25,23,3292,3178,Down,0.217027528992992,-0.084336921172205,-0.066999138243307,-0.663485174301456
MA0109.1,HLTF,0.01,60,2.4,9239,2.8,Down,47319,0.195940259754178,25,21,3292,3022,Down,0.146307106539015,-0.184800844138394,-0.122719486262007,-0.834734578483558
MA1139.1,FOSL2::JUNB(var.2),0.03,4,0.2,38,0,Up,44204.5,0.521968819492398,25,2,3292,19,Up,0.010492509341748,-5.37503137668288,4.049068259197496,1.979120635452881
MA1495.1,HOXA1,0.06,33,1.3,6257,1.9,Down,47747.5,0.166655362011962,25,13,3292,2183,Down,0.140847792112017,-0.755039374585824,-0.324996930444405,-0.851249956495626
MA0516.2,SP2,0.15,8,0.3,1957,0.6,Down,46678,0.246524595307836,25,7,3292,1285,Down,0.307556414911898,-1.561194288336599,-0.408680916052757,-0.512075210172392
MA0913.2,HOXD9,0.11,52,2.1,4671,1.4,Up,50180.5,0.058349929911641,25,22,3292,2284,Up,0.048900553491816,-0.353938621788625,0.346732752293608,1.31068622518965
MA0791.1,POU4F3,0.14,4,0.2,1202,0.4,Down,45560.5,0.355189022046189,25,4,3292,837,Down,0.360044728213367,-2.238761342720281,-0.527477995617804,-0.443643543650471
MA0031.1,FOXD1,0.15,46,1.8,6650,2,Down,46668,0.247380281591141,25,17,3292,2594,Down,0.217213115061813,-0.443434614815829,-0.199415420421401,-0.663113956122697
MA0836.2,CEBPD,0.08,0,0,391,0.1,Down,45462.5,0.365980840572481,25,0,3292,345,Down,0.102419632449967,-4.462425583363557,-2.419999517215877,-0.989616787037433
MA0042.2,FOXI1,0.15,32,1.3,5293,1.6,Down,48140,0.142836196712983,25,14,3292,2418,Down,0.066650924604168,-0.629757624770969,-0.36937344414591,-1.176193821528402
MA1599.1,ZNF682,0.13,4,0.2,1013,0.3,Down,46689,0.245585738307155,25,3,3292,855,Down,0.166204642164202,-2.404707050284177,-0.920726739259428,-0.779356850358515
MA0006.1,Ahr::Arnt,0,11,0.4,1808,0.5,Down,45653,0.345189122914143,25,7,3292,1291,Down,0.306794933701986,-1.557835271694427,-0.4153989493371,-0.513151816442216
MA0905.1,HOXC10,0.06,12,0.5,858,0.3,Up,48464.5,0.12519323967374,25,10,3292,718,Up,0.047621639713996,-1.738115648939638,0.916015459493805,1.322195654994133
MA1507.1,HOXD4,0.01,13,0.5,2849,0.9,Down,49129,0.094399324493903,25,9,3292,1771,Down,0.105614841845695,-1.159354901776737,-0.530285853502347,-0.97627504696544
