,logFC,AveExpr,t,P.Value,adj.P.Val,B,z.std
A2m,1.389106629,1.899204986,1.294268324,0.195896669,0.999823494,-4.530034175,1.293330811
A3galt2,0.161800935,0.391501973,0.446272302,0.65597485,0.999823494,-4.665760807,0.445477315
A4galt,-0.786429052,2.765846055,-1.071514041,0.288612086,0.999823494,-4.591575615,-1.061171243
Aaas,-0.017840131,6.48959425,-0.197341715,0.843560846,0.999823494,-5.382435353,-0.197340809
Aacs,0.297047605,5.409382823,1.08069492,0.279869617,0.999823494,-4.688722066,1.080612282
Aadat,-0.019525167,2.08557327,-0.048956889,0.960958152,0.999823494,-4.880715297,-0.048951243
Aagab,-0.046293603,6.414857431,-0.32606733,0.744374646,0.999823494,-5.349414379,-0.326065703
Aak1,0.046622277,7.445495614,0.249263411,0.803157938,0.999823494,-5.373816448,0.24926224
Aamdc,0.005762921,3.302337511,0.028591907,0.977193738,0.999823494,-4.846796299,0.028587304
Aamp,0.092485459,7.845648351,0.772486793,0.439830114,0.999823494,-5.116624386,0.772480126
Aanat,-1.587204787,-0.893353202,-1.972024876,0.051283758,0.999823494,-4.456928217,-1.949097704
Aar2,-0.044002885,5.429144015,-0.272594867,0.785192051,0.999823494,-4.861918429,-0.272559235
Aars,0.235417885,8.09223788,1.26128111,0.207353308,0.999823494,-4.545381416,1.260876607
Aars2,-0.191584202,4.494261759,-0.289131135,0.774379851,0.999823494,-4.616216736,-0.286650619
Aasdh,-0.020892467,4.447385893,-0.050584029,0.95976035,0.999823494,-4.654119236,-0.05045432
Aasdhppt,0.219384846,5.359721669,0.617769015,0.537189271,0.999823494,-4.667918345,0.617068916
Aass,-0.044257912,3.496545588,-0.19154535,0.848102846,0.999823494,-5.050953629,-0.191539616
Aatf,0.124683584,5.390229391,0.796272438,0.425900688,0.999823494,-4.840119471,0.796225999
Aatk,-0.185127207,6.476279672,-0.669436738,0.503280545,0.999823494,-4.788210362,-0.669336976
Abat,0.044579427,8.584888144,0.143920457,0.885572049,0.999823494,-4.933337953,0.143909354
Abca1,-0.04744305,5.51612768,-0.249355539,0.80308771,0.999823494,-5.230957638,-0.249353036
Abca13,1.061860695,2.504128705,1.209213488,0.226662713,0.999823494,-4.577587219,1.209000344
Abca2,-0.043150097,8.02714052,-0.342248797,0.732165748,0.999823494,-5.259789731,-0.34224603
Abca3,-0.053909968,7.124065767,-0.241546419,0.809140656,0.999823494,-4.989552591,-0.24153479
Abca4,-0.091909685,1.011122064,-0.157350699,0.875697231,0.999823494,-4.628514602,-0.156426017
Abca5,-0.069664973,7.019129121,-0.544218058,0.586293472,0.999823494,-5.283054008,-0.544215085
Abca7,-0.380143091,4.42734019,-0.975297616,0.329488548,0.999823494,-4.69103941,-0.975144579
Abcb1,-0.729646051,4.163261973,-2.451515603,0.014302383,0.753370427,-3.946838123,-2.449577734
Abcb10,0.054205467,5.610224798,0.287369174,0.773848865,0.999823494,-4.906702949,0.287344092
Abcb4,-0.787568767,0.123348514,-2.26470041,0.024782941,0.883463157,-4.380670134,-2.244769389
Abcb6,0.335507789,5.919446519,3.412150758,0.000645045,0.234864826,-2.11697581,3.411930945
Abcb7,0.030072809,4.677709676,0.144300007,0.885265841,0.999823494,-5.120582532,0.144297135
Abcb8,-0.077860922,5.650042512,-0.229801818,0.818475496,0.999823494,-4.683308268,-0.229506208
Abcb9,-0.046885367,5.135758649,-0.235965331,0.813491202,0.999823494,-4.834741523,-0.23592457
Abcc1,-0.005223599,5.328337034,-0.016339218,0.986963883,0.999823494,-5.269255932,-0.016339077
Abcc10,0.002513233,4.707079354,0.012853951,0.989744585,0.999823494,-5.081163538,0.012853611
Abcc11,0.258135464,3.021507339,1.258787759,0.208182815,0.999823494,-4.552614209,1.25857795
Abcc2,0.108475407,2.791657288,0.130849144,0.896520848,0.999823494,-4.626299943,0.130057609
Abcc3,-0.540806933,2.393057115,-1.022106005,0.306849249,0.999823494,-4.650995344,-1.0218556
Abcc4,-0.542537576,3.949494308,-1.259329677,0.208371044,0.999823494,-4.54640673,-1.258057275
Abcc5,0.075735808,6.744629497,0.904393802,0.365790328,0.999823494,-5.066331446,0.904386813
Abcc6,0.16147476,2.047367466,0.598842647,0.549332672,0.999823494,-4.809736371,0.598760401
Abcc8,-0.49576431,4.986525157,-2.251151234,0.024416708,0.883463157,-3.910988948,-2.250508138
Abcc9,-0.500780423,3.099280549,-1.301849034,0.193090708,0.999823494,-4.524372202,-1.301490227
Abcd1,-0.12991535,5.074434223,-0.775443639,0.438092463,0.999823494,-4.916623032,-0.775418405
Abcd2,-0.594077667,3.62757155,-1.504177354,0.134069044,0.999823494,-4.519067872,-1.498247171
Abcd3,0.029349448,5.711932643,0.362690438,0.716839069,0.999823494,-5.201488373,0.362686522
Abcd4,-0.261008572,3.968627534,-1.147226763,0.251627386,0.999823494,-4.580165439,-1.146405553
Abce1,0.19905785,6.735005464,1.461030667,0.144054116,0.999823494,-4.446935821,1.460859087
Abcf1,0.073784995,7.022619063,0.757272153,0.448901854,0.999823494,-4.924077584,0.757247072
Abcf2,0.070524393,6.750147204,0.42177974,0.673192145,0.999823494,-5.089136429,0.421771041
Abcf3,0.221023924,6.910824018,1.813706973,0.069758022,0.999823494,-4.192800291,1.813478693
Abcg1,0.136332222,6.208193096,1.126595342,0.259918849,0.999823494,-4.867893168,1.126582956
Abcg4,-0.131908708,4.542747827,-0.366264962,0.714176461,0.999823494,-5.023158565,-0.36625278
Abcg5,-0.314792421,0.889446611,-0.765727754,0.443997118,0.999823494,-4.70900059,-0.765460938
Abhd1,-0.305027177,4.427214453,-3.157250346,0.001595418,0.353531157,-2.697790715,-3.156743203
Abhd10,-0.166456804,4.633463556,-1.359095551,0.174130011,0.999823494,-4.570212948,-1.359052317
Abhd11,-0.178159147,5.136247562,-1.586148028,0.11271616,0.999823494,-4.377049402,-1.586102057
Abhd12,-0.042970706,6.730263396,-0.129959475,0.896748202,0.999823494,-4.678454354,-0.129770248
Abhd12b,-1.070826151,0.603463123,-2.058151544,0.039861858,0.999823494,-4.186643831,-2.055177555
Abhd13,0.04427467,4.207512277,0.199349268,0.842009357,0.999823494,-4.868033965,0.199323935
Abhd14a,-0.104464423,4.408957396,-0.556368302,0.577974999,0.999823494,-4.952104808,-0.556345045
Abhd14b,-0.421174663,2.269461701,-1.028492533,0.304145102,0.999823494,-4.610442241,-1.027584961
Abhd15,0.122492401,2.015169479,0.341409567,0.732826226,0.999823494,-4.860383204,0.341368446
Abhd16a,0.001624603,7.104991686,0.020230433,0.983859619,0.999823494,-5.408569781,0.020230347
Abhd16b,0.31249537,-1.320648141,0.372121482,0.710179012,0.999823494,-4.686939979,0.371615681
Abhd17a,0.099815813,6.645685514,1.25495698,0.209499407,0.999823494,-4.770533627,1.254943125
Abhd17b,0.15755962,5.375830689,1.005080764,0.314894917,0.999823494,-4.726574383,1.005004014
Abhd17c,0.158854331,4.68583621,0.249341325,0.804665233,0.999823494,-4.617415406,0.247313989
Abhd18,0.15478541,3.835605686,0.97583531,0.329165291,0.999823494,-4.799992159,0.975796558
Abhd2,0.149071017,7.757900428,1.319828135,0.186897984,0.999823494,-4.70029754,1.319811431
Abhd3,-0.172625999,5.160787027,-1.229879877,0.218769095,0.999823494,-4.622999679,-1.229807777
Abhd4,-0.08969499,4.969558174,-0.431889727,0.665839958,0.999823494,-4.937070013,-0.431864416
Abhd5,0.039218959,2.646448234,0.195855502,0.84473336,0.999823494,-4.941167658,0.195842607
Abhd6,-0.14837489,4.582101319,-0.866006807,0.386517783,0.999823494,-4.801762329,-0.865949633
Abhd8,-0.165184109,6.934683622,-0.86593747,0.386535157,0.999823494,-4.927666162,-0.865917953
Abi1,0.176447215,6.128039357,1.581705405,0.113723001,0.999823494,-4.422576643,1.581678424
Abi2,0.108864554,6.548462669,0.43009441,0.667156053,0.999823494,-4.882628963,0.430054422
Abi3,-0.135266683,1.547743158,-0.394929345,0.693447313,0.999823494,-4.664377062,-0.394181134
Abi3bp,0.059201316,5.165446305,0.136018609,0.891807811,0.999823494,-5.212517184,0.136017039
Abl1,0.121358284,6.898252617,0.58246959,0.560252642,0.999823494,-5.263870478,0.58246629
Abl2,0.162622437,5.104709645,1.209512436,0.226474246,0.999823494,-4.743798208,1.209491054
Ablim1,-0.102765044,6.897864404,-0.408107411,0.683308825,0.999823494,-4.751625752,-0.407952123
Ablim2,-0.22709876,7.206851036,-2.091878515,0.036457898,0.975067917,-3.866779749,-2.091783373
Ablim3,0.100082702,6.369656445,0.35075108,0.725884918,0.999823494,-4.749017072,0.350604716
Abr,0.096134666,8.265487615,0.335263328,0.737606527,0.999823494,-4.713406811,0.335024603
Abracl,-0.133724424,1.005102402,-0.398630539,0.690269015,0.999823494,-4.761843076,-0.398490017
Abraxas1,-0.08167452,3.21710263,-0.554075449,0.579545325,0.999823494,-4.933944394,-0.554048981
Abraxas2,0.076093626,4.892407163,0.381820548,0.702667762,0.999823494,-4.785001379,0.381721755
Abt1,0.074594042,5.536589125,0.263390836,0.792429818,0.999823494,-4.70273975,0.263156681
Abtb1,-0.018179392,4.984438592,-0.140885132,0.887962648,0.999823494,-5.142359027,-0.14088265
Abtb2,0.107557788,4.53331951,0.43085031,0.666645537,0.999823494,-4.794448611,0.430756355
Acaa1,-0.129599153,0.149012938,-0.230339205,0.818335164,0.999823494,-4.654073123,-0.229686786
Acaa2,0.014241551,7.315816774,0.066253026,0.947180245,0.999823494,-4.942898845,0.066248172
Acaca,0.141015906,6.42148988,1.048407019,0.294455658,0.999823494,-4.945734459,1.048397168
Acacb,-0.488849228,6.417506112,-3.290410851,0.0010046,0.272523727,-3.171964377,-3.289235242
Acad10,-0.330454799,5.535827534,-1.713705319,0.086596923,0.999823494,-4.247432271,-1.71362879
Acad11,-0.37884252,4.775173709,-1.42087619,0.15558657,0.999823494,-4.479878485,-1.420072519
Acad8,-0.108101614,5.579394033,-0.504003131,0.614262558,0.999823494,-5.191869459,-0.503998319
Acad9,0.030983323,5.615554552,0.165899755,0.868237038,0.999823494,-5.254822323,0.165898233
Acadl,-0.063041217,6.380002244,-0.465362272,0.641673897,0.999823494,-5.300566986,-0.465359688
Acadm,-0.266070597,4.762617923,-1.383939319,0.166391329,0.999823494,-4.54639718,-1.383892646
Acads,0.176593795,4.452721223,0.898538235,0.368936761,0.999823494,-4.768057209,0.898466756
Acadsb,0.232737551,5.739936412,1.404166255,0.16028825,0.999823494,-4.516302302,1.404102765
Acadvl,-0.015738314,6.616222438,-0.079002657,0.937039811,0.999823494,-4.858145923,-0.078990963
Acan,0.632608608,5.560162983,1.041441637,0.297685266,0.999823494,-4.791498306,1.041410081
Acap1,-0.393326126,-0.339253703,-0.907811063,0.36446585,0.999823494,-4.636939629,-0.906888336
Acap2,0.141289961,5.18415031,1.044707782,0.296165475,0.999823494,-4.875111222,1.044691716
Acap3,0.086064477,6.517007272,0.979266537,0.327455399,0.999823494,-4.925310781,0.979252167
Acat1,-0.130871065,6.689642494,-0.934807062,0.34989164,0.999823494,-5.041569627,-0.934799494
Acbd3,0.197363468,6.418245356,1.590489195,0.111753236,0.999823494,-4.357099533,1.590361977
Acbd4,-0.044519256,4.685400221,-0.117598363,0.906589367,0.999823494,-4.660359286,-0.117341592
Acbd5,-0.197983575,5.495606352,-1.447818562,0.14771478,0.999823494,-4.454001783,-1.447650643
Acbd6,-0.072998055,4.530391336,-0.538329208,0.590367885,0.999823494,-4.937957254,-0.538302993
Acbd7,-0.132973925,0.450397728,-0.427168265,0.669366392,0.999823494,-4.760342219,-0.42701776
Accsl,-0.207405913,2.003179749,-0.568856704,0.569574123,0.999823494,-4.750332737,-0.568678822
Acd,0.165152341,3.798195356,1.272796202,0.203117726,0.999823494,-4.586955733,1.272719133
Ace,-0.222017674,4.598100607,-0.761312432,0.446687015,0.999823494,-4.688674902,-0.760949861
Ace2,0.252831699,-1.886313155,0.102800407,0.919878767,0.999823494,-4.598679555,0.100586433
Acer1,0.725104076,-0.329515692,0.954398498,0.340426257,0.999823494,-4.623809547,0.953323364
Acer2,0.012734283,3.351977214,0.081880879,0.934743252,0.999823494,-5.066782654,0.0818786
Acer3,0.097189119,4.593932113,0.240243082,0.810604122,0.999823494,-4.653630338,0.239646747
Ache,0.103255814,7.619856945,0.361836554,0.717478393,0.999823494,-5.145430579,0.361830909
Acin1,0.072494228,7.779448658,0.487027789,0.626261417,0.999823494,-4.914219513,0.486995646
Ackr1,0.37465364,2.872468516,0.777404352,0.43774778,0.999823494,-4.636182165,0.776002043
Ackr2,-0.926492693,-0.34072444,-1.735021582,0.083488084,0.999823494,-4.396854074,-1.7307964
Ackr4,-0.64073199,2.71344649,-1.856167481,0.064138941,0.999823494,-4.397692779,-1.851212827
Acly,0.07765847,8.046143184,0.300842623,0.763628275,0.999823494,-4.754085472,0.300719661
Aco1,0.169521624,5.834316176,0.551430456,0.581783885,0.999823494,-4.672104697,0.550780892
Aco2,-0.10405642,7.833881029,-0.479202029,0.631836717,0.999823494,-4.844877493,-0.479143258
Acot11,-0.387276389,3.281754424,-1.544048889,0.122644631,0.999823494,-4.372259726,-1.543767651
Acot12,-0.244027422,0.89574372,-0.543989639,0.586729045,0.999823494,-4.700533303,-0.543582151
Acot13,-0.103851022,6.607779287,-0.491741723,0.623010142,0.999823494,-4.758473154,-0.491588688
Acot6,-0.31597496,1.877434068,-1.596466815,0.110528179,0.999823494,-4.360822197,-1.595823618
Acot7,0.001731443,8.006568304,0.010817119,0.991369417,0.999823494,-5.313012696,0.010817043
Acot8,-0.127534818,3.779160527,-0.977047108,0.328570962,0.999823494,-4.773341864,-0.976996345
Acot9,-0.018047618,4.542136027,-0.137395372,0.890719647,0.999823494,-5.195706001,-0.137393654
Acox1,0.044240408,5.563404752,0.364292022,0.715641814,0.999823494,-5.280781387,0.364289534
Acox2,-0.071940628,2.549936966,-0.094198561,0.925666664,0.999823494,-4.61469932,-0.093298198
Acox3,0.078458128,6.196087404,0.469450203,0.638751469,0.999823494,-5.182494574,0.469445169
Acp1,0.046312187,6.740181701,0.472995391,0.636220121,0.999823494,-5.182176066,0.47299027
Acp2,-0.006116623,5.381880583,-0.081314631,0.935192191,0.999823494,-5.305570687,-0.081314062
Acp5,0.042918126,4.935224555,0.378541924,0.705030786,0.999823494,-5.21323975,0.378538249
Acp6,0.022805328,5.565231493,0.196901553,0.843905589,0.999823494,-5.311480653,0.196900262
Acpp,-0.820114813,2.023258224,-0.950812204,0.34487149,0.999823494,-4.601381087,-0.944583626
Acr,-0.640119635,0.673087727,-2.014665203,0.044222496,0.999823494,-4.208180368,-2.011975721
Acrbp,-0.198802022,1.104095843,-0.458645042,0.647203729,0.999823494,-4.657464879,-0.457650259
Acsbg1,-0.299841952,5.395876524,-0.821838914,0.411183696,0.999823494,-4.901765466,-0.821812364
Acsf2,-0.110508382,5.385394441,-0.341999259,0.73247178,0.999823494,-4.741314174,-0.34183937
Acsf3,0.162927605,4.309094469,0.586523348,0.557548251,0.999823494,-4.894306208,0.586487065
Acsl1,0.16483289,5.237414358,0.652312052,0.514205197,0.999823494,-5.096079745,0.652303819
Acsl3,0.153399903,7.136920387,0.555131816,0.578969436,0.999823494,-4.726506813,0.554890681
Acsl4,0.081925525,6.886562243,0.448622774,0.653708794,0.999823494,-5.129754152,0.448615856
Acsl5,-0.409109146,2.925423838,-1.385639059,0.165943591,0.999823494,-4.476960366,-1.385356153
Acsl6,-0.131443121,5.604902881,-0.328605142,0.742470346,0.999823494,-4.938961156,-0.328583732
Acsm1,0.025721364,0.496681139,0.053914614,0.957017415,0.999823494,-4.782052473,0.053896763
Acsm3,-0.27515646,2.361897729,-0.964601795,0.335019286,0.999823494,-4.636918112,-0.964053137
Acsm5,-0.138685636,6.48030465,-0.609599925,0.542131775,0.999823494,-5.123773882,-0.609592509
Acss1,0.406930767,6.123896392,1.60913995,0.107591832,0.999823494,-4.392115018,1.6091121
Acss2,0.003925844,4.783030808,0.024152825,0.980730918,0.999823494,-5.223877468,0.024152561
Acss3,0.058503673,4.726924327,0.182305998,0.855344181,0.999823494,-5.213671044,0.182303972
Acta1,0.317525933,0.088553502,0.409221173,0.685109061,0.999823494,-4.61640457,0.405501303
Acta2,-1.189942855,3.936655926,-3.051989732,0.002279044,0.404905456,-2.893928864,-3.051232045
Actb,-0.000630183,8.765954879,-0.003629509,0.997104274,0.999823494,-4.95281786,-0.003629262
Actc1,0.017466453,0.277510948,0.061105181,0.951289302,0.999823494,-4.794822508,0.061087779
Actg1,0.162620198,6.483232753,0.89131718,0.372800794,0.999823494,-4.765471737,0.89123932
Actg2,-0.337269405,1.64537703,-1.508758644,0.131532538,0.999823494,-4.415371543,-1.508085921
Actl10,0.048652922,1.843771019,0.198583726,0.842606702,0.999823494,-4.873434278,0.198560311
Actl6a,-0.123024342,4.85914071,-0.400970776,0.688605606,0.999823494,-4.726019395,-0.400748084
Actl6b,0.026055189,6.053111222,0.293470373,0.76916385,0.999823494,-5.338382637,0.293468792
Actn1,0.115590112,6.231542568,0.664873474,0.506143285,0.999823494,-4.978812107,0.664854929
Actn2,0.305798195,2.779654009,0.70275147,0.482962278,0.999823494,-4.645529832,0.701546096
Actn3,0.305458418,2.820668209,0.867183657,0.386942335,0.999823494,-4.620696778,0.865175747
Actn4,-0.021808409,7.511493589,-0.114746884,0.908646646,0.999823494,-5.251295795,-0.114745755
Actr10,-0.100285631,6.769711983,-1.025058745,0.305339686,0.999823494,-4.974038728,-1.025049808
Actr1a,-0.039097316,7.674568754,-0.209014671,0.834438295,0.999823494,-5.254417864,-0.209012737
Actr1b,0.071298628,6.214030632,0.250204784,0.802606239,0.999823494,-4.701319459,0.249975573
Actr2,0.048125439,7.919176259,0.25284942,0.800394693,0.999823494,-4.978714927,0.25283633
Actr3,0.071448939,7.523150188,0.634314832,0.525878613,0.999823494,-5.189956847,0.634309876
Actr5,0.140893408,4.756443927,1.173784224,0.240528631,0.999823494,-4.621828568,1.173666506
Actr6,-0.000746584,5.82610455,-0.005610814,0.995523416,0.999823494,-5.028713194,-0.005610595
Actr8,0.06277894,6.389031803,0.576062576,0.564577653,0.999823494,-5.132311628,0.576055523
Actrt3,-0.272394186,1.564956143,-1.478048343,0.13959613,0.999823494,-4.436161276,-1.477296673
Acvr1,0.127947961,5.377926949,0.479000947,0.631944149,0.999823494,-5.090450912,0.478992241
Acvr1b,0.199636569,5.973225631,0.973797899,0.33020267,0.999823494,-4.724211514,0.973705732
Acvr1c,1.181052252,3.174345183,3.199171614,0.001384949,0.324666207,-2.968540226,3.197769558
Acvr2a,0.077738013,5.662230164,0.696436527,0.486159021,0.999823494,-5.155941377,0.696430895
Acvr2b,0.273980512,2.536378698,1.340564287,0.18013562,0.999823494,-4.504856027,1.340337576
Acvrl1,-0.362634005,3.037499424,-1.453187187,0.146277202,0.999823494,-4.440569085,-1.452807526
Acyp1,-0.035305535,4.805351139,-0.264367152,0.791501221,0.999823494,-5.105770865,-0.2643617
Acyp2,-0.305364815,4.87503587,-1.523166923,0.127950501,0.999823494,-4.438468369,-1.52223383
Ada,-0.229136728,1.795770069,-0.590899795,0.554817045,0.999823494,-4.707809728,-0.590557355
Adad1,-0.160289112,1.219792454,-0.469729555,0.638616282,0.999823494,-4.798286791,-0.469634345
Adad2,1.158120577,1.051420775,1.512115854,0.132594293,0.999823494,-4.527031981,1.503949799
Adal,-0.13140094,5.092085255,-0.85665094,0.39166451,0.999823494,-4.821924166,-0.85660267
Adam10,-0.081703402,6.471478872,-0.456225556,0.648278244,0.999823494,-4.825435904,-0.456155386
Adam11,-0.0287393,3.809515974,-0.057611598,0.954066288,0.999823494,-4.83592304,-0.057601207
Adam12,0.036186445,3.560419036,0.125009674,0.900522392,0.999823494,-4.947938653,0.125001463
Adam15,0.117785659,6.762381403,0.423739506,0.671768768,0.999823494,-4.984319593,0.423721727
Adam17,0.07458376,5.842161407,0.524089506,0.600218741,0.999823494,-5.247298785,0.524085978
Adam19,-0.307431645,3.296300573,-1.027656523,0.30434105,0.999823494,-4.623968857,-1.027168666
Adam2,0.42900473,1.339628433,0.410088031,0.687086081,0.999823494,-4.603092065,0.402812613
Adam20,0.179490659,1.841908385,0.762025167,0.44611946,0.999823494,-4.756849422,0.761900386
Adam22,0.031834554,5.591531737,0.111361438,0.911368256,0.999823494,-4.755692551,0.111312862
Adam23,0.103491915,5.626695262,0.383922413,0.701048961,0.999823494,-4.976916506,0.383904864
Adam28,0.04179279,3.801596502,0.034601574,0.972398508,0.999823494,-5.019460388,0.034600242
Adam32,0.195567521,1.952806971,0.780419706,0.435225585,0.999823494,-4.745613897,0.780280846
Adam8,0.014461198,2.619819933,0.042379342,0.96620349,0.999823494,-4.819114455,0.042370318
Adam9,0.071577047,6.409183392,0.243203463,0.808033279,0.999823494,-4.69737216,0.242964009
Adamts1,0.025458805,3.618565775,0.057619751,0.954057598,0.999823494,-4.866336142,0.057612117
Adamts10,0.243099686,5.338878789,0.811880033,0.416870114,0.999823494,-4.958502091,0.811863232
Adamts12,-0.600031789,1.101501742,-0.907603352,0.367677521,0.999823494,-4.603795141,-0.900832244
Adamts13,-0.379172815,2.698247781,-0.268270639,0.792679899,0.999823494,-4.599973475,-0.262832222
Adamts14,-0.413625524,0.223673021,-1.424238603,0.154807845,0.999823494,-4.480979342,-1.422752742
Adamts15,-0.775980301,2.075312498,-1.806740774,0.07176713,0.999823494,-4.42854131,-1.800592514
Adamts16,0.023743996,-0.224485509,0.047062754,0.962480817,0.999823494,-4.756340797,0.047040666
Adamts17,0.065136828,2.968864309,0.168180696,0.866460884,0.999823494,-4.849987113,0.168155581
Adamts18,0.87459537,0.705221766,1.729455885,0.083976508,0.999823494,-4.324721233,1.728065357
Adamts19,-0.026422261,2.362825545,-0.088762103,0.929285481,0.999823494,-4.822305494,-0.088743852
Adamts2,-0.636508248,3.240535029,-1.986992602,0.047580648,0.999823494,-4.369210026,-1.981094757
Adamts20,-0.440926098,0.029181598,-1.065137393,0.289740351,0.999823494,-4.591533247,-1.058691388
Adamts3,-0.755038183,2.322986821,-1.065523195,0.287209268,0.999823494,-4.597748317,-1.064263677
Adamts4,-0.302876452,0.827968238,-0.476701777,0.636080283,0.999823494,-4.620031284,-0.473186283
Adamts5,-0.147786292,1.947761896,-0.073887614,0.942395647,0.999823494,-4.597563655,-0.072259183
Adamts6,-0.445933636,2.805304704,-1.169585435,0.242872213,0.999823494,-4.572380768,-1.167837762
Adamts7,0.132806685,1.826389631,0.550696842,0.581887906,0.999823494,-4.829696171,0.550629173
Adamts8,0.149103181,-0.591159528,0.318149528,0.750513933,0.999823494,-4.733203281,0.317961774
Adamts9,-0.042752782,3.667912045,-0.137385343,0.890732248,0.999823494,-4.969101036,-0.137377711
Adamtsl1,-0.243327074,2.845649899,-0.993643518,0.320547818,0.999823494,-4.648958375,-0.993332759
Adamtsl2,-0.271539342,4.566536682,-0.503906085,0.614342858,0.999823494,-4.961902195,-0.503884053
Adamtsl3,-0.524498901,1.431968681,-1.357725267,0.176850741,0.999823494,-4.551926029,-1.350515327
Adamtsl4,-0.041698978,4.1130777,-0.173642855,0.862154521,0.999823494,-4.956455271,-0.173632205
Adamtsl5,-0.171736632,3.896771214,-1.233971294,0.217237357,0.999823494,-4.625177841,-1.233907546
Adap1,-0.221595097,5.502752387,-0.903657413,0.36620493,0.999823494,-4.799442651,-0.903604923
Adap2,-0.093274258,2.818937381,-0.414034512,0.67888157,0.999823494,-4.86567284,-0.413989809
Adar,-0.019120557,8.112980415,-0.100057057,0.920300313,0.999823494,-5.165857855,-0.100055438
Adarb1,-0.009249241,6.255577138,-0.048936359,0.960976621,0.999823494,-4.843907814,-0.048928068
Adarb2,-0.03683903,2.172798604,-0.102397181,0.918466659,0.999823494,-4.785075788,-0.102365384
Adat1,0.086919649,7.657491451,0.643340617,0.5200058,0.999823494,-5.220025623,0.643336466
Adat2,-0.080188096,3.940885802,-0.334628435,0.737999746,0.999823494,-4.759400502,-0.334503373
Adat3,0.116078051,2.114685946,0.221574847,0.825539529,0.999823494,-4.630566244,0.220425832
Adck1,-0.206583717,3.135566359,-0.712367014,0.476679322,0.999823494,-4.664285129,-0.711653575
Adck2,-0.476183074,3.478230241,-0.939667008,0.349825686,0.999823494,-4.603721685,-0.934927457
Adck5,0.123098167,5.872584554,0.604803022,0.545429262,0.999823494,-4.745431528,0.604623389
Adcy1,-0.369213539,2.575422829,-0.67463203,0.499963576,0.999823494,-4.802757331,-0.674547063
Adcy10,0.01969458,4.515186366,0.080785206,0.935613495,0.999823494,-5.217520483,0.080784299
Adcy2,-0.053251437,6.759780623,-0.375349146,0.707410561,0.999823494,-5.018600754,-0.375336047
Adcy3,0.081378603,6.552603286,0.389856367,0.696644637,0.999823494,-5.289020627,0.389853829
Adcy4,-0.089030538,1.810831488,-0.272516829,0.78525278,0.999823494,-4.856222779,-0.272480244
Adcy5,0.008994656,7.511840071,0.097930281,0.921987998,0.999823494,-5.398770728,0.097929849
Adcy6,0.359853693,6.789832326,3.091164963,0.001994662,0.396914603,-2.498747894,3.091025908
Adcy7,-0.330528952,5.332713829,-1.05892817,0.289866687,0.999823494,-4.613145373,-1.058414116
Adcy8,-0.56727672,4.167678313,-1.211266703,0.225901461,0.999823494,-4.572676739,-1.210984197
Adcy9,0.171684058,4.938001303,1.161009334,0.245647496,0.999823494,-4.764685595,1.160986238
Adcyap1,-0.775453409,4.453444367,-1.138778652,0.254910388,0.999823494,-4.604659059,-1.138503286
Adcyap1r1,0.093066174,6.186636757,0.22614655,0.821092604,0.999823494,-5.061339977,0.22613991
Add1,0.000899309,9.065998266,0.007653011,0.99389398,0.999823494,-5.110485595,0.007652836
Add2,0.160821448,5.77807888,0.484053452,0.62838395,0.999823494,-4.859718963,0.484002704
Add3,-0.021632903,7.211213275,-0.160504898,0.872483912,0.999823494,-5.398008312,-0.160504202
Adgb,-0.504017079,2.762390235,-0.729539295,0.468633194,0.999823494,-4.613795589,-0.724704728
Adgra1,-0.220186867,4.419691582,-1.238366027,0.215597153,0.999823494,-4.649950082,-1.23832075
Adgra2,-0.616612239,4.98879516,-2.260292284,0.02385706,0.883463157,-3.949298472,-2.259423401
Adgra3,-0.160768675,5.401398109,-0.863159441,0.388077224,0.999823494,-4.816947046,-0.863109574
Adgrb1,-0.036221753,7.748806093,-0.165367051,0.868664953,0.999823494,-4.934454454,-0.165354515
Adgrb2,0.074613782,6.990424996,0.348929965,0.727148963,0.999823494,-5.060799376,0.348920542
Adgrb3,0.05483265,7.160648739,0.259535919,0.795224714,0.999823494,-5.170109097,0.259532105
Adgrd1,-0.809695188,1.918492136,-1.651664763,0.10065273,0.999823494,-4.503239482,-1.641697403
Adgrd2,0.578492951,0.336061453,1.125361991,0.260782457,0.999823494,-4.585734818,1.124543667
Adgre3,-2.373464518,-0.084269087,-2.137046671,0.034870781,0.975067917,-4.436425426,-2.109855768
Adgre5,-0.11580765,4.317827293,-0.463715083,0.642863351,0.999823494,-4.998641023,-0.463699088
Adgrf1,-2.827252964,-0.465375995,-1.414831764,0.1708956,0.999823494,-4.581607012,-1.369331743
Adgrf5,-0.077180356,4.318764001,-0.310106608,0.756483471,0.999823494,-5.1476129,-0.310101896
Adgrg1,-0.057322038,6.332253613,-0.27980222,0.779632568,0.999823494,-5.158298874,-0.279797893
Adgrg2,0.116395629,1.424036054,0.088640764,0.929498546,0.999823494,-4.672182468,0.088475765
Adgrg3,-0.027593785,-0.461683386,-0.073036013,0.941833139,0.999823494,-4.709589502,-0.072966043
Adgrg6,-0.384891496,3.336920023,-1.495518276,0.13489111,0.999823494,-4.419164597,-1.495089406
Adgrl1,0.073332674,8.249540143,0.883613223,0.376909714,0.999823494,-5.040501314,0.883604565
