,logFC,AveExpr,t,P.Value,adj.P.Val,B,z.std
Cdca5,1.036744458,0.870743513,5.263524297,1.90E-07,0.003251046,-2.176578062,5.208888492
Plau,1.262303541,1.68874402,4.956249325,8.27E-07,0.007079323,-1.890686853,4.928800042
Dnajc4,0.687266076,4.024977118,4.781531963,1.77E-06,0.010089316,-0.628284952,4.778200367
C1qa,0.535434825,4.686964787,4.469224046,7.90E-06,0.016903029,-0.647117792,4.4678263
Fam151a,0.970477624,2.174202076,4.4837804,7.81E-06,0.016903029,-1.897874013,4.470383235
Ptk2b,-0.550204141,5.478058895,-4.60975919,4.05E-06,0.016903029,-0.209815328,-4.609015293
Sf3a2,-0.279530209,5.56002738,-4.498837905,6.86E-06,0.016903029,-0.372670865,-4.498114376
Tyrobp,0.938379729,3.258637068,4.531161108,6.03E-06,0.016903029,-1.306642552,4.525195003
Adra2c,1.283348644,1.694679962,4.467295668,9.39E-06,0.017851835,-2.795670324,4.430796511
Vtn,0.782768527,2.643493527,4.407334669,1.09E-05,0.018568643,-1.649174823,4.399489023
Ccdc177,0.692448374,2.445109739,4.352063308,1.41E-05,0.020409692,-1.849549441,4.342495361
Chchd10,0.351664285,5.549170766,4.312687111,1.62E-05,0.020409692,-0.642848021,4.311998047
Gja4,1.360588719,1.608832367,4.325251181,1.67E-05,0.020409692,-2.306274862,4.305020917
Nefm,1.010266813,7.667258385,4.333921194,1.47E-05,0.020409692,-0.525502444,4.333426973
Tk1,0.806221471,2.404314922,4.275622054,1.99E-05,0.022686611,-1.927038119,4.266173469
LOC113190950,0.77909823,2.151239774,4.239189665,2.35E-05,0.023667006,-2.036868283,4.22864087
Tmed3,0.45974669,5.561168792,4.234113671,2.30E-05,0.023667006,-0.7463807,4.233468199
Znf583,-0.39738526,3.907111522,-4.206712872,2.61E-05,0.024847944,-1.190026499,-4.204760628
Slc9a3r2,0.413874745,6.186289829,4.188887011,2.81E-05,0.025302155,-0.74717801,4.188405301
Eva1c,-0.612611032,3.544585587,-4.172936317,3.04E-05,0.025964928,-1.318588868,-4.170577524
Npc2,0.509370369,5.302292871,4.160439751,3.19E-05,0.025964928,-0.886553445,4.159729082
Mrpl52,0.271550257,5.594276163,4.113539349,3.91E-05,0.026736218,-0.901255893,4.112980467
Opn3,-0.431059558,4.911692869,-4.122914998,3.75E-05,0.026736218,-0.979812026,-4.122131421
Rpl7a,0.315507583,9.106985214,4.140146609,3.48E-05,0.026736218,-0.888707387,4.139524577
Wdr35,-0.292663066,5.886759141,-4.122322329,3.76E-05,0.026736218,-0.855784142,-4.121840452
Hcfc2,-0.276749188,5.549800496,-4.101640919,4.11E-05,0.027065379,-0.919268791,-4.101090454
Cuedc1,0.454560698,6.75907948,4.076593276,4.58E-05,0.02860325,-0.890553963,4.076190547
Fam126b,-0.643583139,5.10123088,-4.071755173,4.68E-05,0.02860325,-1.025216041,-4.071057711
Galt,0.466749552,4.07658852,4.056102352,5.03E-05,0.029664432,-1.349172282,4.05436866
Acot11,0.906364754,3.281754424,4.041809427,5.40E-05,0.030807903,-1.754697617,4.037569298
Qprt,1.32739861,3.372145038,4.026973252,5.75E-05,0.031763863,-1.747128608,4.022679109
Blvrb,0.499742156,4.907941521,4.009079966,6.12E-05,0.032720206,-1.183202253,4.008196199
Col24a1,-1.489397003,1.98431852,-3.999984089,6.56E-05,0.033034627,-2.235890873,-3.991585605
Senp7,-0.567030985,1.679267892,-4.009121831,6.49E-05,0.033034627,-2.637762958,-3.994194601
LOC113175409,2.206266232,5.72455986,3.956749034,7.65E-05,0.036375744,-1.398955221,3.955038465
Mdn1,-0.349138738,6.714760627,-3.957949541,7.57E-05,0.036375744,-1.063112021,-3.957587466
Tcn2,0.660833402,4.594123668,3.948120459,8.02E-05,0.037085561,-2.337040081,3.943853495
Grhpr,0.62341814,5.25525009,3.930922141,8.49E-05,0.038212632,-1.222518611,3.930264543
Pcbp2,-0.459458094,2.663811892,-3.928128911,8.73E-05,0.038292615,-1.985419705,-3.923511244
Tcerg1,-0.270323791,6.087141062,-3.914781025,9.06E-05,0.038775763,-1.14798043,-3.914385758
CUNH1orf53,0.372533429,3.796325177,3.908686357,9.35E-05,0.039039753,-1.603194647,3.906783265
Sgsh,0.610139062,4.122782308,3.900821558,9.65E-05,0.03930761,-1.520085677,3.899298795
Cxcl12,0.747377318,4.386220035,3.85681706,0.000117221,0.040596535,-2.481513679,3.851866108
Fem1c,-0.563719975,5.612643658,-3.864184543,0.000111662,0.040596535,-1.24809657,-3.863745583
Fuca1,0.407042577,5.243119752,3.8772378,0.000105907,0.040596535,-1.285990216,3.876644443
LOC113177141,-0.385686175,7.093347367,-3.867644459,0.000110046,0.040596535,-1.199039634,-3.867302678
Ndufb11,0.48148276,3.993842305,3.861511988,0.000113416,0.040596535,-1.595998876,3.859938022
Pttg1,0.670231826,3.38822324,3.874796945,0.000107953,0.040596535,-1.801950337,3.871985101
Rcan3,0.319961633,6.987759209,3.850509118,0.000118034,0.040596535,-1.223526652,3.850174772
Tspo,0.508369376,5.127966328,3.849599653,0.000118613,0.040596535,-1.33963581,3.848974931
Plekhn1,-0.71217354,1.99131217,-3.838334587,0.000127375,0.04274054,-2.292666839,-3.831479572
Abhd1,0.339682595,4.427214453,3.801156512,0.000144638,0.045934308,-1.557229576,3.800098654
Bsg,0.351879711,8.904262308,3.80052961,0.000144946,0.045934308,-1.801502623,3.799573163
Mgll,0.488603387,4.119026876,3.803662102,0.000143461,0.045934308,-1.67202404,3.802123031
Asb2,1.116245275,1.104295029,3.788331747,0.000163304,0.048183069,-2.823987811,3.76991401
Ccsap,-0.637886023,3.814588884,-3.778539181,0.000158626,0.048183069,-1.676091174,-3.777161507
Mogat2,0.844526888,0.660547338,3.794544742,0.000160757,0.048183069,-2.896706639,3.77383543
Thrap3,-0.28511216,7.765257192,-3.776785397,0.000159315,0.048183069,-1.744684513,-3.776081623
Ankrd28,-0.429090731,6.455626595,-3.740865379,0.000183617,0.051017462,-1.392215903,-3.740551217
Eif4ebp2,-0.51742499,2.865094178,-3.74460504,0.000183332,0.051017462,-2.115135027,-3.740942299
Kif23,1.413629366,-0.897175813,3.817615703,0.000177945,0.051017462,-3.437591438,3.748430526
Kmt2e,-0.297633809,7.823001476,-3.73923596,0.000184835,0.051017462,-1.407546746,-3.738889323
Celf1,-0.360373517,6.684812861,-3.710956942,0.000206723,0.054227645,-1.434851834,-3.71065577
Coa4,0.701279421,3.326518971,3.715215146,0.000205227,0.054227645,-2.008292953,3.712493838
LOC113197488,0.657910445,2.706040656,3.703401402,0.000216566,0.054227645,-2.248587734,3.698864394
Slc37a4,0.60018424,3.736038886,3.707174996,0.000211166,0.054227645,-1.886063459,3.705269604
Smdt1,0.361234703,6.665450864,3.706766963,0.000210173,0.054227645,-1.442016615,3.706463879
Trib2,0.84927188,5.520453758,3.696970153,0.000218647,0.054227645,-1.541075427,3.696436306
Zfp956,-0.614762133,4.736472821,-3.698219876,0.000217702,0.054227645,-1.600025196,-3.69753635
LOC113191698,0.922138477,0.450960625,3.711800334,0.000225867,0.055217969,-3.034851301,3.688176724
Fbxo30,-0.496356176,4.780881252,-3.668631916,0.000244434,0.05751198,-1.621854775,-3.668021697
Tas1r2,2.221980679,0.744028559,3.712128561,0.000238756,0.05751198,-3.284637886,3.67402845
Tmem141,0.422521068,4.345495243,3.668088247,0.000245332,0.05751198,-1.741090901,3.667083743
H2ab1,1.082563165,0.947195867,3.661273557,0.000268561,0.061813027,-2.928039042,3.643877918
Prx,-0.594732199,2.772553498,-3.644883657,0.000270904,0.061813027,-2.192513444,-3.64164277
Cavin3,0.484718119,4.661112628,3.638605851,0.000274941,0.061908661,-1.715876147,3.637833946
Rab42,1.043589593,-0.922630962,3.686670948,0.000284082,0.062374618,-3.46977797,3.629398667
Slamf8,0.903218077,0.620924673,3.649028807,0.0002843,0.062374618,-3.013078544,3.629201133
Calcoco1,-0.281639674,7.333348836,-3.619652383,0.000295329,0.063423708,-1.577055299,-3.619362881
Pld4,0.776492194,2.291589054,3.648195945,0.000296494,0.063423708,-3.501758791,3.61834438
Crhr2,1.204182002,2.781573764,3.625083531,0.000303311,0.063607176,-3.035543833,3.612455383
Nes,-1.170946146,6.474177289,-3.614362694,0.000304785,0.063607176,-2.705207489,-3.61119859
Naa38,0.376667625,5.336258753,3.592798399,0.000327697,0.066462723,-1.675754529,3.592359927
Pnpla6,0.265631609,7.178868385,3.590714974,0.000330119,0.066462723,-1.618181449,3.590440731
Rab3gap2,-0.540108337,6.866156586,-3.593975249,0.000326016,0.066462723,-1.613440417,-3.593699116
Akap13,-0.39035643,5.360273536,-3.5473952,0.000389657,0.067211614,-1.737330882,-3.546991622
Clcf1,-0.780923408,2.666458478,-3.550405523,0.000389395,0.067211614,-2.313102631,-3.547168753
Crabp1,1.196715148,5.175791911,3.553492316,0.000381093,0.067211614,-1.794880773,3.552842178
Eci2,0.606911468,5.072352506,3.537922016,0.000404203,0.067211614,-1.847142707,3.537324291
Fbxl8,0.902092118,0.499196681,3.568814824,0.000386112,0.067211614,-3.079344206,3.549398547
Gabrd,1.588532144,1.730139046,3.552016251,0.000405158,0.067211614,-3.027890621,3.536701114
Krt222,0.532119162,3.970891256,3.542960869,0.000397852,0.067211614,-2.033764544,3.541504829
Lims2,0.787115557,4.760994213,3.581101705,0.000362504,0.067211614,-3.368333302,3.565976666
LOC113188694,-0.762869733,1.653474632,-3.582586269,0.000351838,0.067211614,-2.772218937,-3.573799626
Mansc1,0.470812876,4.307637889,3.564620141,0.000365722,0.067211614,-1.88418074,3.563658067
Naa50,-0.392777602,4.494585263,-3.547122133,0.000390536,0.067211614,-1.847469479,-3.546398022
Pi4k2b,-0.548887558,3.020457765,-3.549805298,0.000389197,0.067211614,-2.21871894,-3.547302595
Pkn3,0.539467153,2.944664304,3.557576379,0.000378987,0.067211614,-2.304721831,3.55429947
Slc23a2,-0.552255916,5.509401352,-3.575056223,0.000350663,0.067211614,-1.684889994,-3.574675112
Snrpa,-0.304677458,4.720964807,-3.576597822,0.000348891,0.067211614,-1.761145101,-3.576000348
Sod1,0.301439045,8.223281993,3.555878881,0.000377179,0.067211614,-1.692546155,3.555557222
Tcf20,-0.269723484,7.271040512,-3.565918478,0.000362962,0.067211614,-1.657523679,-3.565645153
Zbtb16,-0.950828841,6.955001718,-3.534831282,0.000408462,0.067211614,-1.708104566,-3.534555358
Znf783,-0.430683612,3.893493119,-3.54295564,0.0003974,0.067211614,-1.971874186,-3.54180413
Plbd2,0.329029789,7.416244366,3.526273242,0.000421873,0.068146629,-1.71839605,3.526009055
Pycard,1.320384786,1.591801947,3.536957579,0.000422108,0.068146629,-2.825009729,3.525860972
Nenf,0.319486273,6.07201155,3.513071381,0.000443453,0.070538709,-1.750599932,3.512774947
Phlda3,0.708833107,2.902441634,3.517752992,0.000445169,0.070538709,-2.738888067,3.511748415
Fam217a,-0.928109543,1.897892277,-3.500381513,0.0004794,0.073249818,-2.866946118,-3.492009925
LOC113179654,-0.500732297,2.976088036,-3.495908212,0.000476705,0.073249818,-2.276817433,-3.493515644
LOC113182572,-0.769617338,0.688868135,-3.505833804,0.000479358,0.073249818,-3.010853737,-3.492033836
Mfsd1,0.561070549,5.354722991,3.497382999,0.000470617,0.073249818,-1.823637082,3.496946123
Brd4,-0.331291712,7.15712122,-3.484384056,0.000493738,0.074772949,-1.781650327,-3.484130719
LOC113176386,-0.853366463,2.266169548,-3.484022967,0.000502087,0.07483569,-2.521148997,-3.479640541
LOC113182788,-0.487772763,3.756732898,-3.480505022,0.000502899,0.07483569,-2.096820005,-3.47920771
Josd2,0.466228326,5.066487337,3.472855192,0.000516178,0.076149621,-2.012934762,3.47221742
Znf304,-0.45272921,4.907602034,-3.470081415,0.000521217,0.076235821,-1.883533546,-3.46960862
LOC113195985,0.802187359,4.808720306,3.457750964,0.000546198,0.078212136,-1.975537859,3.457013411
Tm7sf3,0.428516861,5.491739707,3.455634062,0.000549798,0.078212136,-1.875102725,3.455242327
Tmem132a,0.521577208,7.200994357,3.459728514,0.000541218,0.078212136,-1.819716356,3.459480685
Tnrc6a,-0.281741557,7.516595053,-3.45393019,0.00055301,0.078212136,-1.832348805,-3.453671532
Cnpy3,0.320028956,6.241141088,3.445725644,0.000570096,0.078677861,-1.848975585,3.445456313
Gpatch2l,-0.456075575,5.147883857,-3.446382828,0.00056902,0.078677861,-1.900792812,-3.445967045
Mapk8,-0.460564511,5.010962829,-3.449282086,0.00056301,0.078677861,-1.907130811,-3.448835061
LOC113181882,0.736333376,0.977884114,3.45298764,0.000581628,0.079627168,-3.01834116,3.440040208
Crebrf,-0.386474705,6.578379879,-3.435561511,0.000591861,0.079752166,-1.857566605,-3.435316814
LOC113179406,0.563223897,3.127759227,3.439869553,0.000587508,0.079752166,-2.367399517,3.437316715
Apopt1,0.274254773,5.696051559,3.428705215,0.000607184,0.08117772,-1.893799999,3.428384656
LOC113179611,1.651103631,-1.41501322,3.519823281,0.000616397,0.08177059,-3.85833687,3.424294758
Lamtor2,0.35070206,5.37901443,3.421150519,0.000624436,0.081890187,-1.92533072,3.420772162
Misp3,0.66963329,1.852331552,3.426930246,0.000626869,0.081890187,-2.794431285,3.419714317
LOC113175279,-1.025764698,0.802413223,-3.428205143,0.000634364,0.082241408,-3.010110545,-3.416479802
Arid5b,-0.531140058,5.585899564,-3.410027251,0.000650515,0.082787919,-2.01809001,-3.409628224
CUNH16orf89,1.009954529,2.603363957,3.416205105,0.000644931,0.082787919,-2.566821298,3.411979055
Med13l,-0.370899838,6.380561799,-3.406779621,0.00065793,0.082787919,-1.9036787,-3.406535452
Ptch1,-0.469444973,6.096177521,-3.408342401,0.000654216,0.082787919,-1.907176161,-3.408080608
LOC113199234,2.126564564,0.847656075,3.425460806,0.00066304,0.082821936,-3.177853052,3.40442292
Fam135a,-0.375037364,5.753564112,-3.398286153,0.000678822,0.083573258,-1.933978828,-3.397992781
Hcls1,0.529381798,2.462064833,3.402919767,0.000676907,0.083573258,-2.600388059,3.398765463
B2m,0.357625814,8.857593792,3.393797836,0.000690132,0.084358744,-1.952874371,3.393469781
Sema3g,0.677558,3.969940942,3.383902558,0.000717748,0.087112264,-2.201365767,3.38270822
Coch,-0.864979365,3.220414044,-3.378165495,0.000734102,0.088050614,-2.304830206,-3.376515818
Col6a5,-1.109862181,0.904730313,-3.442526593,0.000737413,0.088050614,-3.962549641,-3.375277362
Ick,-0.388057926,4.576191733,-3.374556287,0.000740916,0.088050614,-2.067608694,-3.373973283
Kcnh6,0.469008794,3.936921441,3.362468718,0.000776123,0.090352292,-2.285055119,3.361172758
Mien1,0.392476368,5.537507006,3.363360768,0.000770935,0.090352292,-2.001999961,3.363024584
Neil3,1.515487547,1.221269608,3.376796948,0.000770765,0.090352292,-3.084071367,3.363085556
Cblb,-0.455338032,4.856136243,-3.358426993,0.00078533,0.090806475,-2.10158837,-3.357914026
Smad5,-0.358788329,4.993152938,-3.354154803,0.000797364,0.091579127,-2.055463574,-3.353708211
Chml,-0.470424452,4.113796215,-3.345347882,0.000824236,0.09219053,-2.180212735,-3.344524994
Hipk2,-0.30670509,7.312429405,-3.34495907,0.000823622,0.09219053,-1.997201772,-3.344731737
Klf5,-0.523115339,4.960736762,-3.348556118,0.000813535,0.09219053,-2.050990366,-3.348148135
Larp4,-0.407399008,4.475810633,-3.347091758,0.000818466,0.09219053,-2.120443182,-3.346473047
Ier5,0.797354618,4.378313317,3.338465096,0.000845155,0.092712431,-2.195485849,3.337566449
L3hypdh,0.474686896,3.585833775,3.339724541,0.000843569,0.092712431,-2.362484204,3.338088401
LOC113188791,1.081712575,1.160361891,3.352093427,0.000837606,0.092712431,-3.073570589,3.340058988
Spart,0.396233255,5.807471337,3.335881898,0.000851201,0.092780898,-2.032659809,3.335585123
Wdr83os,0.422174687,5.703228324,3.329231391,0.000871795,0.094424174,-2.043650188,3.328932753
LOC113177587,-1.529777944,-0.839254317,-3.355992138,0.000896173,0.096211265,-3.523279861,-3.321243685
Sh3glb2,0.260311279,8.176496633,3.318716734,0.000905161,0.096211265,-2.049099817,3.318457603
Zbtb37,-0.636682906,3.246836713,-3.321511893,0.000901173,0.096211265,-2.423223058,-3.319690621
Mamld1,-0.910292294,3.456557431,-3.31677009,0.000915179,0.096675647,-2.341825187,-3.315382273
Bckdha,0.317966221,6.333265776,3.311034086,0.000930297,0.097074221,-2.053293825,3.310799923
Ggh,0.335014582,4.558841981,3.31249698,0.000926788,0.097074221,-2.176338573,3.311857261
Ccnyl1,-0.467528333,3.273820037,-3.294528185,0.000991762,0.097995364,-2.438572014,-3.292853447
Cfap97,-0.357832615,3.343562966,-3.298359408,0.000978085,0.097995364,-2.421422396,-3.296755915
Chic1,-0.396690121,4.385604003,-3.296166601,0.000982395,0.097995364,-2.205723534,-3.295520536
Ctsz,0.672575658,4.286034874,3.300885688,0.000966675,0.097995364,-2.239198009,3.300050189
Eepd1,-0.491061197,4.296241783,-3.290619685,0.001010184,0.097995364,-2.882186204,-3.287675021
Fabp3,0.590893728,5.513496248,3.296891001,0.000980198,0.097995364,-2.421254879,3.296149548
Gabrb1,-0.565199593,5.954948233,-3.300470161,0.000966071,0.097995364,-2.073872346,-3.300225645
Glcci1,-0.383441993,5.42773563,-3.305287761,0.000949852,0.097995364,-2.087989324,-3.304974077
Ndufa7,0.432298248,6.035845167,3.294019024,0.000988558,0.097995364,-2.096659466,3.293763118
Nsd3,-0.280376332,6.497163589,-3.292876499,0.000992456,0.097995364,-2.078649333,-3.292656698
Sf1,-0.256278822,8.118184302,-3.287496495,0.001011743,0.097995364,-2.097163528,-3.287240767
Tmem61,1.226714743,0.532435346,3.306884734,0.001002865,0.097995364,-3.257737189,3.289721877
Twistnb,-0.304980481,4.105599721,-3.28753505,0.001013567,0.097995364,-2.262038627,-3.286733395
Fdps,0.318422638,5.641497673,3.281207933,0.0010347,0.09923124,-2.11731393,3.280917459
Phf2,-0.225413203,6.697982893,-3.279946995,0.001039047,0.09923124,-2.09719311,-3.279734781
Wdr91,-0.478037441,5.796617234,-3.278714959,0.001043746,0.09923124,-2.1110971,-3.278461536
LOC113177192,-0.331006045,5.059469737,-3.274115421,0.001061371,0.099798037,-2.159215678,-3.273732315
Sfmbt2,-0.510426759,5.454153391,-3.274643456,0.001059071,0.099798037,-2.131234295,-3.274345316
Znf467,0.361732333,4.310997165,3.272191361,0.001070134,0.100072182,-2.276303414,3.271407906
Fzd10,0.911608724,1.870667536,3.276226349,0.001077278,0.100192708,-2.928634425,3.269526099
Stard13,-0.431379915,5.077632486,-3.266780474,0.001089199,0.100753868,-2.16607887,-3.266411315
Actrt3,0.553278061,1.564956143,3.268715796,0.001108178,0.101958339,-2.977945391,3.261516954
Psmb8,0.745141049,3.143014656,3.273899565,0.001120605,0.1025503,-3.526445978,3.258354163
Bptf,-0.196207025,7.475852113,-3.252704004,0.001143991,0.103126336,-2.141310813,-3.252488757
Tchp,-0.283144369,4.513616239,-3.252806416,0.001144978,0.103126336,-2.247516584,-3.252243781
Ttyh2,0.882158258,4.84440056,3.254838777,0.001137056,0.103126336,-2.249651221,3.254216568
Ciao2b,0.288366216,5.601141403,3.248389703,0.001161788,0.103550421,-2.169151017,3.248099059
Spag7,0.347453804,5.974517844,3.249650494,0.001156479,0.103550421,-2.154795918,3.249402127
Ccr10,0.609634081,2.305628396,3.228960958,0.001260716,0.111661126,-2.81905181,3.224775171
LOC113176837,1.702144456,-0.983710042,3.271361702,0.001265836,0.111661126,-3.667099156,3.223614592
Pdpk1,-0.472942581,5.565219056,-3.221709812,0.001275517,0.11193809,-2.208362678,-3.221431992
Atraid,0.33888452,6.170489766,3.217059272,0.001296143,0.112147849,-2.200728233,3.216832446
Camkk2,-0.541840253,4.66258814,-3.215524499,0.001304121,0.112147849,-2.270812525,-3.215071367
Fli1,0.778515759,3.04236802,3.231238193,0.001300843,0.112147849,-3.556228874,3.215793611
Usp37,-0.470524221,4.25909146,-3.218850763,0.001290008,0.112147849,-2.324643889,-3.218193436
Flrt1,-0.554637247,3.413760165,-3.214947489,0.001313855,0.112420034,-2.679426381,-3.212936059
LOC113200062,0.344551902,5.74794825,3.208748443,0.001334349,0.113605503,-2.222715467,3.208488056
Ehbp1l1,0.515090025,5.884002465,3.205645508,0.001351146,0.113902282,-2.601834917,3.204888926
Krtcap2,0.306007094,5.027385829,3.206259633,0.001346539,0.113902282,-2.264112751,3.205871931
Borcs5,0.341151609,4.267907373,3.203125574,0.001362749,0.114317298,-2.356917912,3.202426799
LOC113182646,-0.877232428,3.298384646,-3.200184218,0.00138021,0.114612513,-2.516135916,-3.198758
Naa25,-0.352554366,4.912874466,-3.197873494,0.001386361,0.114612513,-2.281775178,-3.197475751
Nol3,0.733909137,3.229478719,3.201852608,0.001374969,0.114612513,-2.604116757,3.19985471
Asah1,0.273236234,4.833229751,3.192335204,0.001413496,0.115737578,-2.305395571,3.191880947
Kmt2a,-0.3979933,7.679050984,-3.192426225,0.001411881,0.115737578,-2.236911672,-3.19221115
Fdxr,0.401761755,4.331943556,3.190019528,0.001425928,0.115998388,-2.367766576,3.189350644
Rcsd1,-0.341512081,3.716276011,-3.189544983,0.001430238,0.115998388,-2.468972731,-3.188478222
LOC113176240,-0.702648008,0.250902708,-3.200295863,0.001451472,0.11716526,-3.374129294,-3.184214985
Tmem203,0.356741029,4.820549977,3.181806378,0.001467044,0.117866347,-2.477427925,3.18112474
Inafm1,0.417511798,4.621849463,3.178151712,0.001484842,0.118186553,-2.345180538,3.177629729
Taldo1,0.261200558,7.249280123,3.17911548,0.00147825,0.118186553,-2.253984413,3.178919745
Ash1l,-0.222427721,8.175743372,-3.176139472,0.001493695,0.118340733,-2.267354045,-3.175905744
Tnrc6c,-0.413841642,6.241953792,-3.173002726,0.001509795,0.119065064,-2.266611261,-3.172794242
Atf5,-0.375110555,5.434580051,-3.1709179,0.001520985,0.119397286,-2.285318894,-3.170649674
Lrpap1,0.287069958,8.311910051,3.167978106,0.001536282,0.120047489,-2.281411311,3.167741155
Ca9,1.225824687,0.628465505,3.168830479,0.001618185,0.120368382,-3.37239102,3.152608893
Dhps,0.295868045,6.260719162,3.146877628,0.001651401,0.120368382,-2.306916095,3.146671998
E4f1,-0.276068653,4.919465717,-3.146767178,0.001652929,0.120368382,-2.350951136,-3.146401591
Emsy,-0.443848054,4.683980299,-3.156729132,0.00159789,0.120368382,-2.356460237,-3.156291606
Exoc5,-0.254073567,5.727000514,-3.154483848,0.00160915,0.120368382,-2.303692123,-3.154243128
G0s2,1.005088014,1.692256288,3.164242515,0.001590836,0.120368382,-3.050488761,3.157581873
Kazald1,1.507663477,3.287114415,3.157403568,0.001605991,0.120368382,-2.711312525,3.154816554
LOC113190840,0.903976771,2.415173162,3.155646098,0.001624495,0.120368382,-2.897022063,3.151472432
LOC113191952,-0.800323819,2.787862663,-3.154704118,0.001618435,0.120368382,-2.694566632,-3.1525638
Mrpl13,0.366795851,4.284141709,3.165681991,0.001550869,0.120368382,-2.410088978,3.164992669
Osbpl8,-0.285146629,6.277405145,-3.15742597,0.00159279,0.120368382,-2.289778053,-3.157223968
Pcbd2,0.568614636,4.593300809,3.150153052,0.001634958,0.120368382,-2.394585678,3.149596996
Rinl,0.961407236,0.535051761,3.174972238,0.001571285,0.120368382,-3.313239852,3.161185304
S1pr2,0.559775084,2.345983767,3.152742483,0.001638552,0.120368382,-2.87909504,3.148955379
Selenon,0.426782728,4.879721717,3.148324135,0.001644633,0.120368382,-2.370243513,3.147872667
Smim30,0.381902969,5.098148048,3.159323173,0.001583302,0.120368382,-2.327234945,3.158965627
Tmem215,-1.026595697,3.354116727,-3.144135606,0.001672599,0.121284673,-2.545990577,-3.142940426
Cope,0.35585569,6.993531004,3.138302843,0.001700373,0.121960482,-2.316886284,3.138116417
LOC113198271,0.476727554,6.291442264,3.140207868,0.001689471,0.121960482,-2.317505794,3.140001346
Pck2,0.371286327,4.870434053,3.138460542,0.001703299,0.121960482,-2.630069804,3.137612498
Gamt,0.507349907,4.28427842,3.131692745,0.001742121,0.123705058,-2.459434145,3.13100008
Kcne5,-0.774482745,2.379541799,-3.136723359,0.001735076,0.123705058,-3.050829775,-3.132189959
Atp5f1e,0.253131276,6.879137381,3.126016371,0.001773026,0.125379312,-2.335900635,3.125832351
Chfr,-0.30989805,4.943812221,-3.123395274,0.00178991,0.125535755,-2.382757225,-3.123044034
Mfng,2.017397696,3.772518473,3.126117546,0.001784217,0.125535755,-2.657621065,3.123981479
St3gal6,0.678855451,4.089354481,3.122203199,0.001800543,0.125766103,-2.51922586,3.121300309
LOC113190712,-0.756673451,1.264428557,-3.126525833,0.001808226,0.125789339,-3.104420758,-3.12004627
Afap1l2,0.471408564,3.374326736,3.1184545,0.00182775,0.125923308,-2.658829945,3.11688155
Evc,0.458422189,4.86436697,3.116562804,0.001832227,0.125923308,-2.405042554,3.116160182
Mxra8,0.724210061,4.955872541,3.117990644,0.001823486,0.125923308,-2.405236689,3.117570038
Prdx1,0.329757093,7.439209271,3.113893981,0.001847542,0.126467965,-2.35607282,3.113704813
Gatad2b,-0.270291886,5.666081552,-3.111744823,0.001861351,0.126570063,-2.370020956,-3.111506937
Prrt3,0.553692348,4.224549153,3.111889651,0.001863826,0.126570063,-2.508554137,3.111114573
Akr1a1,0.339994466,7.102129154,3.110021033,0.001871894,0.126615489,-2.360933634,3.109838944
Palm3,0.643852485,2.064077823,3.109011904,0.001905002,0.127873425,-2.977682369,3.104656367
Spon2,1.139050011,2.272321348,3.109610866,0.001905436,0.127873425,-3.003718575,3.104589015
Aebp2,-0.210450859,6.043592238,-3.099515394,0.001940508,0.129247531,-2.510153409,-3.099189558
Cdkl5,-0.542470749,4.285512278,-3.097368976,0.001963674,0.129247531,-2.890947309,-3.095672028
Helz,-0.443029162,5.564046056,-3.098533371,0.00195446,0.129247531,-2.950368937,-3.097066492
Mrps35,0.263872724,4.638410246,3.096655807,0.001960342,0.129247531,-2.458286862,3.096175608
Rnaseh2a,0.321119886,6.316898549,3.097484887,0.001952986,0.129247531,-2.382720255,3.097290164
Cxxc5,0.491169521,6.876971036,3.089962121,0.002004263,0.130912012,-2.583191462,3.089599934
Lrrc61,0.273579229,5.315633475,3.090040894,0.002003342,0.130912012,-2.420027058,3.089736449
Mapkbp1,-0.2746264,5.972848039,-3.08510008,0.00203624,0.132494981,-2.404476808,-3.084894996
Ankrd17,-0.276716883,7.575479431,-3.06757678,0.002159374,0.134524926,-2.428610042,-3.067389356
Atp10a,-0.41753354,4.85288562,-3.071151662,0.002134908,0.134524926,-2.464703106,-3.070793391
Atxn3,-0.315876791,4.25622667,-3.07397339,0.002116496,0.134524926,-2.524698361,-3.073378846
Dbp,0.529786964,5.984231489,3.067349948,0.002161238,0.134524926,-2.434258659,3.067131393
Fkbpl,0.421350225,4.232580745,3.081050425,0.002077607,0.134524926,-2.981939629,3.078908141
Kcnj11,0.648731286,4.014507501,3.073044511,0.00212552,0.134524926,-2.598755128,3.072109139
LOC113194804,0.374463616,4.938100166,3.071121333,0.002140095,0.134524926,-2.812158541,3.070068793
LOC113200503,0.353429805,6.811735627,3.070870419,0.002135617,0.134524926,-2.421807028,3.070694342
Marveld1,0.548676406,5.212434557,3.067386704,0.002161769,0.134524926,-2.459988821,3.067057994
Psenen,0.388872894,5.090579019,3.074518514,0.002110784,0.134524926,-2.451092111,3.074185127
Uhrf2,-0.328114864,6.312950828,-3.073128019,0.00211959,0.134524926,-2.419681742,-3.072942965
Znf280b,-0.42500021,4.301366991,-3.074856285,0.002110071,0.134524926,-2.516412543,-3.074285976
LOC113178621,-1.211203214,1.702088648,-3.065822348,0.00222726,0.137599619,-3.30682247,-3.058125918
