,logFC,AveExpr,t,P.Value,adj.P.Val,B,z.std
Akap11,-0.170990056,7.831640728,-0.842957979,0.399539329,0.932291622,-4.755565877,-0.842444257
Sbk1,0.233740826,5.13683051,0.843564967,0.399575477,0.932291622,-4.693514489,0.842379656
Scara3,0.17112585,5.659542576,0.842238117,0.399709205,0.932291622,-4.934385105,0.842140694
Smim27,0.199184342,2.933929293,0.843157994,0.399665658,0.932291622,-4.704028483,0.842218505
Tmtc4,0.190102893,6.425124534,0.842168436,0.399698301,0.932291622,-5.326972238,0.842160177
Ablim2,0.08724303,7.206851036,0.840669942,0.400543049,0.932329556,-5.191170523,0.840651768
Arid4b,-0.113513199,7.042689864,-0.840718812,0.400588184,0.932329556,-4.885436551,-0.840571227
Cep83,-0.197076476,4.754871925,-0.842248064,0.400185653,0.932329556,-4.706484911,-0.841289712
Chmp1a,0.0679867,7.583808481,0.840549656,0.400606466,0.932329556,-5.27496656,0.840538604
Cntnap4,-0.33473559,5.060879155,-0.846315455,0.399851678,0.932329556,-4.633444025,-0.84188616
Foxf1,1.323357506,-0.871184555,0.873903086,0.400070455,0.932329556,-4.596723421,0.841495411
Hecw2,-0.118886146,4.40381478,-0.840613269,0.400578645,0.932329556,-5.117658588,-0.840588247
LOC113179961,0.225487369,2.649631811,0.840670709,0.400594812,0.932329556,-4.894980317,0.840559399
Man1c1,-0.210144288,4.533084207,-0.841730179,0.400083245,0.932329556,-4.815196603,-0.841472572
Mlf1,0.16289417,5.435739476,0.840985977,0.40052375,0.932329556,-4.804518749,0.840686206
Mmp13,0.541840988,1.03260447,0.841843385,0.400048086,0.932329556,-4.785988257,0.841535358
Nek3,0.226324285,2.975164863,0.840890353,0.400588088,0.932329556,-4.787246574,0.840571397
Proser2,0.376902384,2.301056827,0.841621278,0.400182208,0.932329556,-4.783209,0.841295863
Spns3,0.620278474,-0.774538255,0.852369534,0.400236869,0.932329556,-4.611822519,0.841198271
Spryd4,0.172413129,3.065864897,0.841864209,0.399920688,0.932329556,-4.908519265,0.84176289
Tbk1,-0.079784304,5.663756589,-0.841167161,0.400275223,0.932329556,-5.07111777,-0.841129799
Tmem88b,0.387582623,2.605127889,0.842536728,0.400651642,0.932329556,-4.661237772,0.840457998
Fam81a,-0.195203114,4.635780194,-0.84011431,0.400854559,0.932422967,-5.173496312,-0.840096007
Fbxo15,0.31310688,2.285876405,0.842162033,0.400863237,0.932422967,-4.661332352,0.840080528
Raly,0.123392645,7.162109902,0.840173094,0.400909729,0.932422967,-4.864880259,0.839997605
Sccpdh,0.10326957,6.931042904,0.840212893,0.400793408,0.932422967,-5.338550381,0.840205085
LOC113177150,0.282295308,-0.063249541,0.842641595,0.40114402,0.932515712,-4.646007224,0.839579817
Mtfp1,0.259954976,3.564720531,0.839699243,0.401167573,0.932515712,-4.858431149,0.839537825
Rhpn2,-0.147423617,4.782551177,-0.839599783,0.401149402,0.932515712,-5.099264419,-0.83957022
Syndig1,0.203137471,2.908620707,0.840246911,0.401021293,0.932515712,-4.756918067,0.839798645
Ankrd39,0.130202208,3.788305034,0.839188931,0.401387985,0.932521393,-5.026488194,0.839144932
Avpr1a,0.564322641,2.613986458,0.839499887,0.401278603,0.932521393,-4.855383124,0.839339893
Gjb2,0.390955234,3.391920953,0.840634482,0.401358934,0.932521393,-4.67991231,0.839196709
Rhoa,0.156398977,8.464852606,0.839620867,0.40137041,0.932521393,-4.767926503,0.839176254
Agap1,-0.117548738,7.430737128,-0.838805866,0.401645667,0.932646797,-4.910980299,-0.838685768
Aif1l,0.185348649,5.899322659,0.833593375,0.404694134,0.932646797,-4.799435328,0.833267052
Apaf1,-0.092341313,4.103483717,-0.828729934,0.407273389,0.932646797,-5.09880781,-0.828701407
Arnt2,-0.270271322,5.996640901,-0.836232554,0.403061485,0.932646797,-4.988756149,-0.836166068
Arsj,-0.594587003,0.705816544,-0.847982485,0.406112202,0.932646797,-4.604248887,-0.830754728
Atg16l2,-0.133255514,4.169841714,-0.836268843,0.403019173,0.932646797,-5.102461825,-0.836241292
Brinp3,-0.341691704,4.128321156,-0.834794618,0.403879686,0.932646797,-4.946697135,-0.834712351
Cadm1,-0.145477026,8.189852524,-0.831947938,0.40557732,0.932646797,-4.828192522,-0.831701736
Cct6a,-0.086545121,8.045263776,-0.832526726,0.405116873,0.932646797,-5.308719749,-0.832517556
Cdipt,0.192629748,6.921249248,0.833074396,0.404816237,0.932646797,-5.149006784,0.833050522
Ckap5,-0.156365197,7.514853933,-0.838214853,0.4020012,0.932646797,-4.874367654,-0.838052534
Clmp,0.261937415,2.590742419,0.836204812,0.403652029,0.932646797,-4.695969384,0.835116657
Cnih1,0.056534167,6.913652672,0.836949784,0.402625152,0.932646797,-5.341053388,0.836942034
Coq6,0.126811518,4.441320148,0.836798401,0.402827576,0.932646797,-4.835325683,0.836581984
Crip3,0.24311714,-0.715489078,0.829897698,0.407177989,0.932646797,-4.699833616,0.828869972
CUNH11orf52,0.698517615,1.305639211,0.835269713,0.405036085,0.932646797,-4.655361657,0.832660753
CUNH12orf49,0.062651685,5.692379632,0.830371834,0.406334355,0.932646797,-5.2881089,0.830361626
Cxadr,-0.196967332,4.219164646,-0.835084423,0.403685707,0.932646797,-5.102535719,-0.835056838
Ddr2,0.21531309,4.567051182,0.836700791,0.402825346,0.932646797,-4.907362209,0.836585949
Ddx52,-0.121857717,5.045384436,-0.832434901,0.405257341,0.932646797,-4.868207524,-0.832268616
Deup1,-0.443782023,2.669004802,-0.838621117,0.406182214,0.932646797,-4.618333019,-0.830630827
Dhx58,0.305040099,2.098756668,0.837609138,0.402347298,0.932646797,-4.843492905,0.837436426
Dmac2l,-0.084857837,5.13148089,-0.837483811,0.402344843,0.932646797,-5.046339983,-0.837440794
Dnajb4,-0.104821937,5.41507397,-0.828834694,0.407235929,0.932646797,-4.987642478,-0.828767594
Ebna1bp2,-0.126963871,5.469713828,-0.833520188,0.404624556,0.932646797,-4.899623205,-0.833390455
Eif4b,-0.063017889,8.214061187,-0.829801414,0.406656346,0.932646797,-5.306138722,-0.829792086
Erh,0.079839317,7.002067088,0.834378506,0.404073126,0.932646797,-5.303854055,0.834368919
Erich3,-0.183632343,6.276315392,-0.83495575,0.403908377,0.932646797,-4.809993009,-0.834661407
Fgd2,0.244788038,1.966638351,0.833934388,0.404434766,0.932646797,-4.824682407,0.83372713
Foxc2,1.019777716,0.884795598,0.859696951,0.405080713,0.932646797,-4.598590895,0.832581647
Gal3st3,0.144456676,3.847738066,0.831472827,0.405743855,0.932646797,-4.972410836,0.831406806
Gmpr2,0.12300816,7.304974086,0.829736801,0.406697861,0.932646797,-5.194999838,0.829718673
Gnl3l,-0.122387143,6.055023008,-0.837238746,0.402567664,0.932646797,-4.853082355,-0.837044306
Hkdc1,-0.146604791,4.050628754,-0.835856569,0.403252338,0.932646797,-5.08955614,-0.835826816
Hmgn2,0.127018311,8.25320912,0.830100917,0.406494412,0.932646797,-5.155960112,0.830078483
Hrh3,-0.308189593,4.340843522,-0.831370733,0.405869609,0.932646797,-4.849251213,-0.831184147
Hsf4,0.270568656,2.148082565,0.829252794,0.407060551,0.932646797,-4.843543074,0.829077506
Ipo8,-0.091661867,4.398391406,-0.830688401,0.406163128,0.932646797,-5.1294475,-0.830664603
Itgbl1,0.281710176,5.706504721,0.839169484,0.401497289,0.932646797,-4.838745325,0.838950141
Kif21b,-0.305391331,5.311645839,-0.830228623,0.406424249,0.932646797,-5.127431675,-0.830202593
Lamb4,0.766757096,0.527976119,0.839156171,0.40715537,0.932646797,-4.615115146,0.82890994
LOC113177646,0.207010202,4.149038753,0.832342092,0.405816061,0.932646797,-4.700227395,0.831278953
LOC113178174,-0.220813417,4.312952018,-0.830022146,0.406639725,0.932646797,-4.84407819,-0.82982148
LOC113178302,0.390170898,-0.636834626,0.831725566,0.406202464,0.932646797,-4.694612998,0.830594994
LOC113178981,0.095974673,7.497826966,0.836821283,0.402697576,0.932646797,-5.332410488,0.836813201
LOC113179047,-0.192288028,5.027203232,-0.829293341,0.407053359,0.932646797,-4.847195032,-0.829090218
LOC113183819,0.304207231,2.360071168,0.837125201,0.403764752,0.932646797,-4.660309274,0.834916451
LOC113187732,0.293058624,-0.086056438,0.83275158,0.405628199,0.932646797,-4.692700889,0.831611624
LOC113190212,-0.101125128,5.570344954,-0.835443809,0.403473915,0.932646797,-5.276048599,-0.835433073
LOC113190807,0.228804552,-0.1853818,0.829925875,0.407248086,0.932646797,-4.691319136,0.828746114
LOC113192414,-0.276213954,3.050791457,-0.829453589,0.406888566,0.932646797,-4.954258693,-0.8293815
LOC113192812,-0.36761372,0.990378425,-0.839747571,0.403420462,0.932646797,-4.634549059,-0.835528047
LOC113193870,0.347356579,-0.929739449,0.833722403,0.405169717,0.932646797,-4.686953545,0.832423898
LOC113194750,0.219510428,0.302201615,0.829981485,0.40697725,0.932646797,-4.717681946,0.829224736
LOC113201366,-0.240330812,3.044698163,-0.830388833,0.406469719,0.932646797,-4.806144882,-0.83012216
Lonrf1,-0.095675179,5.090587485,-0.833241258,0.404719425,0.932646797,-5.174790222,-0.8332222
Lrrc4,-0.192881146,5.132995361,-0.837280762,0.402491759,0.932646797,-4.926538079,-0.837179358
Lyve1,0.431604323,1.892023589,0.838242282,0.402015512,0.932646797,-4.821279318,0.83802705
Mmrn1,0.326496323,2.207826211,0.830023938,0.407079441,0.932646797,-4.70228443,0.829044122
Mrpl48,0.115332097,4.498893301,0.831473174,0.405718484,0.932646797,-5.148816438,0.831451734
Mrps22,-0.112528015,4.498170124,-0.838165367,0.401949388,0.932646797,-5.153070539,-0.838144793
Nod2,0.292982214,2.497183906,0.838467926,0.40183822,0.932646797,-4.880553263,0.838342772
Npb,0.272169038,2.423093499,0.830547972,0.406301214,0.932646797,-4.88100516,0.830420262
Nwd2,-0.244281346,3.200479813,-0.833530726,0.404581688,0.932646797,-4.969830179,-0.833466492
Olfml2a,-0.266871197,4.893876419,-0.835559648,0.40341087,0.932646797,-5.217329008,-0.83554509
Otx2,0.932517329,-0.987244089,0.834258535,0.40494309,0.932646797,-4.684885079,0.832825608
Oxt,0.458434965,5.281475791,0.828947428,0.407140141,0.932646797,-5.285450929,0.828936851
Parp14,0.160917266,4.530304652,0.831149434,0.405900553,0.932646797,-5.161104428,0.831129364
Pask,-0.141725058,5.015939233,-0.835486754,0.403532414,0.932646797,-4.873244588,-0.83532914
Pcolce2,0.247905113,2.647086909,0.838821774,0.401910393,0.932646797,-4.733084722,0.838214236
Pcyt2,0.089697021,5.799483504,0.833023807,0.404836775,0.932646797,-5.29741484,0.833014103
Pdcd7,-0.084069679,5.232272067,-0.830061434,0.406514919,0.932646797,-5.175770595,-0.83004221
Pgbd5,-0.102129766,5.497781034,-0.8300515,0.406515833,0.932646797,-5.274549629,-0.830040593
Pidd1,0.487588065,3.341679255,0.841166519,0.406376831,0.932646797,-4.61218071,0.830286478
Plcb3,0.186948182,4.599397812,0.839303197,0.401725971,0.932646797,-4.722879769,0.838542709
Pm20d1,0.187393123,4.164042042,0.82888892,0.407191421,0.932646797,-5.039465298,0.828846236
Pnrc2,0.08725538,7.224635703,0.836212627,0.403052286,0.932646797,-5.109725547,0.836182421
Polr1e,-0.135100189,4.824699245,-0.836327697,0.403057392,0.932646797,-4.874289652,-0.836173344
Ppif,-0.129185132,4.627763441,-0.829958409,0.40657812,0.932646797,-5.10919322,-0.829930428
Ppl,0.685817623,4.078787542,0.835878545,0.403771045,0.932646797,-4.708962888,0.834905275
Ppp2r5a,0.139987821,5.428744062,0.832743508,0.405070305,0.932646797,-4.887555138,0.832600095
Psma3,0.091518374,6.890826606,0.830084471,0.406495343,0.932646797,-5.346187211,0.830076836
Ptpro,-0.239803202,5.406280218,-0.835789952,0.404360868,0.932646797,-4.668269633,-0.833858247
R3hcc1l,-0.168889239,4.368825598,-0.828964839,0.407256812,0.932646797,-4.828416221,-0.828730696
Rbm41,-0.150745484,3.158641001,-0.82890168,0.407258795,0.932646797,-4.850128739,-0.828727192
Relb,-0.161780206,3.580704231,-0.837048064,0.402728905,0.932646797,-4.799793744,-0.836757475
Sde2,0.08345415,4.662694003,0.836157516,0.403076746,0.932646797,-5.173026479,0.836138937
Sec24b,-0.076225247,5.736292123,-0.836755756,0.402739025,0.932646797,-5.206048077,-0.836739476
Sfi1,-0.088125769,5.659401487,-0.83078119,0.406103118,0.932646797,-5.284396046,-0.830770805
Sh2d3c,0.245908573,4.471516591,0.831743431,0.405810676,0.932646797,-4.764592246,0.831288489
Six1,0.713335554,5.280710815,0.831158424,0.406363578,0.932646797,-4.720579051,0.830309924
Smim4,0.058089375,4.553997365,0.830405777,0.406320718,0.932646797,-5.161092082,0.830385754
Sp1,-0.187431153,4.805755668,-0.832738405,0.40501443,0.932646797,-5.058285393,-0.832699139
Spast,-0.060653004,6.354097078,-0.829551957,0.406796722,0.932646797,-5.334566925,-0.829543873
Tmc3,0.567012932,2.961135676,0.832337304,0.40527715,0.932646797,-4.909919816,0.832233515
Tmem184a,0.844717929,2.095072006,0.839961364,0.406780262,0.932646797,-4.614095297,0.829572974
Tmem44,-0.158070799,3.423990198,-0.838311906,0.401884891,0.932646797,-4.998700431,-0.838259653
Trem2,0.213158359,2.166580784,0.831591956,0.406314334,0.932646797,-4.689666872,0.830397048
Trhde,-0.191014919,4.75509228,-0.830761762,0.406343673,0.932646797,-4.773146973,-0.83034514
Trim37,-0.200864834,7.586227788,-0.834648004,0.403930246,0.932646797,-5.13702772,-0.834622578
Trmu,0.102269652,5.687448516,0.835360462,0.403523662,0.932646797,-5.211908475,0.83534469
Tut1,-0.217259044,5.837064162,-0.831697916,0.406212089,0.932646797,-4.700111276,-0.830577961
Ulk4,-0.167078466,4.208250531,-0.834002555,0.404473105,0.932646797,-4.788073386,-0.833659113
Vgll2,-0.629524899,-0.913867088,-0.8318486,0.406100033,0.932646797,-4.696514119,-0.830776265
Zbtb38,-0.081448482,6.870114036,-0.834539538,0.403994325,0.932646797,-5.107978962,-0.83450881
Zmym6,-0.108487744,5.361168534,-0.834002949,0.404311028,0.932646797,-5.01064436,-0.833946686
Zwint,0.286741558,1.285800223,0.834550246,0.4044198,0.932646797,-4.713800198,0.833753683
Grk5,-0.130359979,4.688529923,-0.828497184,0.407412055,0.932839509,-5.052242427,-0.82845644
Bud23,0.049585931,5.973024398,0.82817613,0.407575765,0.932839918,-5.317269907,0.828167291
Diras1,0.263106729,5.801371592,0.828212196,0.407563708,0.932839918,-5.14844677,0.828188585
LOC113175728,-0.284164257,-0.776634924,-0.829217905,0.407546725,0.932839918,-4.700655202,-0.828218577
Tmem176a,0.245313467,4.988328732,0.829492279,0.40766722,0.932924464,-4.683116195,0.828005791
Hif1a,-0.131596753,7.061789875,-0.827744202,0.407905792,0.9329315,-4.87978718,-0.827584601
LOC113200465,-0.133804219,2.951156339,-0.827701016,0.407883984,0.9329315,-4.943899262,-0.827623096
Pdk1,-0.158402183,5.942663223,-0.827412294,0.408055643,0.9329315,-4.947013752,-0.82732012
Phf12,-0.138159786,6.400736275,-0.827412034,0.408017861,0.9329315,-5.141075742,-0.827386798
St3gal4,0.130276568,4.729888443,0.827536764,0.407946746,0.9329315,-5.132559273,0.827512313
Taf1c,-0.102606701,5.060610025,-0.827519127,0.407950969,0.9329315,-5.22367271,-0.827504859
Tcea1,-0.075900066,6.309810278,-0.827272305,0.408106422,0.9329315,-5.061821713,-0.827230509
Tmem43,0.0863639,5.928762672,0.827383532,0.40802838,0.9329315,-5.221214456,0.827368233
Itgal,-0.263211512,1.392066635,-0.827567556,0.408180844,0.932976997,-4.752288714,-0.827099189
Znf408,-0.135569436,4.479687723,-0.826784054,0.408372015,0.933289303,-5.143364597,-0.826761924
Acr,0.254709192,0.673087727,0.825080141,0.409609812,0.933486286,-4.747700077,0.824580471
Camk1g,-0.265415072,4.397530328,-0.826751893,0.408584062,0.933486286,-4.783593431,-0.826387941
Cdh7,-0.431840354,2.629294554,-0.830511669,0.409470895,0.933486286,-4.626550393,-0.8248251
Cdk4,0.202354878,4.926089931,0.825147685,0.409448956,0.933486286,-4.813020067,0.824863736
Efhb,-0.505914889,2.093695729,-0.835657586,0.408924716,0.933486286,-4.613894413,-0.825787378
Eif2s3,0.071038617,6.841383867,0.825414738,0.409140483,0.933486286,-5.348576075,0.825407139
Hdac2,-0.059166985,7.370507223,-0.824329274,0.409756955,0.933486286,-5.342020514,-0.824321413
Hmox2,0.127193861,5.877525709,0.824209505,0.409840375,0.933486286,-5.088299974,0.824174568
Itprip,0.251519606,2.345341563,0.826750786,0.408761583,0.933486286,-4.727934263,0.826074938
Kirrel2,-0.496754178,-1.019966321,-0.825713126,0.409784581,0.933486286,-4.681839557,-0.824272781
LOC113191476,0.931381021,-0.300131664,0.84794825,0.409746419,0.933486286,-4.6008109,0.824339961
Mb,0.528551381,-0.730945692,0.831959559,0.409843831,0.933486286,-4.620268537,0.824168485
Mcm8,0.128532025,3.169787995,0.82548714,0.409134761,0.933486286,-4.960426648,0.825417221
Mlip,-0.33284877,-0.224310144,-0.828741804,0.408978773,0.933486286,-4.647128856,-0.825692102
Ntmt1,-0.090598553,4.651008256,-0.826001825,0.408821732,0.933486286,-5.086057658,-0.825968903
Pds5a,-0.09791814,6.081657331,-0.825922714,0.408859358,0.933486286,-5.177090837,-0.825902578
Plcl1,-0.189344244,6.023750314,-0.825297149,0.409270942,0.933486286,-4.914067358,-0.825177295
Rnf43,0.391074244,1.917755449,0.827196506,0.408867462,0.933486286,-4.687381263,0.825888294
Rps19,0.130604537,8.304786611,0.824749602,0.409573224,0.933486286,-4.930356669,0.824644897
Rps8,-0.105956818,9.285270861,-0.825473883,0.409115692,0.933486286,-5.148553588,-0.825450822
Samd12,-0.220167322,3.880353849,-0.824436461,0.409876465,0.933486286,-4.793782538,-0.824111044
Slc9a7,-0.149852125,5.078276497,-0.824421323,0.409708431,0.933486286,-5.221514432,-0.824406837
Tmem196,-0.427910597,3.572977985,-0.832688577,0.409337647,0.933486286,-4.619636234,-0.825059789
Tnrc6b,-0.158836642,6.246217238,-0.825606655,0.409042882,0.933486286,-5.126856698,-0.825579122
Trim36,-0.269736594,2.293875785,-0.827069943,0.409254253,0.933486286,-4.667045918,-0.825206694
Vstm2b,-0.327962163,2.445597641,-0.829233019,0.408550028,0.933486286,-4.649876317,-0.826447959
Tmem33,0.107086792,5.67054605,0.82411045,0.409952405,0.933534997,-4.900507046,0.823977391
LOC113178419,-0.279441178,0.890607312,-0.827470048,0.410043113,0.933584999,-4.640790317,-0.823817763
LOC113178612,0.091855687,3.591341095,0.823794389,0.410083471,0.933584999,-5.017497893,0.823746748
Map9,-0.062710809,6.803667757,-0.823462018,0.410249593,0.933590596,-5.350723135,-0.82345448
Rnf135,0.161659521,2.287739288,0.824084917,0.410161467,0.933590596,-4.754421612,0.823609516
Tspan31,0.111387038,5.837900669,0.823575566,0.410237402,0.933590596,-4.93850042,0.823475925
Lmln2,-0.073977131,3.176708105,-0.823291904,0.410377857,0.933634174,-4.975216171,-0.823228866
Mrps2,-0.130625009,5.083924006,-0.823282445,0.410377716,0.933634174,-5.019651974,-0.823229113
Pop5,0.143942055,4.781746275,0.823123944,0.41055003,0.9337776,-4.850850191,0.822926081
Rarb,0.222208006,3.583119568,0.823420739,0.410530593,0.9337776,-4.762974112,0.82296026
LOC113176338,0.263688446,5.312431789,0.823339095,0.410705098,0.933923439,-4.736163437,0.822653442
Ubash3b,-0.265582731,3.402752401,-0.824377372,0.410723298,0.933923439,-4.671675884,-0.822621448
LOC113182369,-0.135271222,6.490313847,-0.822545068,0.410778419,0.933924683,-5.176919046,-0.822524552
Slc14a1,-0.324382056,2.917335538,-0.823683836,0.411008148,0.934322852,-4.677081853,-0.822120802
Acad9,-0.14598916,5.615554552,-0.821589239,0.411320913,0.934454881,-5.194778423,-0.821571329
Cnot6l,-0.142730257,6.123439996,-0.821566376,0.411328502,0.934454881,-5.329471499,-0.821557999
LOC113198801,0.555449598,-0.876896634,0.827228355,0.411336822,0.934454881,-4.629598507,0.821543386
Mars2,-0.101058166,2.975810112,-0.821429394,0.411448462,0.934454881,-4.938396202,-0.821347318
Ppp1r9b,-0.136459723,8.04865041,-0.821663799,0.411284602,0.934454881,-5.120288327,-0.821635108
Slc9a2,0.338335605,2.380719429,0.821665318,0.411444158,0.934454881,-4.793051989,0.821354877
Tmem251,-0.120325043,4.339817939,-0.821598125,0.411352979,0.934454881,-4.951213315,-0.821515008
Dapk1,-0.177133312,6.546074483,-0.821218178,0.411526332,0.934507712,-5.349543363,-0.821210579
Mindy1,0.213915397,4.320772987,0.822076624,0.411616305,0.93458801,-4.705981098,0.821052605
Gapdhs,0.172540948,3.234952241,0.820864049,0.411758803,0.93478753,-4.980257918,0.820802449
Slc27a2,0.436451422,3.074389878,0.821156056,0.411922865,0.935035946,-4.737523083,0.820514502
Stkld1,-0.46657392,2.025001807,-0.831561277,0.412074738,0.935256629,-4.611598297,-0.820248011
Bhlhe22,0.474647093,1.646667312,0.822124079,0.412238939,0.935277831,-4.660961203,0.819959951
Brcc3,-0.076867605,4.553511415,-0.818897987,0.412856167,0.935277831,-5.161786872,-0.818877748
Ccdc40,-0.213447743,4.872160784,-0.819928066,0.412478507,0.935277831,-4.782861081,-0.819539796
Cdk18,0.238201822,5.020617518,0.819850397,0.412330422,0.935277831,-5.026074206,0.819799489
Ei24,-0.075636575,6.713685216,-0.819767143,0.412353148,0.935277831,-5.352481419,-0.819759632
LOC113179759,0.345285204,3.4244092,0.823193816,0.412444492,0.935277831,-4.642203004,0.819599441
LOC113191781,0.176907831,1.952358237,0.819066069,0.412853878,0.935277831,-4.840781594,0.818881759
Man2a2,-0.082429703,6.376315453,-0.818802059,0.412903875,0.935277831,-5.341841125,-0.81879414
Nmrk1,0.113556579,5.04910063,0.819011919,0.412824529,0.935277831,-4.966097115,0.818933196
Noct,-0.439589211,3.744306289,-0.828336806,0.412744992,0.935277831,-4.615396234,-0.819072602
Pcnx1,-0.111744162,6.371101064,-0.819388484,0.412569355,0.935277831,-5.34003298,-0.819380504
Pdhb,0.079103448,6.799056424,0.819070062,0.412751566,0.935277831,-5.32077041,0.819061079
Phldb3,0.177677245,3.374235077,0.818857772,0.41290102,0.935277831,-4.988470998,0.818799143
Sycp2,-0.268799662,1.69583318,-0.82164027,0.412260212,0.935277831,-4.671813702,-0.819922635
Zmat3,-0.220558232,6.854633997,-0.819679709,0.412468233,0.935277831,-4.915197796,-0.81955781
Cep78,-0.156143624,3.67499482,-0.818573835,0.413147556,0.935439169,-4.839464986,-0.818367181
Fastkd3,0.112034464,2.638701745,0.81808467,0.413400566,0.935439169,-4.858782294,0.817924033
LOC113176939,0.178378156,1.29259742,0.818539316,0.413217752,0.935439169,-4.793325423,0.818244215
Lrrk1,0.060985812,7.537696927,0.818169125,0.413265141,0.935439169,-5.342175442,0.81816121
Mto1,0.151763065,3.811358086,0.818091029,0.413557537,0.935439169,-4.767014143,0.817649179
Patj,0.319796621,5.956645703,0.817967009,0.413487058,0.935439169,-4.858701761,0.81777258
Pign,-0.100423698,4.243685635,-0.81796471,0.413392894,0.935439169,-5.109629555,-0.817937469
Pvalef,-0.346771807,-0.57369779,-0.819162134,0.413631052,0.935439169,-4.675396673,-0.817520477
Scnn1g,-0.19692276,0.512646575,-0.81797823,0.413614037,0.935439169,-4.760723311,-0.817550264
Sfxn4,-0.123228639,4.232304126,-0.817691724,0.413592858,0.935439169,-4.922371203,-0.817587342
Sptan1,-0.149619364,9.657413404,-0.817728621,0.413549161,0.935439169,-4.993507674,-0.817663845
Tmem145,0.104002671,6.136789395,0.817915971,0.413419095,0.935439169,-5.148342627,0.817891586
Fndc5,0.316181983,3.496723556,0.817432312,0.413744997,0.935549501,-4.907298723,0.81732102
Nek11,0.302305859,5.03453457,0.81919178,0.413789176,0.935549501,-4.670500995,0.817243696
Mrps5,0.115406957,5.063116572,0.817099558,0.413879261,0.935629563,-5.237931676,0.817086039
Ca8,0.252223753,2.470350239,0.816304645,0.414399665,0.935871743,-4.882672797,0.816175678
Cys1,0.11141846,4.572344441,0.816284013,0.414349631,0.935871743,-5.158047,0.816263175
LOC113175814,-0.081946298,4.331867748,-0.816109514,0.414451356,0.935871743,-5.130549495,-0.816085292
LOC113182105,0.131484851,4.963297906,0.816468341,0.414254421,0.935871743,-5.067704532,0.816429692
LOC113183592,-0.105394082,2.626953586,-0.816138042,0.41447858,0.935871743,-4.9131742,-0.816037689
LOC113190308,0.41768817,0.747599204,0.822289799,0.414352503,0.935871743,-4.626924484,0.816258152
Palb2,-0.223793618,3.262788982,-0.817673376,0.414156484,0.935871743,-4.701057754,-0.816601
Sdhb,0.07373736,7.108343269,0.816683261,0.414113725,0.935871743,-5.354668465,0.816675799
Thoc6,0.251295196,3.665526195,0.817093208,0.414163292,0.935871743,-4.757905193,0.81658909
Colgalt1,0.101726099,5.89854718,0.815359668,0.414871591,0.936053556,-5.318492653,0.815350708
Dlgap5,-0.429535617,0.07635915,-0.820252177,0.414709711,0.936053556,-4.634157977,-0.815633627
Gng13,-0.295921095,2.267858743,-0.815951905,0.414913713,0.936053556,-4.728500431,-0.815277101
Gtpbp8,-0.131637045,3.06923808,-0.815291395,0.414996689,0.936053556,-4.86287139,-0.815132118
LOC113198612,0.241537262,1.855273654,0.817076204,0.414906726,0.936053556,-4.671330557,0.81528931
Oplah,0.270589533,5.935120452,0.816647141,0.4149437,0.936053556,-4.688310747,0.815224704
Setd9,-0.136650193,5.093361184,-0.815754676,0.414650693,0.936053556,-5.190883824,-0.81573679
Sssca1,-0.076440194,5.579099677,-0.815147585,0.414993604,0.936053556,-5.294472377,-0.815137507
LOC113192981,-0.172807008,5.006658971,-0.815110269,0.415062221,0.93607799,-4.945882577,-0.815017626
Ldlrad3,-0.19768477,4.693818724,-0.814942587,0.415123442,0.936092696,-5.094169901,-0.814910675
Arpc5l,-0.083165119,6.531603835,-0.814787526,0.415206058,0.936155635,-5.17451856,-0.814766363
Pop4,0.094698808,4.293632909,0.814231191,0.415526794,0.936537723,-5.126944007,0.81420627
Rfk,0.088899528,4.687838928,0.814235947,0.415520026,0.936537723,-5.186504793,0.814218086
Znf213,0.093801448,4.790004213,0.814278026,0.415539702,0.936537723,-4.941699468,0.814183734
CUNH2orf15,0.296304992,0.767670879,0.815074015,0.415615383,0.936584942,-4.701908908,0.814051614
Pctp,0.260921019,3.253226953,0.813732682,0.415837807,0.936630886,-4.965468773,0.8136634
Prss8,0.754279508,0.59361419,0.822147936,0.415772422,0.936630886,-4.620295987,0.813777509
Strap,-0.09877128,7.399400228,-0.813718931,0.415818041,0.936630886,-5.175253098,-0.813697894
Xxylt1,0.072810758,4.321710481,0.813658848,0.4158547,0.936630886,-5.126887883,0.81363392
Cdh1,0.526481059,3.370578608,0.814059522,0.415965953,0.936758172,-4.742628359,0.813439792
LOC113178588,0.181687475,3.49488394,0.813136487,0.416168532,0.936861176,-5.013917005,0.813086384
Rgs22,-0.490129583,2.005988641,-0.816027383,0.416175928,0.936861176,-4.650174986,-0.813073484
Shank2,-0.10738858,5.778111867,-0.813144006,0.416141069,0.936861176,-5.30215397,-0.813134288
Pcdh18,0.159962423,3.35374704,0.812937223,0.4162905,0.936995835,-4.97723431,0.812873656
Cacna2d4,0.225007881,4.527579804,0.812759323,0.416395888,0.937084448,-4.979153919,0.812689875
Dctd,0.295927663,4.157793478,0.81258299,0.416527343,0.937084448,-4.907312936,0.812460675
Kdm1a,-0.079799701,6.246959766,-0.812636967,0.416439645,0.937084448,-5.157626503,-0.812613577
Pgbd1,-0.074543597,5.979229712,-0.81243507,0.416548904,0.937084448,-5.268739138,-0.812423085
Gck,0.197152245,4.601382719,0.812108884,0.416820637,0.937449278,-4.877359902,0.811949452
