Transcription Factor ID,Transcription Factor Name,Deficit,No. Search Sites,Mean Sites Per Search Gene,No. Background Sites,Mean Sites Per Background Gene,Site Representation,Mann-Whitney U,Site P-Value,Total No. Search Genes,No. Transcription Factor Search Genes,Total No. Background Genes,No. Transcription Factor Background Genes,Gene Representation,Gene P-Value,Average Log2 Proportion Bound,Log2 Enrichment,Significance Score
MA0482.2,GATA4,0.13,7,1.4,2533,1.1,Up,7319,0.33863041265011,5,5,2347,1439,Up,0.16353560134704,-0.352778684488851,0.705557368977702,0.786387687740812
MA0508.3,PRDM1,0.13,4,0.8,3857,1.6,Down,7972,0.165334085973288,5,3,2347,1843,Down,0.293917326933796,-0.500377219013506,-0.303398955132374,-0.531774810763298
MA1580.1,ZBTB32,0.1,2,0.4,626,0.3,Up,6787,0.544406128201585,5,2,2347,541,Up,0.326849135003999,-1.626797719341373,0.978588391182875,0.485652660043289
MA0073.1,RREB1,0.07,0,0,5,0,Down,5880,0.993425189017591,5,0,2347,5,Down,0.999999999996011,-6.09845472127057,5.278046205266542,0.000000000001733
MA0854.1,Alx1,0.04,1,0.2,226,0.1,Up,6600.5,0.628941758831037,5,1,2347,167,Up,0.309864517013685,-2.841680637556072,1.934423039279861,0.508828152535928
MA0003.4,TFAP2A,0.05,0,0,1022,0.4,Down,7870,0.186797770584967,5,0,2347,801,Down,0.173180710476815,-2.504891175511943,-1.909080886250709,-0.761500482988477
MA1523.1,MSANTD3,0.14,31,6.2,14426,6.1,Up,6167,0.843483302432962,5,4,2347,2329,Down,0.039777120510786,-0.150305722313832,-0.278401789762305,-1.40036665890739
MA1597.1,ZNF528,0.1,0,0,5,0,Down,5880,0.993425189017591,5,0,2347,5,Down,0.999999999996011,-6.09845472127057,5.278046205266542,0.000000000001733
MA1128.1,FOSL1::JUN,0.13,11,2.2,3272,1.4,Up,8447,0.089039117872753,5,5,2347,1397,Up,0.085724441247625,-0.374138437405292,0.748276874810585,1.06689533693759
MA0663.1,MLX,0.14,1,0.2,889,0.4,Down,5905.5,0.980014438729761,5,1,2347,416,Up,0.999999999997269,-2.184602937545865,0.620267639259448,0.000000000001186
MA0151.1,Arid3a,0.09,58,11.6,23201,9.9,Up,5923,0.970814020567354,5,5,2347,2279,Up,0.999999999999398,-0.021203874338186,0.042407748676372,0.000000000000261
MA0704.1,Lhx4,0.02,10,2,2432,1,Up,7376,0.320003307015841,5,3,2347,854,Up,0.361213082096658,-1.055024728722345,0.805896064285304,0.442236529179391
MA1540.1,NR5A1,0.09,3,0.6,3349,1.4,Down,8396.5,0.095475222542909,5,1,2347,1702,Down,0.022465343159249,-1.168969738778922,-1.410998758274438,-1.648486943150183
MA0512.2,Rxra,0.09,0,0,9,0,Down,5890,0.988165640241128,5,0,2347,9,Down,0.999999999999163,-5.704206773867424,4.489550310460254,0.000000000000364
MA0850.1,FOXP3,0.1,14,2.8,4494,1.9,Up,7718.5,0.222374680583951,5,5,2347,1844,Up,0.591175850991877,-0.173947684423159,0.347895368846318,0.228283314794517
