,logFC,AveExpr,t,P.Value,adj.P.Val,B,z.std
Eif1a,2.372098484,3.088315738,12.40976097,1.56E-34,2.67E-30,0.311864916,12.25601447
Zrsr2,3.406731524,3.202308292,11.19455029,2.42E-28,2.07E-24,-0.086273021,11.04109002
Usp9x,3.363100579,4.286590913,9.104529454,1.23E-19,7.04E-16,0.645935053,9.065996554
Aebp1,0.730330134,6.492893299,7.628767815,2.50E-14,1.07E-10,-1.460059837,7.622045916
Slc13a3,0.703853614,5.778628464,7.196059493,6.58E-13,2.10E-09,-1.80518558,7.18787416
Tamm41,1.746736216,8.486135556,7.178077276,7.35E-13,2.10E-09,-1.398022498,7.17279583
LOC113175910,3.822112106,1.141612344,7.234311643,1.83E-12,4.46E-09,-2.432486222,7.047215158
Stra6l,-1.677791782,-0.910374069,-7.182434792,4.09E-12,8.75E-09,-3.809936204,-6.933971845
Fam227a,-1.043874662,2.5687491,-6.689638013,2.90E-11,5.51E-08,-3.039981847,-6.651624232
Uba1y,5.16115536,2.247021271,6.598852186,8.44E-11,1.44E-07,-2.416568646,6.492552725
LOC113177815,-2.01701919,-0.130492412,-6.048390232,3.64E-09,5.66E-06,-3.814369257,-5.899815747
Col2a1,-1.211150141,2.896341637,-5.853885499,5.40E-09,7.71E-06,-2.931279176,-5.834260015
Angpt1,-1.124170783,3.600976476,-5.565636723,2.72E-08,3.32E-05,-2.504635938,-5.558568962
Kdm5d,1.181571742,4.543875559,5.569754275,2.60E-08,3.32E-05,-0.205702011,5.566425298
Fmo3,1.4838303,1.690728409,5.567886434,4.69E-08,5.35E-05,-3.828996014,5.462543009
Iqank1,-0.718221823,3.44479854,-5.333488176,1.01E-07,0.000108376,-2.789594532,-5.32432636
Igfbp3,0.81491111,4.909079266,5.314140987,1.10E-07,0.000110364,-2.274298326,5.309983089
Pms2,-0.662772702,4.684858043,-5.236445669,1.67E-07,0.000158535,-2.280269258,-5.23303127
Insl6,1.27697419,1.970306402,5.276469993,1.81E-07,0.000162682,-3.651506361,5.21825148
Cpxm2,0.844297552,3.599318813,5.21088166,2.05E-07,0.000175755,-3.13610382,5.194378518
Rorb,-0.586953442,5.030448277,-5.055694154,4.32E-07,0.000352353,-1.201942738,-5.05411769
Rapgef3,0.530541321,4.675247661,5.050223316,4.53E-07,0.000352745,-2.633933552,5.045017892
Marchf10,-0.788844598,2.579686609,-4.999846599,6.25E-07,0.000465204,-3.225236551,-4.983253931
Foxg1,1.791870708,-0.534667966,5.151136983,8.08E-07,0.00057628,-4.103128561,4.93337706
Fsip2,-0.592426484,7.628469354,-4.876986208,1.08E-06,0.000741906,-1.798394315,-4.875772752
Dkk1,1.035844881,2.114793401,4.878425465,1.30E-06,0.000857225,-3.653210851,4.839388453
Abcc2,-0.951043647,2.791657288,-4.838236431,1.39E-06,0.000878228,-3.115923207,-4.827061695
Ptk2b,-1.79545447,3.300483487,-4.786935605,1.76E-06,0.001076204,-2.845823067,-4.779094305
Cyp2b4,-1.286110785,0.032735816,-4.793455873,1.99E-06,0.001176372,-3.699220394,-4.75408202
Ccdc114,-0.578335332,3.457188144,-4.610317378,4.16E-06,0.002203996,-3.055079482,-4.60311308
Krt36,5.778314686,-1.892403461,4.809833171,4.33E-06,0.002203996,-4.161424207,4.594886502
Serpina3,1.093894705,5.783824912,4.616281689,3.92E-06,0.002203996,-0.724633591,4.615444893
Slco1c1,0.869874567,5.128798076,4.602597435,4.24E-06,0.002203996,-2.669845098,4.599235283
Trappc2,0.490709205,4.319925906,4.59557693,4.38E-06,0.002203996,-2.33504683,4.592537605
Zan,-0.475532027,4.231232929,-4.550943369,5.43E-06,0.002653628,-2.742895307,-4.547554876
Fsip1,-0.819874268,3.382813115,-4.534820486,5.90E-06,0.002806666,-2.623587194,-4.52978826
Egfl6,1.373129607,0.870208767,4.609923526,6.14E-06,0.002840696,-4.003263173,4.521445881
Sipa1l1,-0.250345597,6.952053665,-4.510574199,6.48E-06,0.002851314,-0.531848821,-4.510112
Zfx,1.803044291,3.3588313,4.51537796,6.50E-06,0.002851314,-1.821126967,4.509500109
Rcan3,-0.344606724,6.987759209,-4.498556635,6.86E-06,0.002933433,-0.551203765,-4.498091531
Fhit,-0.602776648,3.324321176,-4.487112708,7.46E-06,0.003115064,-3.112250928,-4.48003177
Naaladl2,-0.906385734,2.653534087,-4.459319285,8.60E-06,0.003505516,-3.247608685,-4.449588486
Rax,-0.546154909,3.398156881,-4.448360863,8.87E-06,0.003531305,-3.014018269,-4.442955678
H2-K1,1.034856438,5.564934728,4.42969186,9.49E-06,0.003531876,-2.123598044,4.428394007
Hipk2,-0.374396185,7.312429405,-4.431466541,9.38E-06,0.003531876,-0.640187194,-4.431014492
Ribc2,0.888348187,2.008401531,4.461974697,9.34E-06,0.003531876,-3.700414966,4.431958201
Prg4,0.980506502,4.127414206,4.360980549,1.32E-05,0.004820432,-2.727250279,4.356115772
Adamts13,-0.642028225,2.698247781,-4.360334122,1.37E-05,0.004868774,-3.373783934,-4.349314842
Gsta3,-0.940435938,3.527084126,-4.344462986,1.42E-05,0.004953074,-2.843202722,-4.341020699
Tspan18,-0.448085219,3.866709131,-4.271566644,1.96E-05,0.006696672,-1.555056726,-4.269786265
Cachd1,-0.329037743,5.495225919,-4.249522277,2.15E-05,0.006805427,-0.993179639,-4.248981179
Clec3b,0.821563822,4.623156897,4.255785796,2.11E-05,0.006805427,-2.849341524,4.252495305
Kdm6a,-0.495244283,5.658259479,-4.256162641,2.09E-05,0.006805427,-2.067773967,-4.255291492
Ogn,1.061704298,4.986565092,4.254826044,2.12E-05,0.006805427,-2.754864509,4.252068054
Rcn1,-0.298973865,6.538231303,-4.243876282,2.20E-05,0.00684757,-0.876024849,-4.243483913
Otor,1.084270579,0.937807077,4.295316726,2.28E-05,0.006981503,-3.987436522,4.235089846
Chst5,0.890182874,2.096020012,4.249554377,2.41E-05,0.00724955,-3.739713116,4.222629956
Plcxd2,-0.684153397,3.089325712,-4.214399662,2.59E-05,0.007632456,-3.231833832,-4.207088399
Cemip,0.638722966,4.189822259,4.194863513,2.80E-05,0.008108844,-3.12373528,4.18950283
Coro2a,0.725495738,3.158531616,4.189665146,2.96E-05,0.008368151,-3.490557856,4.17686789
LOC113176560,-1.540999853,1.897792127,-4.177449755,3.03E-05,0.008368151,-3.211510013,-4.171067416
Tyk2,-0.449790362,5.185513416,-4.172972141,3.03E-05,0.008368151,-2.592627098,-4.171517784
Tcn2,0.506285265,4.594123668,4.161588062,3.18E-05,0.00863967,-2.137802038,4.160133348
Ace2,-1.613533772,-1.886313155,-4.245656908,3.25E-05,0.008686737,-4.103720605,-4.155293203
Kdm5c,-0.296207229,7.478476586,-4.147936253,3.36E-05,0.008847393,-1.011749907,-4.147552163
Ptprr,-0.465272615,4.960715785,-4.141522285,3.47E-05,0.009007444,-2.641528663,-4.139943331
Grin2c,-1.340246436,0.91804752,-4.132281186,3.80E-05,0.009714775,-3.532235054,-4.119104148
Vtn,0.674259376,2.643493527,4.116976716,3.94E-05,0.009909855,-2.364670079,4.111101097
Gfra1,0.659918599,5.497766336,4.1067885,4.04E-05,0.010017657,-2.652987726,4.105229207
Crabp2,1.087302786,4.623785152,4.080476284,4.56E-05,0.011153761,-2.978419718,4.076982193
Hmox1,0.546761154,4.307110233,4.066246328,4.84E-05,0.011502175,-2.944328148,4.063253526
LOC113175980,-0.948543165,0.648041943,-4.104461613,4.78E-05,0.011502175,-3.913422538,-4.066355952
Sorl1,-0.477707183,6.227669648,-4.049336104,5.14E-05,0.01205948,-1.150757301,-4.048972991
Kcnj13,0.956465168,1.404981193,4.08842605,5.29E-05,0.012228525,-3.9716464,4.042525487
Bhlhe41,-0.355762451,5.943589013,-4.033362512,5.52E-05,0.012596276,-2.520509682,-4.032422359
Ptpn4,-0.350969084,6.02157581,-4.009752914,6.10E-05,0.013736534,-2.503616576,-4.008889756
Mtbp,-0.951143378,0.502370233,-4.040847416,6.36E-05,0.014046734,-3.952589515,-3.999006988
Neurog2,-1.342336899,-0.470268793,-4.017720221,6.65E-05,0.014046734,-3.862977408,-3.988520646
Phlda2,0.677067737,2.765871698,4.004455797,6.57E-05,0.014046734,-3.575865083,3.991504714
Tex9,-0.548318895,3.291729913,-3.999892494,6.50E-05,0.014046734,-3.307118252,-3.993857404
Thbs4,1.458976047,2.854024475,4.006609529,6.57E-05,0.014046734,-3.593874843,3.991341716
CUNH6orf52,-1.348382663,-0.622246435,-4.041447614,6.77E-05,0.01413463,-4.043017877,-3.984127142
LOC113201012,1.102102116,-1.065675735,4.033402454,7.45E-05,0.015356876,-3.704407119,3.961492897
LOC113181945,-0.681613448,3.174702832,-3.940963931,8.28E-05,0.016866488,-3.217928278,-3.936176812
LOC113195779,-0.317249805,6.043702669,-3.919494915,8.89E-05,0.017905045,-2.114170963,-3.918954023
Cabp2,-0.984501506,-0.650629526,-3.953629375,9.02E-05,0.01794801,-3.964216867,-3.91555554
Slc17a7,1.079826645,2.347775812,3.926412838,9.15E-05,0.017989508,-3.590331878,3.912208132
LOC113181694,1.011948994,0.371126385,3.971979021,9.45E-05,0.018372158,-4.092326695,3.904360269
Slc8a2,0.483832188,4.382402603,3.888006721,0.000102459,0.019700969,-3.134627934,3.884692909
Cryab,0.49450193,5.339555298,3.851036429,0.000118057,0.022447798,-2.423710069,3.850127076
LOC113178191,-1.159089504,-0.019723361,-3.884785263,0.000122058,0.022704046,-3.995703998,-3.841956186
Slc22a6,0.939366071,3.337773191,3.852436592,0.000120853,0.022704046,-3.45568551,3.844389353
Alkal2,0.960180928,1.784660813,3.845544282,0.000134296,0.024184527,-3.88469312,3.818444598
Hpd,-1.018616452,0.401794911,-3.852890333,0.00013567,0.024184527,-3.969197336,-3.815932403
Ncoa7,-0.210557274,6.284201302,-3.818528447,0.000134416,0.024184527,-1.452219595,-3.818222999
Plk5,-1.040282211,1.985391049,-3.82719512,0.000134384,0.024184527,-3.510603381,-3.818283092
Zic1,1.352353621,2.178502486,3.821048933,0.000144669,0.025522936,-3.782549368,3.800045974
Nrep,-0.731726228,2.793786526,-3.787233739,0.000156729,0.027368382,-3.452020073,-3.780157974
Ptgds,0.806421904,9.574045309,3.766287298,0.000166304,0.028747033,-2.686615694,3.765368303
Calr3,-0.62342972,2.13091713,-3.745727462,0.00018666,0.031943074,-3.610462551,-3.736418788
Slc6a20,0.743310765,4.200857941,3.73190749,0.000192944,0.03269158,-3.252999235,3.72808026
Lrguk,-0.494490973,3.329644857,-3.724586852,0.00019948,0.033467622,-3.379997314,-3.719674391
Afp,1.709162837,-0.954142557,3.816370301,0.000208182,0.034547456,-4.20225684,3.708874727
Tulp1,-0.89994413,0.977265102,-3.727153197,0.000209954,0.034547456,-3.838249086,-3.70672879
Gtse1,-0.386974561,5.075730272,-3.694282681,0.000221404,0.03540776,-2.820819992,-3.693252208
Ifi6,0.65614793,7.19682208,3.688983034,0.000225527,0.03540776,-2.344788972,3.688559678
Pnpla4,-0.594027229,3.337096074,-3.694415449,0.000223893,0.03540776,-3.296019405,-3.690409965
Ppp1r1a,0.777250054,5.378499938,3.690928914,0.00022445,0.03540776,-2.807056355,3.689777849
Slc24a4,-0.747889063,2.217259232,-3.693652045,0.000224814,0.03540776,-2.729867142,-3.689366091
Eya2,-0.55423026,3.796087158,-3.677407133,0.00023768,0.036316275,-3.082066258,-3.675181604
Hs3st5,-0.492111001,3.975584392,-3.681709096,0.000233926,0.036316275,-3.141099476,-3.679244827
Tmsb4x,0.31660529,9.053997079,3.677748147,0.000235873,0.036316275,-2.454731105,3.677130126
Ccdc163,-0.753324395,1.073698424,-3.676425117,0.000246253,0.037272085,-3.170728063,-3.666125146
Echdc2,-0.404409772,4.300323581,-3.66394033,0.000250003,0.037272085,-3.039425512,-3.662257144
Pdlim3,-0.518055609,3.822778632,-3.664243433,0.00025047,0.037272085,-3.146589249,-3.661779083
Huwe1,-0.330820728,8.829029239,-3.657690307,0.000254868,0.037599636,-1.746732027,-3.657318011
Rnase4,-0.389330084,4.287211448,-3.654086742,0.000259814,0.038001625,-3.054690201,-3.65238733
Rin1,0.75648154,2.20653317,3.662495023,0.000266159,0.038599756,-3.792164333,3.646188713
Slc4a8,-0.498107929,4.630420784,-3.644774073,0.000268544,0.038618361,-2.5791797,-3.643894529
LOC113198043,-1.188181047,0.785349406,-3.654470616,0.000276647,0.038805417,-3.853468317,-3.636239587
Tet1,-0.424841905,4.331036138,-3.641476282,0.000272596,0.038805417,-2.907609544,-3.640040058
Vwa3a,-0.863142736,2.401309019,-3.645497728,0.000274918,0.038805417,-3.573316436,-3.637854871
C4a,0.476319369,6.156760998,3.620661955,0.000294479,0.040970951,-2.626318833,3.62010854
Wdr17,-0.360730422,4.964460069,-3.612781748,0.000303613,0.041901045,-2.238593341,-3.61219764
Barhl2,2.462974557,-1.124108318,3.671359564,0.000310023,0.042443336,-3.848334553,3.606778058
Tbx18,1.175347539,1.638961846,3.62450953,0.000313078,0.042521457,-3.840273255,3.604231438
Spry4,0.43066054,4.366965089,3.576579849,0.000351366,0.047345828,-3.235909684,3.574151365
Aurkaip1,0.294763109,5.98457669,3.565048167,0.000364195,0.048691153,-1.866730678,3.564755941
Zic2,0.864286279,3.363961039,3.551278805,0.000391152,0.051889812,-3.437619484,3.545982558
Gbx1,-0.983089857,-1.343807337,-3.594218631,0.000400767,0.052528756,-4.155646395,-3.539578168
Rad51b,-0.641514892,1.916535654,-3.548846367,0.000402108,0.052528756,-3.731554095,-3.538696695
LOC113189944,1.849545582,-0.418436233,3.584456998,0.000406684,0.052724109,-3.77892053,3.535708001
LOC113181678,-0.680512049,0.31565582,-3.539276003,0.000432184,0.055608696,-3.626561999,-3.519608931
Dnajb12,-0.297889717,6.018325781,-3.491845822,0.000480816,0.059195695,-2.858922862,-3.491222392
Foxc2,0.931625558,0.884795598,3.5304143,0.000479669,0.059195695,-4.097266126,3.491860302
Layn,0.629103665,2.786684627,3.504751389,0.00047249,0.059195695,-3.680538209,3.495886287
Maats1,-0.675580443,2.577970723,-3.504385815,0.000468285,0.059195695,-3.563513871,-3.498271216
Scn11a,1.494718772,1.797474767,3.512533876,0.000465006,0.059195695,-3.485207966,3.500144629
Znf608,-0.324042934,5.225963776,-3.495463078,0.000474403,0.059195695,-2.722789908,-3.49480807
LOC113178393,0.58903172,2.961975509,3.493878353,0.000491023,0.059594862,-3.696383435,3.485606381
Slc6a13,1.105272814,3.81850614,3.49084235,0.000487644,0.059594862,-3.281998176,3.487453196
Ttc14,-0.317319861,6.155528815,-3.480487338,0.000501642,0.060454949,-2.869937167,-3.479877984
Adgb,-0.690062961,2.762390235,-3.476755168,0.00051781,0.061112302,-3.550945014,-3.471369954
Ak4,-0.633099754,3.730211174,-3.47646394,0.000510672,0.061112302,-2.629049893,-3.475095297
Tbcel,-0.232973748,5.953979619,-3.472513748,0.000516119,0.061112302,-1.996260882,-3.472248415
LOC113178767,-0.708374597,1.712860377,-3.479685038,0.000522269,0.061216348,-3.70746617,-3.469067178
Slc25a22,0.285675826,6.480602135,3.462862084,0.000535595,0.06235128,-2.862286077,3.462292336
LOC113184262,-0.55640933,3.008557971,-3.464129209,0.000539445,0.062375155,-3.434842511,-3.460364305
Fxyd5,0.620018892,3.390340119,3.457398979,0.00055456,0.063692485,-3.450659196,3.452916953
Card11,3.328406045,2.63658275,3.456625435,0.000564205,0.063942015,-3.400888624,3.448262583
Vgf,0.757977313,9.429737117,3.450367634,0.000561125,0.063942015,-2.801318115,3.449740835
Myh2,-0.925005127,-0.476175045,-3.49539699,0.000584513,0.065807668,-4.188607515,-3.438700885
Aspg,1.034153393,-0.212626004,3.515985495,0.000591979,0.066212688,-4.248892684,3.435262883
Smad5,-0.343331915,4.993152938,-3.430739316,0.00060291,0.066997343,-2.138591318,-3.430302127
Osr1,1.023042612,2.016461782,3.432557649,0.00063081,0.069645527,-3.857997293,3.418008959
Gpc1,0.280571935,6.612645191,3.397278447,0.000681966,0.074810776,-2.915336867,3.396728544
LOC113194494,-0.52191913,4.319774261,-3.395581589,0.000687158,0.074900183,-2.831740454,-3.394652477
Avp,1.113285953,6.962945483,3.374971564,0.000739414,0.080086005,-2.823907728,3.374531762
Srbd1,-0.390019842,4.075640464,-3.374144672,0.000745342,0.080220394,-3.273444523,-3.372333157
Bptf,-0.18659901,7.475852113,-3.361650773,0.000775364,0.081906229,-2.071670089,-3.361442749
Cabyr,-0.548269775,2.445333373,-3.370617293,0.00076832,0.081906229,-3.674262192,-3.363962483
Tada1,0.285117085,6.428881344,3.363448717,0.000771317,0.081906229,-2.951426882,3.362887857
Intu,-0.411663931,4.467417722,-3.353686981,0.00080105,0.084100446,-3.128469462,-3.352431632
C1qtnf5,0.767971191,3.40654299,3.352568119,0.00080622,0.084127048,-2.699385253,3.350650593
LOC113179759,0.555201296,3.4244092,3.345702509,0.000832826,0.086230849,-3.52259978,3.341648072
LOC113195961,0.947545602,0.101325704,3.368488982,0.000836459,0.086230849,-3.921610834,3.340439548
Ckm,0.933325213,-0.008636384,3.360221765,0.000871226,0.088804985,-4.009797697,3.329114293
LOC113197289,0.971315302,0.254696399,3.378038121,0.000871807,0.088804985,-4.18196571,3.328928683
Rtkn2,-0.626648355,1.524092132,-3.327641971,0.000895694,0.090698293,-3.265882066,-3.321392746
Afg1l,-0.423612142,3.670914431,-3.315427811,0.000923074,0.09292101,-3.412291962,-3.312980436
LOC113191476,-0.978153534,-0.300131664,-3.341005939,0.000931221,0.09319285,-4.102071452,-3.31052223
Gas2l1,0.415310973,5.330682228,3.309596921,0.000936668,0.093193033,-3.009277501,3.308889454
Znf311,-0.770964318,1.985508116,-3.314115869,0.000944307,0.093409951,-3.72545457,-3.306614717
Egf,-0.803666454,2.599259819,-3.307652383,0.00095541,0.093965095,-3.548544706,-3.303338534
Amacr,0.452488568,3.838303659,3.292985439,0.00100125,0.096934715,-3.45307261,3.290175304
LOC113178419,-0.634813675,0.890607312,-3.308294349,0.000993322,0.096934715,-3.897078443,-3.292411239
Mrpl17,0.282021004,5.908341386,3.289088981,0.00100726,0.096934715,-3.029863634,3.288491066
Rpgr,-0.503276238,2.750251447,-3.293853186,0.001008262,0.096934715,-3.681299161,-3.288211255
LOC113177300,1.048215173,3.655742946,3.285927736,0.001022371,0.097351313,-3.009466255,3.284296974
LOC113189665,0.86411715,4.056861426,3.286558038,0.001023972,0.097351313,-3.431916016,3.283856019
Cse1l,-0.271024661,6.312639989,-3.282528003,0.001030185,0.097400855,-2.850467395,-3.282150806
Wwox,-0.30416581,6.214233061,-3.274430794,0.001060236,0.099691273,-2.890031225,-3.274034785
Btbd11,-0.292691444,4.975310416,-3.270646074,0.001074542,0.100484349,-2.439356679,-3.27024548
Agrp,1.214516914,7.375259321,3.264941172,0.001095699,0.101905971,-2.343514415,3.264726266
Syn2,0.863184735,10.11450849,3.261413607,0.001109978,0.102676004,-2.336762877,3.261056699
Fndc1,1.255574435,0.017767193,3.296887793,0.001121651,0.103197929,-4.106709972,3.258089291
LOC113198078,-0.862975164,-0.248134231,-3.294905558,0.001140016,0.103771733,-4.179018771,-3.253477998
Prss27,-1.469092853,-1.230884599,-3.291921226,0.001138642,0.103771733,-4.15077057,-3.253820589
Mrpl34,0.235024106,5.351340045,3.245973592,0.001171951,0.105508593,-2.540322675,3.245620265
Sfrp2,1.050994201,3.510805989,3.25018779,0.001167946,0.105508593,-3.511897347,3.246594558
Slc13a4,0.659050855,4.931222696,3.245482922,0.001177593,0.105508593,-3.243345704,3.244252624
Kdm6b,-0.355118079,6.351219166,-3.242186108,0.001187564,0.105660218,-2.838807929,-3.241850146
Kifc3,0.27249371,6.581602888,3.241262108,0.001192122,0.105660218,-3.038428188,3.240758228
Mcrip1,0.211311854,6.484609604,3.239589925,0.001197808,0.105660218,-2.242823369,3.239401655
Cep72,-0.413247165,3.723191537,-3.238790926,0.001209116,0.106110771,-3.397437572,-3.236720936
LOC113177367,-0.959695124,0.561993898,-3.252605192,0.001216637,0.106226026,-3.954893717,-3.234950894
LOC113192455,-0.712205542,2.132265553,-3.23418108,0.001247185,0.108340512,-3.721102812,-3.22786338
Carhsp1,0.257497653,5.676336701,3.225432887,0.001258929,0.108808345,-2.309035526,3.225181332
Ccdc15,-0.384986488,3.562767818,-3.224588536,0.00127102,0.10930132,-3.451593602,-3.222444054
Unc5b,-0.360142202,4.194798183,-3.212115536,0.001324452,0.11332676,-3.332972855,-3.210628084
Pgam5,0.335102577,5.36299762,3.207062371,0.001344132,0.114438487,-3.105954789,3.20638669
Fam234b,-0.224875683,6.259119763,-3.200824882,0.001371226,0.116167305,-2.301087603,-3.200640225
Gdf10,1.140165748,0.678592501,3.234318488,0.001385094,0.116191742,-4.160818218,3.197739356
Ninj1,0.328419761,5.439320409,3.199506445,0.001379696,0.116191742,-3.100641886,3.198865431
LOC113181334,-1.033020531,-0.030121481,-3.214047801,0.001440842,0.119694836,-4.084187377,-3.186341845
Rtn4rl2,0.645163575,1.212482371,3.195830917,0.001436081,0.119694836,-3.457529552,3.187299243
LOC113179051,-0.831583938,0.904900435,-3.195656225,0.001458762,0.120598042,-3.920719817,-3.182764514
LOC113200513,0.215147535,6.597615125,3.178112158,0.001483577,0.122059874,-2.658394581,3.177876942
Cldnd2,1.300852492,-0.600289654,3.196181578,0.001546115,0.12659649,-3.864374666,3.165885759
Cldn11,0.567426111,4.638976553,3.158642632,0.001591016,0.12965263,-3.251787848,3.157548856
Ttll10,-1.176815212,4.213535515,-3.156490919,0.001601107,0.1298566,-3.141317274,-3.155705031
Znf605,-0.52830208,2.781619915,-3.150280337,0.001651937,0.13334716,-3.603361031,-3.146577104
Cradd,-0.384324069,3.81489079,-3.144750978,0.001671794,0.134316459,-3.427614476,-3.143081349
Rnf207,0.415492244,4.179096122,3.141073272,0.001695479,0.135582853,-3.483051695,3.138961209
Bhmt,1.647045898,0.42535349,3.174271832,0.001705132,0.135720557,-4.173411528,3.137297224
C1qb,0.323333354,4.570548096,3.135978672,0.001718212,0.136128515,-3.212405278,3.135056211
Cfap45,-0.698859765,2.092312344,-3.138767991,0.001733938,0.136741398,-3.805692816,-3.132382505
Fryl,-0.224412606,6.171820913,-3.130524224,0.001746021,0.137062631,-2.405335234,-3.130343377
Card9,0.578158392,1.506819446,3.131485127,0.00177203,0.138469157,-3.356775493,3.125997635
Col26a1,-0.821473197,-0.270432023,-3.14417596,0.001794364,0.13957707,-3.96035078,-3.122312397
LOC113183360,-0.649592528,4.006455874,-3.112656237,0.001860699,0.142946766,-3.255849177,-3.111610327
Nr2f2,-0.335768433,4.912195912,-3.113273611,0.001855089,0.142946766,-3.244074885,-3.1125018
Zmym1,-0.373575175,3.982159886,-3.112717512,0.001862743,0.142946766,-3.402512514,-3.111286139
LOC113181969,-0.68007784,0.493466809,-3.120533819,0.001937395,0.148011754,-4.103891658,-3.099665273
Arpc1b,0.428635906,5.724778076,3.094351625,0.001973946,0.149469618,-2.486561518,3.094124587
Ogdh,-0.218946394,8.180931603,-3.095489362,0.001966805,0.149469618,-2.850613901,-3.095199612
Rapsn,-0.619906348,0.988053829,-3.1049979,0.001999153,0.150711485,-4.033824005,-3.090358091
Hydin,-0.852795978,4.737747457,-3.078961612,0.002081287,0.156215198,-3.151141685,-3.0783809
LOC113175362,-0.410392462,2.097055065,-3.079952026,0.002094906,0.156550801,-3.28466511,-3.076436894
Pcnt,-0.303495343,6.868168571,-3.071594488,0.002131515,0.158594011,-3.067866515,-3.071268281
Anxa2,0.373537128,6.69480929,3.066666125,0.002166777,0.159827859,-3.027740585,3.066366216
Siglec1,0.91001147,0.188803881,3.096940357,0.002165169,0.159827859,-4.154982237,3.066588212
LOC113201198,-0.994409279,-0.117274491,-3.086054106,0.002201887,0.160344194,-4.11423578,-3.061557547
Micall1,0.282397963,5.75987423,3.062494801,0.002199159,0.160344194,-3.218814205,3.061928639
Orc3,-0.31559207,4.643343245,-3.063408242,0.002195039,0.160344194,-3.329867278,-3.062489836
LOC113175994,0.688116329,0.050287382,3.065070507,0.002280547,0.165368631,-3.730096354,3.051034093
Cckbr,0.920386795,1.740912435,3.061669488,0.002306579,0.165850776,-4.001391184,3.047624585
Txndc16,-0.455506931,3.299452532,-3.050716726,0.002300373,0.165850776,-3.551675179,-3.04843422
Rnasel,-0.729522848,2.197562505,-3.044873609,0.002361259,0.169072092,-3.681142373,-3.040576207
Fbf1,-0.34578596,6.513837112,-3.036329783,0.002397434,0.169534215,-3.119673449,-3.035994984
Npy,0.909906323,9.068244686,3.036730266,0.00239419,0.169534215,-2.946736701,3.036403153
Trhr,-0.708702302,1.269260342,-3.047439965,0.002386662,0.169534215,-3.916738257,-3.037352437
LOC113194827,2.460593727,-0.367132037,3.056787608,0.002422007,0.170567125,-3.966790596,3.032918837
Cfap70,-0.496191571,3.866673446,-3.031492895,0.002445284,0.171500573,-3.428699377,-3.030031334
Atf4,0.272970988,7.384362766,3.028957207,0.002456317,0.171571232,-3.051399435,3.028671402
Chrm1,0.791086176,2.560395979,3.020264019,0.002572137,0.174204242,-3.757834188,3.014723402
CUNH6orf201,-0.575437199,3.019924052,-3.019848863,0.002548812,0.174204242,-3.557678638,-3.01748551
Eepd1,-0.338146633,4.296241783,-3.022094114,0.002516522,0.174204242,-3.09994734,-3.021347754
Eif4ebp2,-0.397768024,2.865094178,-3.018967764,0.002552565,0.174204242,-3.146964638,-3.017039548
Helz,-0.302294881,5.564046056,-3.012263176,0.002595809,0.174204242,-2.980367369,-3.011943494
Map6d1,0.737596765,1.390695672,3.029575225,0.00256779,0.174204242,-4.03264639,3.015236462
Mia3,-0.468988836,7.472438443,-3.012411029,0.002593147,0.174204242,-2.56430251,-3.012254934
N4bp3,0.402615082,3.647405094,3.016344274,0.002580031,0.174204242,-3.622501327,3.013793818
Srcin1,-0.253376124,6.295493134,-3.022359406,0.002511005,0.174204242,-3.135766864,-3.022012147
Steap2,-0.488368677,1.866343663,-3.019240523,0.002564483,0.174204242,-3.357563214,-3.015627269
LOC113195990,0.850619009,1.629180093,3.011702022,0.002713209,0.179270835,-4.034554782,2.998490175
Plscr3,0.200703198,4.987651972,2.99999574,0.002702511,0.179270835,-2.672664926,2.999693807
Pmch,1.233507934,0.442308182,3.03029775,0.002709005,0.179270835,-4.192550286,2.99896272
Trim61,1.02053254,-0.954796423,3.025575518,0.002697375,0.179270835,-3.920607073,3.000273269
Scnn1g,0.729848358,0.512646575,3.009852726,0.002724392,0.179317362,-3.737214383,2.997236615
Brwd3,-0.35682863,4.233652698,-2.993746124,0.002760442,0.180209164,-2.803243879,-2.993227109
Ccer2,-0.560011052,1.66148465,-2.999946891,0.002769533,0.180209164,-3.928831062,-2.992223686
Tbc1d5,-0.356218713,4.425481812,-2.99523027,0.002750494,0.180209164,-3.375893513,-2.994328814
Zic4,0.817459284,0.794934995,3.002271733,0.00282047,0.182828408,-4.014708184,2.986655908
CUNH19orf24,-0.314640202,5.919346459,-2.980993745,0.002877078,0.185794108,-3.234649659,-2.980574957
Dpf1,0.395901604,5.929139445,2.978238495,0.002901541,0.186669456,-2.925729157,2.977980837
LOC113179735,-0.510909318,2.121126023,-2.980920355,0.002928106,0.186972697,-3.836880971,-2.975186335
Scml2,-0.736043624,0.555740367,-2.992193918,0.002927829,0.186972697,-4.094388718,-2.975215354
Comp,1.152632674,2.963559206,2.976929532,0.002944852,0.187342945,-3.544249502,2.973436638
Cand2,0.381501427,4.306588651,2.971839372,0.002976026,0.188325683,-3.539539926,2.970203396
Dapk3,0.265560767,6.045599592,2.969832147,0.002982309,0.188325683,-3.051909556,2.969555499
Dnah7,-0.386002121,4.064958757,-2.967717857,0.003012308,0.189520676,-3.472324752,-2.966479151
LOC113177333,1.21885109,1.099336317,2.982526935,0.003036423,0.190338093,-4.104739064,2.964026379
