,logFC,AveExpr,t,P.Value,adj.P.Val,B,z.std
Snx19,-0.118199623,5.823128852,-1.674281668,0.094082867,0.69849896,-4.344815194,-1.674242922
Tbc1d25,0.103255164,5.078750872,1.67435244,0.094075799,0.69849896,-4.308805178,1.674278902
LOC113178136,-0.284614692,1.97264668,-1.674154001,0.094242478,0.698928161,-4.293161849,-1.673431009
Lsm5,0.239367672,3.188563334,1.67363978,0.094260726,0.698928161,-4.264622129,1.673338255
Mtdh,-0.136156663,7.265003837,-1.673390211,0.094263203,0.698928161,-4.340798374,-1.673325663
Degs1,0.215314248,6.49471846,1.67214052,0.094506371,0.699766696,-4.34909705,1.672091043
LOC113180199,0.380317237,1.257588581,1.673169925,0.094558929,0.699766696,-4.323763961,1.671824527
LOC113188095,-0.608174402,-0.64469508,-1.676624937,0.09458075,0.699766696,-4.433410149,-1.671713912
Tex11,-0.424293018,0.234695184,-1.67648712,0.094448436,0.699766696,-4.423294523,-1.672384962
Zdhhc21,-0.274309469,3.367917465,-1.672223468,0.094529371,0.699766696,-4.264688691,-1.671974396
Ldb3,-0.415292378,1.19828992,-1.673321121,0.094675336,0.700163796,-4.39010755,-1.671234663
Unc13d,0.45269484,2.875740103,1.671379995,0.094736043,0.700310113,-4.274351243,1.670927274
Best3,-0.416868603,2.45071127,-1.671385298,0.094813408,0.700459183,-4.34028796,-1.670535771
LOC113178251,3.370069688,-2.113385164,1.67722822,0.094919935,0.700459183,-4.420141868,1.669997113
Slc27a4,0.163724725,5.706898874,1.670236874,0.094884635,0.700459183,-4.333627976,1.670175554
Snapc5,0.138722661,5.465524528,1.670263613,0.094876459,0.700459183,-4.333622855,1.670216892
Snrk,-0.124319006,6.983294323,-1.669746626,0.09497992,0.700599727,-4.351581481,-1.669694009
Rev3l,-0.179341933,6.311037478,-1.669037779,0.095116379,0.701304002,-4.366832916,-1.669005052
LOC113193683,-0.302533829,3.148905945,-1.66920112,0.095176139,0.701442404,-4.322959761,-1.668703583
LOC113188004,0.482699868,-0.587486219,1.673251999,0.095228603,0.701526942,-4.40581622,1.668439043
Mtss1,-0.162784273,6.557829886,-1.66761684,0.095398481,0.702198868,-4.369639084,-1.667583272
Surf2,0.126037168,6.893238091,1.66761149,0.09540188,0.702198868,-4.358683195,1.667566164
Cd6,0.833228654,-0.746218883,1.680502843,0.095444735,0.702212277,-4.492941044,1.667350476
L3mbtl4,-0.231303155,2.739392393,-1.667312546,0.09553605,0.702280251,-4.277784964,-1.666891155
LOC113177130,0.293012521,2.461778202,1.667403211,0.095644985,0.702779145,-4.354178018,1.666343662
LOC113177702,0.474096758,0.314672977,1.66896291,0.095793634,0.702938535,-4.404582762,1.665597379
Pdgfd,-0.409272117,4.28468127,-1.665572703,0.095830982,0.702938535,-4.30830183,-1.665410017
Tpgs1,0.191067669,4.876903443,1.665923399,0.095742237,0.702938535,-4.310060178,1.665855308
Ube4b,-0.155008285,7.132611485,-1.665490129,0.095821065,0.702938535,-4.378996973,-1.66545976
Lpin2,0.213539801,7.437389841,1.66507849,0.095909893,0.702980774,-4.348199058,1.665014351
Pex11b,0.144351396,5.907635807,1.664856893,0.095959977,0.702980774,-4.332442906,1.664763358
Sf3a1,-0.143174311,6.783540209,-1.664960697,0.095930293,0.702980774,-4.35870081,-1.664912102
LOC113179578,0.361149677,3.838442574,1.664506416,0.096099893,0.703193631,-4.322535828,1.664062735
Macrod2,-0.134966405,6.149809461,-1.664196257,0.096085039,0.703193631,-4.347984718,-1.664137079
Numa1,-0.234247743,8.370108159,-1.663858408,0.096153398,0.703193631,-4.340601667,-1.663795029
Tbc1d15,-0.149428809,5.865564235,-1.66395745,0.096134844,0.703193631,-4.340386173,-1.663887846
LOC113186576,0.691071762,-0.68772452,1.668815427,0.09619946,0.703229968,-4.411907254,1.663564657
LOC113198558,-0.595040064,-0.643428123,-1.671697833,0.096256083,0.703343446,-4.467747284,-1.663281585
Aup1,0.108413305,5.750582423,1.662195992,0.096482279,0.703358538,-4.351438971,1.662152112
Gdf15,0.60129185,-0.992250644,1.667965547,0.096532036,0.703358538,-4.438916653,1.661903945
Isyna1,0.183579024,7.041714456,1.661887295,0.096545866,0.703358538,-4.358982457,1.66183498
LOC113178322,-0.983476116,-0.409122075,-1.667126787,0.096332823,0.703358538,-4.425372379,-1.662898161
Napepld,-0.213967362,3.56941127,-1.662350989,0.096481895,0.703358538,-4.273501175,-1.662154029
Otud7a,-0.162555716,4.567182406,-1.662393071,0.096472766,0.703358538,-4.315765478,-1.662199569
Sepsecs,-0.309921953,3.313188619,-1.66190588,0.096586955,0.703358538,-4.279510586,-1.661630145
Cops9,0.16156656,5.645591343,1.661186891,0.096684135,0.703467516,-4.355174572,1.661145965
LOC113198584,0.182845471,6.607364204,1.661332228,0.096652935,0.703467516,-4.381876574,1.661301371
Foxo6,-0.282131553,3.812823018,-1.660756962,0.096805114,0.70374933,-4.297433407,-1.660543749
Slc35a5,-0.120495906,4.958861006,-1.660638726,0.09679844,0.70374933,-4.319891009,-1.660576955
Abr,0.148872565,8.265487615,1.647447575,0.09948433,0.70532689,-4.348582454,1.647358742
Adcy6,0.165999019,6.789832326,1.653838501,0.09816643,0.70532689,-4.392340097,1.65380849
Apex1,0.175420191,6.159557339,1.652006347,0.098540816,0.70532689,-4.376452698,1.651969269
Atf1,-0.234415754,4.494104667,-1.655011889,0.097954358,0.70532689,-4.319931468,-1.654852813
Cbfa2t2,-0.182607973,5.737509424,-1.648328068,0.099295658,0.70532689,-4.361033846,-1.648277898
Cenpq,-0.298447,1.90297375,-1.655200824,0.098162205,0.70532689,-4.377136352,-1.653829277
Cpa4,0.418464716,2.486081723,1.658861496,0.097327036,0.70532689,-4.349676394,1.657952589
Ctps1,0.25589966,5.120784647,1.64988327,0.098985463,0.70532689,-4.329063894,1.649792113
Efcab14,-0.173214941,5.742715614,-1.64701279,0.099563189,0.70532689,-4.374448675,-1.64697498
Epb41l4a,-0.317371129,4.918776076,-1.658784186,0.09717977,0.70532689,-4.325244157,-1.658682586
Etfrf1,-0.168972911,4.571420411,-1.657773961,0.097397969,0.70532689,-4.321010484,-1.657601288
Eya3,-0.195815901,5.665249023,-1.648855884,0.099185433,0.70532689,-4.368295113,-1.648815529
Fam168a,-0.20999459,5.046573613,-1.655424441,0.09785077,0.70532689,-4.325463991,-1.655363577
Fdps,0.146895001,5.641497673,1.652075404,0.098527375,0.70532689,-4.365332719,1.652035199
Fkbp7,0.291879339,2.052438838,1.650660245,0.098963559,0.70532689,-4.309941115,1.649899178
Fsbp,-0.4441083,0.40368522,-1.658596103,0.097769223,0.70532689,-4.40929767,-1.655765961
Grm7,0.175465202,7.492531698,1.647181763,0.099527006,0.70532689,-4.395781081,1.647151032
Hmcn2,-0.316950993,3.020415081,-1.649566704,0.09912287,0.70532689,-4.321769208,-1.649120892
Il2rg,0.511033163,0.303484125,1.655768205,0.098554016,0.70532689,-4.423699048,1.651904524
Irak4,-0.25698102,3.989400478,-1.650084875,0.098968957,0.70532689,-4.319530857,-1.649872789
Jtb,0.183330541,6.720927351,1.652015433,0.098538003,0.70532689,-4.389532998,1.651983066
Jun,0.246530074,5.673956411,1.656930866,0.097549223,0.70532689,-4.3416777,1.656852879
Kcnma1,-0.142929446,6.487104064,-1.650624576,0.098827022,0.70532689,-4.364956145,-1.650567
Kiaa2012,-0.34580634,4.868533684,-1.651727032,0.098601744,0.70532689,-4.333761053,-1.651670478
Klhl29,0.143097553,5.778099777,1.650271874,0.098909422,0.70532689,-4.338580233,1.65016388
Lin54,-0.159842728,4.445265577,-1.653602823,0.098232433,0.70532689,-4.308873317,-1.653483834
LOC113175496,-0.265109523,2.632884213,-1.655883683,0.09785431,0.70532689,-4.305106324,-1.655346113
LOC113175883,-0.1635041,7.216977984,-1.658377481,0.097247414,0.70532689,-4.386550502,-1.658347168
LOC113176519,-0.147578626,5.627338445,-1.651206128,0.098709056,0.70532689,-4.352168847,-1.651144581
LOC113178253,3.479919604,-1.845590718,1.656308991,0.099035111,0.70532689,-4.422802754,1.6495495
LOC113178887,0.140159985,5.558280454,1.655585004,0.0978227,0.70532689,-4.339369949,1.655502053
LOC113179747,-0.254120407,2.709083339,-1.647946018,0.099513138,0.70532689,-4.345091954,-1.647218522
LOC113179901,-0.440137703,-0.369383184,-1.652099598,0.099151632,0.70532689,-4.393200938,-1.64898049
LOC113192779,0.519730798,0.124784816,1.663011025,0.09763076,0.70532689,-4.45995289,1.656449816
LOC113193488,0.384458033,2.190201576,1.647675122,0.099577501,0.70532689,-4.325290241,1.646905357
LOC113193531,-0.680458495,-0.525541354,-1.654323687,0.098885763,0.70532689,-4.410040516,-1.6502796
LOC113195947,0.309115664,1.657818663,1.657241214,0.097864097,0.70532689,-4.397095328,1.655297841
LOC113198163,-0.199416516,4.440543768,-1.655713689,0.097816387,0.70532689,-4.319729713,-1.655533202
LOC113200124,-0.349826661,1.194532414,-1.659748911,0.097367297,0.70532689,-4.386511017,-1.657753171
Lrrn2,0.144557982,6.689283355,1.649866312,0.098985082,0.70532689,-4.357087855,1.649793972
Mcfd2,0.124796037,6.929962472,1.657218855,0.097487221,0.70532689,-4.358927927,1.657159553
Morc2,-0.110060539,6.640892631,-1.657381778,0.097448411,0.70532689,-4.387734673,-1.6573516
Mpzl3,-0.38708275,0.88288301,-1.653702071,0.098812046,0.70532689,-4.421399941,-1.650640293
Mroh5,-0.501544398,0.203453341,-1.65722429,0.097919262,0.70532689,-4.368824771,-1.655025814
Myo1e,-0.237741962,4.745194151,-1.651250392,0.098715312,0.70532689,-4.326292676,-1.651113938
Nek2,0.246892593,3.194842937,1.650096876,0.098984771,0.70532689,-4.284609383,1.64979549
Npm3,0.132181928,4.70600612,1.65632047,0.097672519,0.70532689,-4.311476363,1.65624349
Ogt,-0.141187526,7.413512917,-1.650164242,0.098915595,0.70532689,-4.394114102,-1.650133694
Pagr1,0.238189605,4.667859896,1.653395124,0.098265583,0.70532689,-4.317230931,1.653320843
Pls3,0.138196844,6.469517591,1.655965516,0.097737747,0.70532689,-4.36861713,1.65592135
Ppp1r26,0.131982078,6.473262837,1.64760132,0.099450407,0.70532689,-4.355609977,1.647523902
Prob1,-0.308635497,2.975812764,-1.649002108,0.099209309,0.70532689,-4.28623918,-1.648699029
Ptk2b,0.191721171,5.478058895,1.648976767,0.099162681,0.70532689,-4.349317188,1.648926562
Pxdc1,-0.28270671,4.099070704,-1.654363754,0.098085811,0.70532689,-4.311604295,-1.654205277
Rps14,0.166762868,8.934252498,1.65252247,0.098437065,0.70532689,-4.354846933,1.652478398
Slc7a2,0.512518782,2.606390247,1.654184047,0.098254456,0.70532689,-4.333930592,1.653375547
Tmem183a,0.121248366,5.660640513,1.650630582,0.098826634,0.70532689,-4.351526783,1.650568897
Tsc22d3,0.231150272,7.31024042,1.648516324,0.099252884,0.70532689,-4.397675086,1.648486476
Tspan11,0.422286067,1.064371951,1.652253004,0.099191748,0.70532689,-4.428531293,1.648784712
Ube2e3,0.148531421,7.371589852,1.654683632,0.097995083,0.70532689,-4.387480157,1.65465213
Znf662,-0.27364309,1.632192341,-1.654042159,0.098308429,0.70532689,-4.31988762,-1.653110243
Znf711,0.235194062,6.654316488,1.647142756,0.099540139,0.70532689,-4.369106742,1.647087123
Chd6,-0.129917375,7.131757578,-1.64629259,0.099713581,0.705970148,-4.376107635,-1.646243773
Ets2,0.151381084,5.7359662,1.646172881,0.099750822,0.705970148,-4.341528075,1.64606284
Stard13,-0.206075871,5.077632486,-1.645727319,0.099831849,0.70625152,-4.338629636,-1.645669369
Atp2b2,-0.177911865,6.377123437,-1.64479992,0.100024435,0.706717763,-4.364988488,-1.644735178
Cmtm5,0.512854082,1.352203215,1.645912537,0.100228131,0.706717763,-4.400402954,1.643748654
Fam222b,-0.198424467,5.034772599,-1.644700205,0.100044034,0.706717763,-4.337044433,-1.644640186
LOC113196840,0.548042611,1.899786602,1.645055276,0.100199797,0.706717763,-4.349330981,1.643885785
LOC113198084,0.679221964,3.163408523,1.644639604,0.100122182,0.706717763,-4.291448495,1.644261578
Lsr,-0.274479803,5.970740021,-1.643928408,0.100204931,0.706717763,-4.362311911,-1.643860937
Pnma6a,0.404587994,7.813782779,1.645099281,0.099959233,0.706717763,-4.374186875,1.645051298
Sprn,0.525522499,1.865836944,1.645634324,0.100164707,0.706717763,-4.382600946,1.644055653
Rbbp7,0.121353184,7.149961904,1.643336409,0.100325811,0.707000101,-4.370297253,1.643276148
Serhl2,0.181914001,5.966066029,1.643207522,0.1003508,0.707000101,-4.36876533,1.643155326
Ccdc3,-0.256415167,4.579770349,-1.642990585,0.100423423,0.70705623,-4.328804445,-1.642804335
Ier3,0.421333274,2.262022312,1.643400351,0.100441401,0.70705623,-4.310115138,1.642717477
LOC113179343,-0.639030154,-0.781188121,-1.647079397,0.100497438,0.707159808,-4.421204077,-1.642446824
Cfd,0.418797454,2.740400653,1.642372958,0.100586454,0.707229363,-4.292769269,1.642017132
LOC113176837,0.717262224,-0.983710042,1.646462831,0.100589977,0.707229363,-4.411343704,1.642000133
Bub3,0.1430818,5.87615182,1.639830825,0.101060324,0.707361086,-4.351826004,1.639734782
Fah,-0.237051094,3.171793255,-1.639656309,0.101179159,0.707361086,-4.342868867,-1.639163761
Inhbb,-0.585981939,2.93742245,-1.64018127,0.101055245,0.707361086,-4.333120745,-1.639759199
Lca5l,-0.323641495,3.735729727,-1.640095436,0.101035682,0.707361086,-4.318328789,-1.639853254
Ldah,-0.159403391,5.252611031,-1.639607682,0.101105533,0.707361086,-4.348902555,-1.639517483
LOC113177094,-0.521449773,-0.944489691,-1.649686087,0.101187398,0.707361086,-4.48820415,-1.639124191
Lsm7,0.203143746,5.289981936,1.640242187,0.100964671,0.707361086,-4.36290174,1.640194797
Myo3b,-0.446304754,3.646764534,-1.639872612,0.101077687,0.707361086,-4.31586184,-1.639651317
Parp14,0.301843557,4.530304652,1.640513641,0.100917033,0.707361086,-4.319290471,1.640424025
Phf13,0.19376193,5.07821552,1.640966319,0.100830279,0.707361086,-4.337661121,1.640841704
Rasl10a,0.445066014,2.480591785,1.639972408,0.101168387,0.707361086,-4.341793442,1.639215497
Rita1,0.272432392,5.797179021,1.641018442,0.100804673,0.707361086,-4.366838663,1.640965035
Slc6a4,-0.576912183,-0.343901166,-1.646864883,0.100883344,0.707361086,-4.460836821,-1.640586188
Tmem167a,-0.124606864,5.425027165,-1.64017706,0.100984607,0.707361086,-4.35311452,-1.640098889
LOC113184935,-0.812068731,1.332095847,-1.639551421,0.101241343,0.707449203,-4.319507533,-1.638865171
Arid1a,-0.117856848,7.155540121,-1.638676221,0.10128779,0.707477508,-4.400629708,-1.638642238
Wsb2,0.134906769,6.579517464,1.638524531,0.101328077,0.707477508,-4.364379913,1.638448943
Asmtl,0.159151392,5.379074191,1.637396644,0.101557268,0.708247529,-4.367601886,1.637350438
Gramd2a,0.411944325,1.556259228,1.638498274,0.101537055,0.708247529,-4.332909149,1.637447235
Nr2c2ap,0.167613861,5.069558298,1.63738226,0.101562522,0.708247529,-4.350540762,1.637325278
LOC113185236,1.072142799,1.233037964,1.6376306,0.101788709,0.708669721,-4.343569183,1.63624315
Mapk8ip2,0.161013251,7.942345902,1.636892432,0.101665346,0.708669721,-4.372462455,1.636833108
Nlrc5,0.271650365,4.052524019,1.636543273,0.101754418,0.708669721,-4.305034457,1.636407082
Prickle4,-0.204141308,3.613274451,-1.63661304,0.101749487,0.708669721,-4.297889005,-1.636430659
LOC113190833,-0.617503388,-0.492485113,-1.639529542,0.101923065,0.709028219,-4.418190456,-1.635601265
Mfsd14a,0.129847514,6.467750814,1.635872185,0.101883422,0.709028219,-4.361517928,1.635790591
LOC113183882,0.350303865,4.332115774,1.635406402,0.101984549,0.70916765,-4.31951659,1.635307753
Loxl2,0.506489734,2.407890778,1.635192482,0.102155382,0.71006704,-4.329909941,1.634492966
Cartpt,0.488460345,8.945491122,1.633811856,0.102310186,0.710609721,-4.368299191,1.633755566
Nfkbia,0.338440214,4.823115725,1.633806091,0.102316505,0.710609721,-4.331846295,1.633725483
Kcnj2,0.34462373,1.738276846,1.635380808,0.102369587,0.710689957,-4.400930744,1.633472846
Bloc1s4,0.149873257,4.453245702,1.632166909,0.102672375,0.710834527,-4.33131377,1.632033758
Cdc40,-0.126651308,4.907354194,-1.632659986,0.102553392,0.710834527,-4.347866136,-1.632598854
Hdgfl2,0.119772322,6.990007256,1.631823511,0.102722713,0.710834527,-4.419308138,1.631794839
Hic1,0.277870265,3.316509952,1.63307119,0.102567157,0.710834527,-4.347375699,1.632533452
LOC113175475,-0.192441575,4.57927153,-1.632709548,0.102547068,0.710834527,-4.329301936,-1.632628908
LOC113193835,-0.414564968,-0.469430966,-1.636877842,0.10271626,0.710834527,-4.446083374,-1.631825463
Prkcd,0.222768376,3.29098944,1.632574073,0.102624979,0.710834527,-4.308919577,1.632258797
Relt,0.222477231,5.031112577,1.632722038,0.102555144,0.710834527,-4.343764547,1.632590531
Lekr1,-0.204322206,5.475932416,-1.630960689,0.102910917,0.711036549,-4.368370624,-1.63090239
LOC113182346,0.378086373,3.691585167,1.631440042,0.10283585,0.711036549,-4.302809817,1.631258199
Mcm3,-0.25146913,3.261317292,-1.631354261,0.102918105,0.711036549,-4.34839216,-1.630868333
Ubxn6,0.121019401,6.526195702,1.631259113,0.102841893,0.711036549,-4.416882515,1.631229545
Bcat2,0.348834474,4.381204751,1.629421817,0.103245616,0.711450278,-4.322899009,1.62931848
Ccdc24,-0.255286337,4.017287704,-1.628577711,0.1034353,0.711450278,-4.325288604,-1.62842264
Cntrl,-0.306077162,4.725137979,-1.629017509,0.103331867,0.711450278,-4.342085912,-1.628910971
Glra3,0.67938078,2.190211745,1.630517642,0.103191288,0.711450278,-4.342001726,1.629575301
Gtf2a1,-0.165191436,4.976096222,-1.628642698,0.103409375,0.711450278,-4.350826521,-1.628545001
Kif3b,-0.125455649,6.789568234,-1.629492538,0.103223994,0.711450278,-4.374424617,-1.629420681
LOC113184209,0.228946438,5.875443082,1.62900762,0.103318767,0.711450278,-4.402920926,1.628972848
LOC113190247,-0.57798565,-0.855550363,-1.635121289,0.10334795,0.711450278,-4.458413711,-1.628835016
LOC113199679,-0.411100411,1.756415998,-1.630410093,0.103315035,0.711450278,-4.387905557,-1.628990477
Rad51c,-0.221405717,2.750602419,-1.630282859,0.103125469,0.711450278,-4.305713867,-1.629886586
Snrnp35,0.214192075,4.744613196,1.628534584,0.103426466,0.711450278,-4.344592297,1.628464334
Col22a1,-0.442097041,2.180533378,-1.628687142,0.103497409,0.711591466,-4.316725152,-1.628129598
Eml5,-0.14841929,6.3688117,-1.627862246,0.103560593,0.711739931,-4.415671121,-1.627831624
Map3k7,-0.102963246,5.269880988,-1.627657992,0.103607792,0.711778464,-4.370533384,-1.627609128
Cabin1,-0.117455333,6.865667871,-1.62554507,0.104052517,0.71210813,-4.426650806,-1.625516661
CUNH1orf232,0.263462469,3.205363684,1.626158008,0.103978066,0.71210813,-4.304315556,1.625866462
Hsf2,0.183557671,5.166777044,1.624756762,0.104238349,0.71210813,-4.353656614,1.624644408
LOC113186572,0.50482273,-0.81806744,1.631064482,0.103826967,0.71210813,-4.419885553,1.626577003
Med13,-0.137961671,6.292994212,-1.62524373,0.104117269,0.71210813,-4.416459566,-1.625212588
Nasp,0.132596168,5.943610834,1.626337963,0.103885301,0.71210813,-4.403333752,1.626302589
Rhob,0.306374264,6.8167098,1.625286001,0.104111399,0.71210813,-4.398533566,1.625240145
Slc9a7,-0.27260076,5.078276497,-1.625145153,0.104143175,0.71210813,-4.36331053,-1.625090978
Srrm2,-0.188720524,9.211781068,-1.62658928,0.103833892,0.71210813,-4.379994584,-1.626544418
Stk4,-0.133025913,6.243998559,-1.624877349,0.104201106,0.71210813,-4.385594834,-1.624819117
Tmem87a,-0.134140646,5.868763669,-1.627072808,0.103734258,0.71210813,-4.379365832,-1.627013373
Trappc11,-0.089327434,6.083611314,-1.626126177,0.103929812,0.71210813,-4.409906043,-1.626093286
Usp48,-0.124350144,6.502107279,-1.624959551,0.104181918,0.71210813,-4.393535085,-1.624909149
Znf283,-0.127427688,5.77005881,-1.626848518,0.103777209,0.71210813,-4.395927313,-1.626811166
Cdkn1a,0.495956648,2.871572241,1.624410171,0.104379021,0.712300458,-4.310094566,1.62398495
Fgr,-0.24412382,2.581351965,-1.624828068,0.104345409,0.712300458,-4.352655893,-1.624142455
Sin3a,-0.122364398,6.419457805,-1.623816198,0.104423603,0.712300458,-4.404395131,-1.623776099
Slc14a1,0.35647976,2.917335538,1.624536397,0.104432995,0.712300458,-4.364342308,1.623732108
CUNH5orf34,-0.210422952,3.44829348,-1.623913411,0.104492262,0.712420746,-4.351740347,-1.623454597
Cln5,-0.166476731,4.918084907,-1.622871281,0.104629774,0.712844178,-4.360071223,-1.622811185
Cttnbp2nl,-0.153032251,5.242542899,-1.622824406,0.104637678,0.712844178,-4.372633157,-1.622774225
LOC113178535,-0.543099585,-0.601534882,-1.626103929,0.104751996,0.713055255,-4.419165436,-1.622239878
Zzz3,-0.106875981,6.276194076,-1.622391795,0.10472669,0.713055255,-4.414522027,-1.622358122
Adrm1,0.166205349,6.808404762,1.620450626,0.105143426,0.713815499,-4.414611555,1.620413761
Atp2b1,-0.132033236,7.71922412,-1.619616012,0.105321455,0.713815499,-4.423212296,-1.619584997
Atp5mc2,-0.138260382,6.138784925,-1.618868618,0.105489359,0.713815499,-4.386813856,-1.618804383
Cd19,-0.454080079,-0.347912577,-1.626614928,0.10528183,0.713815499,-4.476642976,-1.619769363
Cd274,-0.469278019,-0.025368367,-1.622137372,0.10545294,0.713815499,-4.419692241,-1.618973616
Fermt3,0.280060503,2.239242875,1.620326159,0.105285851,0.713815499,-4.321610443,1.61975065
Krt222,-0.209568609,3.970891256,-1.620309408,0.105190479,0.713815499,-4.323836001,-1.620194608
LOC113194190,0.489038551,-0.689787669,1.623651559,0.105392612,0.713815499,-4.422126,1.619254053
Mms22l,-0.296801429,1.560371494,-1.621822553,0.10525682,0.713815499,-4.416070835,-1.619885759
Nr1i2,0.486240364,0.376497556,1.622485758,0.105417108,0.713815499,-4.426257661,1.619140168
Sdcbp2,0.378491983,1.512683094,1.622351276,0.105079585,0.713815499,-4.391216389,1.620711224
Stpg1,-0.259835849,3.68014711,-1.620387184,0.105214294,0.713815499,-4.340940511,-1.620083718
Tc2n,-0.727248475,1.198608904,-1.622678948,0.104929271,0.713815499,-4.369609525,-1.621412177
Ube2f,0.128014315,6.340044179,1.619584932,0.105329263,0.713815499,-4.413718325,1.619548674
Wwp2,-0.136511986,5.780867499,-1.619533644,0.105343954,0.713815499,-4.388763971,-1.619480336
Slc6a12,0.421502842,2.714040466,1.619061664,0.105561315,0.714020073,-4.337870173,1.618470148
Tnrc6b,-0.238450923,6.246217238,-1.618249288,0.105617737,0.714119451,-4.406840194,-1.618208197
Was,-0.28931869,1.781242177,-1.61935268,0.105681497,0.714268346,-4.398995152,-1.617912312
Adssl1,0.240375101,4.027049903,1.61769764,0.10580705,0.714345322,-4.351963447,1.61733008
Ankrd66,0.784410105,1.117822641,1.620070998,0.105818114,0.714345322,-4.424360293,1.617278795
CUNH7orf31,-0.440020952,1.553555657,-1.61866015,0.105796841,0.714345322,-4.384808548,-1.617377401
Nfxl1,-0.302473369,4.981306618,-1.617158568,0.105861738,0.71435801,-4.36158795,-1.617076645
Gle1,0.127691303,5.996000672,1.616740573,0.105949512,0.714668506,-4.382818995,1.616670097
Tnfaip8l1,-0.254780283,2.292648211,-1.617020209,0.106112347,0.715484871,-4.389918974,-1.615916593
Psma7,0.135402164,6.835645042,1.615346311,0.106241779,0.716075447,-4.438598361,1.615318318
Zbtb40,-0.209242978,5.1166615,-1.614909573,0.106353079,0.716543403,-4.366030882,-1.614804311
Ccnq,0.152252728,4.55912424,1.613788151,0.10659202,0.717208504,-4.348339998,1.613702276
Cep350,-0.180884574,6.443808415,-1.614083992,0.106515572,0.717208504,-4.434037372,-1.614054652
Tub,-0.188519749,6.552419197,-1.613994042,0.106539203,0.717208504,-4.405575847,-1.613945709
Xpnpep2,-0.269013263,0.651277814,-1.615146089,0.106619437,0.717208504,-4.371817859,-1.613575948
Aatf,0.165542389,5.390229391,1.611216688,0.107148419,0.717801937,-4.376788324,1.61114364
Cby1,0.136374605,6.196112755,1.610981556,0.10720018,0.717801937,-4.385986519,1.610906149
Chpf2,0.176987207,6.154098028,1.610429147,0.10731594,0.717801937,-4.401348791,1.610375343
Cnih2,0.149395554,7.208535169,1.610429103,0.107311319,0.717801937,-4.431705211,1.610396525
Dennd5b,-0.222810722,4.729110775,-1.611779503,0.107033369,0.717801937,-4.354828983,-1.611671839
Efcab2,-0.260364427,4.483916748,-1.612664399,0.106848388,0.717801937,-4.354940922,-1.612522039
Gp1bb,0.408306517,5.992648306,1.610311279,0.10733849,0.717801937,-4.412862439,1.610271996
LOC113179767,0.242648266,2.442596052,1.612179566,0.107042411,0.717801937,-4.326372179,1.611630308
LOC113179768,0.290152466,2.10208386,1.612968789,0.10689181,0.717801937,-4.330679902,1.612322361
LOC113195989,0.443359028,6.544871525,1.610116034,0.107378774,0.717801937,-4.441998998,1.610087416
Nek10,-0.22545974,3.673925418,-1.611209282,0.107174958,0.717801937,-4.318725186,-1.611021858
Nop56,0.179345262,6.268444694,1.610420553,0.107317557,0.717801937,-4.402391618,1.610367932
Rgs5,-0.155981794,4.844805943,-1.611797184,0.107027041,0.717801937,-4.361884906,-1.611700901
Rxrg,0.259016939,5.267732689,1.610546734,0.107292254,0.717801937,-4.379084311,1.610483918
Sst,0.353974629,6.680921053,1.611081422,0.107169958,0.717801937,-4.423683026,1.611044799
Tmem119,0.294662083,2.675623424,1.612722842,0.107048677,0.717801937,-4.390914597,1.611601532
Ankrd1,0.636462332,0.40636743,1.611957694,0.107569683,0.717852403,-4.399723288,1.60921342
Chst11,-0.226457767,4.474916475,-1.609765354,0.107488936,0.717852403,-4.353461425,-1.609582935
CUNH2orf42,-0.190622295,4.456364295,-1.609219493,0.107596062,0.717852403,-4.354210419,-1.60909275
Fbxo41,0.327298458,4.119005077,1.60968836,0.107529691,0.717852403,-4.351322403,1.609396406
LOC113179680,-0.13617768,5.284841664,-1.609314543,0.10756478,0.717852403,-4.3753362,-1.609235852
Arl6ip1,0.227215126,7.713653259,1.608860004,0.107655984,0.717972275,-4.416076712,1.608818729
Hadh,-0.186755035,4.577260824,-1.608493058,0.107744144,0.718000596,-4.356903256,-1.608415799
Sema3a,-0.428740532,3.587488038,-1.608746953,0.107730109,0.718000596,-4.349261843,-1.608479929
LOC113195479,0.154391934,5.680288359,1.607576832,0.107936271,0.719000934,-4.414953416,1.607538592
Pxmp2,0.151015911,4.967817402,1.607477406,0.10798008,0.719012885,-4.363578043,1.607338741
F10,-0.31119353,2.373552567,-1.607568673,0.10811242,0.71951913,-4.377328436,-1.606735421
Hace1,0.143475636,5.728570695,1.60628027,0.108234323,0.71951913,-4.376221264,1.606180195
Hsdl1,0.236314468,7.071822074,1.606170226,0.108245834,0.71951913,-4.420542092,1.606127794
Phpt1,0.166064763,5.50630511,1.606075167,0.108266333,0.71951913,-4.40990709,1.606034485
Tp63,0.490256143,-0.878815407,1.617614159,0.108146917,0.71951913,-4.498969541,1.606578251
Etfb,0.197519078,7.653873334,1.605598661,0.108368746,0.719920166,-4.439215935,1.605568524
Aox1,-0.398855383,5.196758938,-1.605254687,0.108455311,0.720215654,-4.385462464,-1.605174939
Lcn2,0.927219059,1.857673539,1.605988181,0.108511128,0.720306803,-4.371257026,1.604921287
Acp1,0.120670104,6.740181701,1.60323129,0.108891158,0.720412441,-4.436045899,1.603197046
