,logFC,AveExpr,t,P.Value,adj.P.Val,B,z.std
Rcn1,0.592974106,6.538231303,7.664232344,1.82E-14,3.12E-10,2.55820167,7.66244572
Barhl2,-4.014760361,-1.124108318,-6.176515862,1.93E-09,1.65E-05,-3.083043786,-6.003838656
Tspan18,0.677968056,3.866709131,5.672589548,1.44E-08,8.22E-05,-0.491376306,5.668401048
Prg4,-1.594840598,4.127414206,-5.389548566,7.78E-08,0.000266181,-2.773968335,-5.372223865
Rcan3,0.447876542,6.987759209,5.411393509,6.27E-08,0.000266181,0.587311721,5.410799736
Ccdc177,0.824638733,2.445109739,5.302239234,1.21E-07,0.000333701,-1.699950939,5.291345734
Slc24a4,1.244565141,2.217259232,5.284457115,1.36E-07,0.000333701,-1.915169698,5.269898705
Cryab,-0.895105078,5.339555298,-5.213686748,1.90E-07,0.000406072,-2.05768502,-5.209029564
Chodl,-1.847970221,4.224062244,-5.010420532,5.51E-07,0.001047586,-0.8002215,-5.007665276
Efemp1,-0.798700686,5.341630814,-4.941038808,7.80E-07,0.001335381,-0.407746819,-4.940223305
Klf4,-0.917651138,2.941418177,-4.897233695,9.99E-07,0.001554562,-1.576819855,-4.891785883
Mpped2,0.459189607,5.720563739,4.846914767,1.26E-06,0.001793852,-0.237486995,4.846294568
Fam107a,-0.587115857,6.869873148,-4.748361855,2.05E-06,0.00270493,-0.186316091,-4.747956972
Slc16a2,0.599109267,6.346243144,4.630340776,3.69E-06,0.003945886,-2.093052028,4.628162064
Vax1,1.345591971,0.402141171,4.684009131,3.64E-06,0.003945886,-3.404460912,4.630930331
Vtn,-0.811513525,2.643493527,-4.643180185,3.53E-06,0.003945886,-1.903306844,-4.637428562
Sgk1,-0.858297771,4.521008571,-4.546016699,5.50E-06,0.005531712,-0.941526865,-4.544936379
Npas4,-1.700955355,1.082393334,-4.590661812,5.87E-06,0.005576901,-3.713726175,-4.531163828
Foxp4,-0.454590855,5.541647994,-4.517485107,6.27E-06,0.005650305,-0.639972002,-4.516960912
Pdcd1,0.724296123,3.608260302,4.472818318,7.82E-06,0.006689623,-1.579119452,4.47010346
LOC113176386,-1.117037998,2.266169548,-4.441662835,9.22E-06,0.007512496,-2.223784585,-4.434727944
Cdiptos,0.590529057,4.008436254,4.376967323,1.21E-05,0.009435136,-1.430386354,4.3752462
Kcnf1,-1.998324211,1.725508569,-4.357566309,1.47E-05,0.010064146,-3.358490845,-4.333099128
LOC113175441,0.617381784,5.842623946,4.338938912,1.46E-05,0.010064146,-2.642880872,4.335290452
Sod3,1.301995606,4.07955151,4.349751741,1.39E-05,0.010064146,-2.281572478,4.346156684
Tigd6,0.723017816,2.127557371,4.320711228,1.61E-05,0.010613795,-2.44536128,4.312722107
Gbe1,0.440618704,6.511035728,4.300646005,1.71E-05,0.010810014,-0.781970782,4.300315945
Cnga3,1.553238098,1.30129538,4.296046962,2.10E-05,0.012437738,-3.676823149,4.254252523
Ube2q2,0.242659825,6.206528201,4.253499593,2.11E-05,0.012437738,-0.860958057,4.253162861
Papln,-1.27998024,4.774003876,-4.228442065,2.37E-05,0.013492443,-1.585979222,-4.22728338
Neil3,1.855454886,1.221269608,4.220029578,2.64E-05,0.0145805,-2.91959302,4.202379319
Edn1,-1.148066672,0.937953515,-4.234059163,2.74E-05,0.014656913,-3.68347801,-4.194004074
Huwe1,0.40368647,8.829029239,4.175303815,2.98E-05,0.015003838,-1.028825369,4.174916546
Timp3,-0.349316545,7.705107997,-4.181907553,2.89E-05,0.015003838,-0.934783155,-4.181605272
Scnn1g,-1.053321724,0.512646575,-4.148877631,3.66E-05,0.01789814,-3.148176852,-4.127920948
Syn3,-0.338987279,7.776562869,-4.117599761,3.83E-05,0.01822186,-1.024260239,-4.117306163
Sorl1,0.528919315,6.227669648,4.103296526,4.08E-05,0.018862873,-1.052027571,4.102996185
Serpina5,-1.355830989,0.998774273,-4.109611931,4.23E-05,0.019068966,-2.995044653,-4.094307032
C1qc,-0.491542751,4.441355207,-4.077044384,4.58E-05,0.020082147,-1.456602172,-4.076256193
Comp,-1.829148856,2.963559206,-4.040723764,5.54E-05,0.022061297,-3.134826138,-4.031450669
LOC113191869,-0.796861673,2.028158783,-4.051476859,5.23E-05,0.022061297,-2.610804394,-4.044893766
Pgm5,-0.951140472,2.492751652,-4.049049883,5.45E-05,0.022061297,-3.365315932,-4.03523906
Tstd2,0.483602711,5.35038989,4.038543722,5.39E-05,0.022061297,-1.686871838,4.037899567
Grm3,-0.611380474,4.167383197,-4.011162782,6.07E-05,0.023593532,-1.625193425,-4.010219275
LOC113191535,0.499516272,3.979695379,3.951185479,7.82E-05,0.029139255,-1.832461515,3.949935074
Marveld1,0.71627711,5.212434557,3.949947646,7.83E-05,0.029139255,-1.435446813,3.949462887
Adgrv1,0.983258336,4.312952018,3.908323303,9.48E-05,0.034516629,-3.02963643,3.90353407
Scn11a,-1.863356389,1.797474767,-3.910762419,9.78E-05,0.034852898,-3.341931709,-3.89608925
Cracd,0.600590024,6.063816333,3.879997459,0.000104578,0.036523217,-1.372446972,3.879717926
Coch,-1.086276696,3.220414044,-3.84720811,0.000120679,0.04049388,-2.282948821,-3.84474172
Lef1,-1.222800359,3.10674176,-3.856776827,0.000119436,0.04049388,-3.345673401,-3.847280898
Col6a5,-1.141379282,0.904730313,-3.884967079,0.000127013,0.04179946,-3.97362104,-3.832179697
LOC113187260,-0.793541213,2.76535646,-3.764432368,0.00017053,0.055062037,-3.031247136,-3.759092963
Cxcl12,0.653274729,4.386220035,3.750266413,0.000177981,0.056403564,-2.669452108,3.748378939
Cachd1,0.317145711,5.495225919,3.74369147,0.000181555,0.056490087,-1.603679672,3.743388428
Meis3,0.50204297,4.820074623,3.72450738,0.000196469,0.060038855,-2.361347687,3.723513809
Crhr2,1.095225251,2.781573764,3.719507789,0.000204035,0.061257022,-3.083923109,3.713967562
LOC113201012,-1.094758429,-1.065675735,-3.740781295,0.000216825,0.063974605,-3.722371246,-3.698561228
LOC113187880,-2.166209642,-0.740600504,-3.723231031,0.000229678,0.066618248,-3.667313974,-3.683916147
Hrct1,-1.018866835,0.000894009,-3.69784009,0.000234289,0.066823047,-3.436473648,-3.678849226
Serpina3,-0.95177082,5.783824912,-3.663203232,0.000249396,0.069965763,-1.803906118,-3.662879503
Znf527,-0.37004769,3.749594422,-3.648713241,0.00026465,0.073047784,-2.178763868,-3.647649412
Vwce,-1.00997996,3.745165345,-3.641896295,0.000273471,0.074284368,-2.870712431,-3.639214118
Calb2,-1.178978873,4.316341046,-3.62125336,0.000294683,0.078795372,-2.59267123,-3.619930084
Crym,2.031691656,8.214665047,3.601711226,0.000316416,0.080528023,-1.798094839,3.601475398
Gjb6,-1.003838047,4.602305389,-3.599204789,0.000319985,0.080528023,-2.167086866,-3.598559107
LOC113176803,0.659790239,3.251924332,3.609795661,0.000308871,0.080528023,-2.494237269,3.607743921
Nmnat3,0.618824098,4.429232237,3.606306881,0.000311419,0.080528023,-2.058051882,3.60561162
LOC113179611,1.6116113,-1.41501322,3.643646655,0.000341587,0.084718487,-3.961806229,3.581530812
Ccdc163,0.807043049,1.073698424,3.58576709,0.000347707,0.085004403,-3.187828267,3.576889624
Bfsp2,-1.194823604,-0.617110905,-3.594029227,0.000365078,0.085053102,-3.681659222,-3.564120859
Col17a1,1.305347969,2.037857497,3.577218915,0.000356008,0.085053102,-3.034046491,3.570715173
Lcp2,-0.586892062,2.452536317,-3.561791439,0.000372757,0.085053102,-2.757905478,-3.558656584
Rtn4rl2,-0.768727604,1.212482371,-3.568452944,0.000370476,0.085053102,-3.181980223,-3.560268088
Tubgcp2,-0.307136123,6.863912721,-3.566292813,0.000362309,0.085053102,-1.752995584,-3.566117164
Pde4b,-0.699722329,5.244136897,-3.559159809,0.000381955,0.086005264,-3.468983037,-3.552247612
LOC113199792,1.055700104,-0.160052992,3.554465596,0.000411109,0.091367733,-3.574567753,3.532847581
Epha3,-1.172681724,2.70446197,-3.521347251,0.000470834,0.099473851,-3.909988974,-3.496823077
Fbxo9,-0.277946342,5.460794018,-3.498680094,0.000468018,0.099473851,-1.935795093,-3.498423334
LOC113181945,1.598192247,3.174702832,3.594637491,0.00045406,0.099473851,-4.218446033,3.506488844
Nup205,0.37611997,5.590897154,3.499588841,0.000466422,0.099473851,-1.930989735,3.49933397
Parvb,-0.397211458,5.900428211,-3.48941322,0.000485106,0.101239178,-2.521852269,-3.48884871
Sntb1,0.802284069,4.978138887,3.484070848,0.000495017,0.102063063,-2.414067714,3.483438151
Otol1,-1.532594884,-0.096389445,-3.499347254,0.000509112,0.102499309,-3.643591961,-3.47591562
Rps6ka6,0.55452812,5.986775332,3.481274495,0.000505713,0.102499309,-3.286184641,3.477712217
Pcdh11x,-0.755866731,2.775073836,-3.476905866,0.000519916,0.103457221,-3.431202409,-3.47028008
Slc4a8,0.643847275,4.630420784,3.464741304,0.000534204,0.105078473,-2.969605812,3.462992314
Umodl1,1.59278029,1.498445646,3.606814803,0.000569909,0.110827817,-4.338008461,3.445545166
C1qtnf5,-0.844695267,3.40654299,-3.435905077,0.000593701,0.112888959,-2.560245797,-3.434475808
CUNH2orf66,-1.614538784,3.623379842,-3.439000529,0.000587674,0.112888959,-2.609161465,-3.437240397
Mrc1,-1.30971959,2.106477787,-3.421546461,0.000631222,0.118704344,-2.954306051,-3.417831553
Pvalb,-1.417113739,-1.017149285,-3.440496892,0.000642669,0.119543409,-3.737677644,-3.412936588
Ubash3a,1.769876143,0.031264566,3.429999289,0.000653352,0.120223844,-3.631126964,3.408440936
Dao,-1.217468825,-0.635950288,-3.425527812,0.000664015,0.120886054,-3.667710953,-3.4040216
Rbp4,0.973725851,3.501553871,3.425821356,0.00067655,0.121871565,-3.979418338,3.398909934
LOC113178866,0.506737311,1.924004215,3.396881273,0.000692274,0.122132776,-3.062524289,3.39262093
Stab2,-0.926458128,0.931159944,-3.404076791,0.00068529,0.122132776,-3.346183244,-3.395397479
LOC113178448,0.994618605,0.947195867,3.390253544,0.000722638,0.126188859,-3.374700372,3.380842986
Dhx40,0.285017575,6.531984406,3.375509971,0.000737213,0.126853756,-2.031252181,3.375352257
Slc6a3,1.964569537,1.79300667,3.394209334,0.000748684,0.126853756,-3.909049492,3.371101014
Wnt2b,-0.569613536,2.237962467,-3.375780973,0.000744124,0.126853756,-2.943766271,-3.372783786
Pmch,-2.991976045,0.442308182,-3.633844843,0.000766605,0.128616763,-4.427288415,-3.364579157
Pdgfrl,-1.022155896,0.731188465,-3.368633602,0.000782969,0.130086875,-3.425110356,-3.358746353
LOC113189475,0.752273802,2.553082405,3.356038359,0.000797864,0.131286965,-2.876930452,3.353534776
Gpc5,-0.650230911,3.459619916,-3.346437785,0.000826223,0.134658651,-3.152754404,-3.343856965
LOC113180720,1.007831684,-0.805423425,3.362122751,0.000867091,0.137393747,-3.828999909,3.33043926
Rspo2,-1.440686402,0.964711709,-3.340060564,0.000861424,0.137393747,-3.337733419,-3.332264411
Slc7a11,-1.04829749,6.138415569,-3.333235576,0.00086608,0.137393747,-3.274233059,-3.330764031
LOC113195172,1.589322575,2.444633771,3.327567517,0.000887645,0.139360326,-3.015155458,3.323910937
Hdc,-1.468520811,3.421069556,-3.321545334,0.00089897,0.139855257,-2.593313841,-3.320373692
Fam151a,0.694824703,2.174202076,3.309407799,0.000946158,0.140449602,-3.047547101,3.306065897
LOC113188095,1.967461044,-0.64469508,3.418071076,0.000939039,0.140449602,-4.275816172,3.308181618
Lrrc25,-1.001813923,-0.056664121,-3.32080244,0.000944634,0.140449602,-3.599796049,-3.306517518
Myh15,-0.380869473,4.785539246,-3.311567633,0.000928913,0.140449602,-2.28790246,-3.311216412
Ppp1r14a,-0.861990133,4.383126223,-3.308920796,0.000940114,0.140449602,-2.858293263,-3.307861294
Selenop,-0.466017372,8.09976479,-3.305016162,0.000952034,0.140449602,-2.84337747,-3.304330939
Ankrd34c,-1.172374073,2.562454597,-3.276556262,0.001058926,0.154485089,-2.904531395,-3.274384011
Csf1,-0.69990733,3.882132942,-3.266418943,0.001101337,0.154485089,-3.356952133,-3.263272147
Il1rap,-0.332797564,3.599542739,-3.271029241,0.001075061,0.154485089,-2.625867774,-3.27010898
Kcnh7,-0.456828903,3.554447764,-3.272238413,0.001070775,0.154485089,-2.65030881,-3.271238655
LOC113190361,-0.940038139,4.111850727,-3.273331741,0.001083712,0.154485089,-3.571863604,-3.267840976
Lrp4,0.438789313,5.452633916,3.264912833,0.001095877,0.154485089,-2.265558321,3.264680175
Foxd2,-1.200482962,0.971993631,-3.291083375,0.00111433,0.155036879,-4.058279798,-3.259946987
Acta2,-1.18158525,3.936655926,-3.230662266,0.001238093,0.163712105,-2.562315668,-3.229955898
Alpl,-0.831049757,2.46119002,-3.236105064,0.001234835,0.163712105,-3.501496621,-3.230709311
Cdr2,-0.366435076,5.309715364,-3.228909399,0.001243649,0.163712105,-2.322215957,-3.228675444
LOC113188776,0.31488861,7.038251276,3.236134849,0.001212211,0.163712105,-2.267018557,3.235991246
Ramp2,-0.548176123,4.994818483,-3.233485641,0.001226015,0.163712105,-2.861626763,-3.232757819
Slc6a13,-1.496857831,3.81850614,-3.238103684,0.001237874,0.163712105,-3.714333761,-3.230006405
Tcn2,-0.491659879,4.594123668,-3.230814573,0.001238857,0.163712105,-2.979287239,-3.229779564
Cxcl14,1.089113057,5.915411244,3.217217534,0.001296114,0.169316008,-2.676734683,3.216838824
Abcb4,-0.982280092,0.123348514,-3.232937356,0.001390589,0.175046123,-4.099486103,-3.196597386
Amigo2,0.411856697,5.754449441,3.186233843,0.001442266,0.175046123,-2.338724999,3.186056094
Chrm1,-1.212630861,2.560395979,-3.208364641,0.001418476,0.175046123,-3.957619535,-3.190864908
Lama4,0.515531592,3.961863796,3.191078976,0.001420875,0.175046123,-2.636819369,3.190376695
LOC113184365,-0.236558088,5.884567257,-3.196319949,0.001392698,0.175046123,-2.30893676,-3.19616007
LOC113190950,-0.568437924,2.151239774,-3.189908234,0.001436766,0.175046123,-3.11205985,-3.187161362
Loxl4,0.765019489,2.313711438,3.190351757,0.001435482,0.175046123,-3.120712888,3.187419898
Ltbp2,-1.318349329,3.294931568,-3.199047362,0.001386201,0.175046123,-2.859053081,-3.197509069
Stra6,0.702001947,2.8367338,3.193173764,0.001416583,0.175046123,-2.964745633,3.191250768
Timd4,-0.7131467,0.281506847,-3.215422028,0.001353782,0.175046123,-3.596912065,-3.204327954
Slc22a8,-1.142152164,3.217600195,-3.187202205,0.00145523,0.175375706,-3.444129434,-3.183466411
Dach2,-0.293100866,5.586523403,-3.179497182,0.001476371,0.17564282,-2.421859162,-3.179288393
LOC113175382,-0.71949433,4.993075735,-3.179244276,0.001477974,0.17564282,-2.419995681,-3.178973931
Acot11,0.68663311,3.281754424,3.168962186,0.001536333,0.178852184,-2.836957873,3.167731523
Bsx,-1.013391016,3.272706225,-3.172923623,0.001515952,0.178852184,-2.892992831,-3.171612294
Gch1,0.931149656,4.304453891,3.168996658,0.001533616,0.178852184,-2.787303166,3.168246123
Fibin,-0.936582873,3.373463373,-3.159533744,0.001586539,0.183448891,-2.831394138,-3.158370345
LOC113176640,0.362040943,4.484628062,3.153590211,0.001614897,0.184238162,-2.535371438,3.153202658
Tpm4,-0.209314935,6.707183643,-3.153980372,0.001611294,0.184238162,-2.343510739,-3.153854585
Tnpo1,0.385970404,6.328694035,3.150320942,0.001631696,0.184921992,-2.36168752,3.150180459
Fmr1,0.380525583,5.910633062,3.14605729,0.00165588,0.186428126,-2.446458881,3.145879869
LOC113201158,-0.338678178,5.093403125,-3.142938781,0.001673976,0.187233657,-2.453983769,-3.142699511
Ttll3,0.359947402,5.745792899,3.140746393,0.001686154,0.187371164,-2.40064606,3.140576899
Zic2,-1.226769218,3.363961039,-3.132584868,0.001829676,0.202008008,-3.972707111,-3.116571064
LOC113175944,-1.759175083,3.412536732,-3.121304071,0.00184547,0.202445697,-3.732079578,-3.114035948
LOC113179643,-0.698472104,1.370792235,-3.11308857,0.001911663,0.208371222,-3.761344881,-3.103623767
Adgrv1,0.735087057,4.257614,3.101763124,0.001927609,0.208779544,-2.705018264,3.101164962
Hr,0.717047163,5.405115101,3.094607155,0.001972678,0.21099021,-2.700852524,3.094315223
Prom1,0.684654827,5.000091527,3.09586317,0.001964299,0.21099021,-2.549598599,3.095577702
Cyr61,-0.748026663,2.538655247,-3.094082087,0.00198734,0.211238203,-3.093576379,-3.092117739
Kcnk1,0.583170769,5.157697322,3.082188696,0.002056809,0.217272625,-2.643602977,3.081904436
Nefm,0.718777911,7.667258385,3.074056401,0.002112594,0.221796447,-2.466516644,3.073929431
Stx11,1.043683753,2.08267625,3.071331666,0.002154145,0.224779817,-3.269826235,3.06811384
Abcg1,0.344497195,6.208193096,3.059236108,0.002219997,0.225070536,-2.492852697,3.059104519
Cntn5,-0.824153511,4.245032047,-3.062136232,0.00220232,0.225070536,-2.893446144,-3.061498622
Fndc1,-1.750683484,0.017767193,-3.137335157,0.002207037,0.225070536,-4.302468608,-3.060858112
LOC113185966,-0.678898556,1.129943407,-3.064270126,0.00222903,0.225070536,-3.589878336,-3.0578878
LOC113199021,0.783625015,3.588662823,3.06505581,0.002183636,0.225070536,-2.899611775,3.064048394
Sfmbt2,0.497090462,5.454153391,3.057172733,0.002235844,0.225070536,-2.548359057,3.056973076
Fat1,0.577515875,6.374110862,3.051157433,0.002296014,0.229775902,-3.452479827,3.049004096
Ngfr,-1.250481665,2.773155174,-3.04620025,0.002331697,0.231990313,-3.106204081,-3.044368014
LOC113201016,1.350277619,-1.26842795,3.068675642,0.002377412,0.233819831,-3.973648889,3.038522699
Tmem114,-1.311911528,0.467456003,-3.04776974,0.002365098,0.233819831,-3.589867329,-3.040086974
Hmcn2,0.838112425,3.020415081,3.040827502,0.002408854,0.234025976,-3.736265535,3.034561758
LOC113201461,-0.610439058,2.249743219,-3.038769741,0.00241047,0.234025976,-3.563066284,-3.034359557
Tcerg1,-0.209461446,6.087141062,-3.033231639,0.002420534,0.234025976,-2.530589363,-3.033102465
Eef2,0.207579081,10.54669161,3.028350618,0.002460932,0.235621599,-2.626958326,3.028104243
Zp2,3.003513569,1.322375475,3.041475371,0.002464575,0.235621599,-3.774355498,3.027657228
Nov,-1.119563368,2.533888631,-3.028003718,0.002479056,0.235689398,-3.187207533,-3.02588614
LOC113184935,1.899703337,1.332095847,3.028200218,0.002512208,0.236216532,-3.527897913,3.021867169
Ptgds,-1.153204637,9.574045309,-3.027212962,0.002500192,0.236216532,-3.636030095,-3.023318152
Casz1,0.596339303,4.711244764,3.007522786,0.002637219,0.241466576,-2.807683115,3.007135878
Cilp,-0.80976679,2.734288696,-3.008714924,0.002638593,0.241466576,-3.181225046,-3.006977439
Ddit3,-0.470316051,6.154231715,-3.007304507,0.002636852,0.241466576,-2.567396248,-3.00717817
Fhdc1,-0.668414199,2.525310247,-3.012285983,0.002615995,0.241466576,-3.386330827,-3.009591269
Parp8,0.406032817,5.836531885,3.008790042,0.002624171,0.241466576,-2.58065664,3.008643213
Cldnd2,-1.314768424,-0.600289654,-3.020779748,0.002678802,0.242614403,-3.878029713,-3.00237696
Fabp3,0.513440766,5.513496248,3.002593664,0.002679491,0.242614403,-2.846566539,3.002298771
Flvcr2,-0.925269072,1.700742348,-2.999344757,0.002735267,0.243740725,-3.369323981,-2.996022052
LOC113186742,-0.713810624,7.19682208,-2.996369803,0.002736734,0.243740725,-3.104255084,-2.99585854
LOC113194425,0.28212584,4.969254134,2.998314917,0.002716876,0.243740725,-2.661976591,2.998078545
Pdlim2,0.614920837,3.979520362,2.995496433,0.002748902,0.243740725,-3.123726613,2.994505389
Csrp1,-0.509889486,5.822063716,-2.987928798,0.002812782,0.247760776,-3.046053042,-2.987490292
Gng4,-0.857046468,1.179414135,-2.989320636,0.002837674,0.247760776,-3.48121326,-2.984796129
Igfbp4,0.868711358,5.389727751,2.989717431,0.002835417,0.247760776,-3.709813627,2.985039508
LOC113187405,0.928010401,1.321487495,2.986703326,0.002866736,0.247769985,-3.505119689,2.9816777
Ret,0.739346397,6.205547494,2.982190709,0.002864887,0.247769985,-2.957518033,2.981875289
Ibsp,-1.054215475,-0.648257378,-2.995590442,0.00288696,0.248264081,-3.860597093,-2.979524615
Ppp1r12c,-0.258847703,7.252103806,-2.977693302,0.002905266,0.248589096,-2.596549762,-2.977587595
Tmem244,1.057392105,-0.910006312,2.993542276,0.002978441,0.253582354,-3.954829132,2.969954299
Adk,0.3099817,6.493779193,2.963356239,0.003044121,0.254273793,-2.620737987,2.963247098
Arhgef28,0.426872955,6.719887069,2.963164829,0.003045996,0.254273793,-2.619669408,2.963057576
CUNH22orf23,-0.33408446,5.295911454,-2.967135032,0.003009015,0.254273793,-2.916594812,-2.966815433
Vit,-1.165025738,0.725806102,-2.986766786,0.003027228,0.254273793,-4.081177334,-2.964959503
Dph1,0.213842983,5.07157628,2.960968768,0.003068868,0.254939488,-2.701514852,2.960754174
Kcnj12,0.623089294,2.672219372,2.961740922,0.003084673,0.255014532,-3.415248614,2.959171587
Cxcl10,-2.80390906,-0.153286368,-2.998155687,0.003119234,0.25628696,-4.199126269,-2.955736566
Insm2,-0.864732337,0.934069023,-2.957709512,0.003157202,0.25628696,-3.583193166,-2.952002637
Myom1,-0.592142242,1.16486369,-2.956411003,0.003159969,0.25628696,-3.527407219,-2.951732164
Zic1,-1.865294147,2.178502486,-3.00451393,0.003153351,0.25628696,-4.284074998,-2.952379534
Slc25a48,-1.110937801,2.365834564,-2.956739586,0.00327056,0.264005169,-4.041045943,-2.941093294
Unc45a,0.173803543,6.918705356,2.938667625,0.003297347,0.264917828,-2.652915202,2.938565769
LOC113198732,-1.020254293,0.786812268,-2.952773672,0.003330969,0.266368598,-4.034427653,-2.935419578
Wdr17,0.345375972,4.964460069,2.933262763,0.003358241,0.26730038,-2.979145605,2.932888826
LOC113192066,1.28699673,-0.542520928,2.946681351,0.003450431,0.273366798,-4.0170564,2.924470199
Wdcp,0.261771531,4.501727654,2.921052687,0.003492136,0.275395965,-2.826549674,2.920728858
Abcd3,0.213910669,5.711932643,2.917813846,0.003527237,0.275986953,-2.866050982,2.917611369
Cbs,-0.508744441,5.522284317,-2.917358323,0.003531885,0.275986953,-2.724707321,-2.917200667
Adgrg3,-1.054830247,-0.461683386,-2.934251351,0.003617834,0.276392859,-4.088046908,-2.909693426
Fbxo32,0.47824291,4.895359862,2.912781155,0.003585236,0.276392859,-2.79780315,2.912521408
LOC113190616,0.604749493,0.46265033,2.918411484,0.003606529,0.276392859,-3.706005135,2.910671534
LOC113201111,-2.227962798,-0.430330619,-2.928697144,0.003600882,0.276392859,-3.891194271,-2.911161163
Map3k6,-0.419024347,2.516991286,-2.916714052,0.003557893,0.276392859,-3.270806093,-2.914911588
Tmtc4,0.664863243,6.425124534,2.907898099,0.003639971,0.276848087,-2.705868061,2.907786221
Mb21d2,0.374845633,3.937677304,2.905963034,0.003681646,0.278778829,-3.461178854,2.904224006
Foxg1,-2.11677849,-0.534667966,-3.12264783,0.003723234,0.28068591,-4.472440568,-2.900705691
Fam234b,0.221427216,6.259119763,2.898968649,0.003745212,0.28110444,-2.716795457,2.898860743
Ccdc157,0.333753746,4.399076744,2.886001574,0.003906185,0.291906272,-2.894677384,2.885640186
LOC113193485,-0.577047977,2.682821291,-2.881388201,0.003975954,0.293541637,-3.216663852,-2.880063277
Smpx,-1.723129662,-0.232474475,-2.897847091,0.003947009,0.293541637,-3.912228004,-2.882366036
Tmod1,0.796144435,5.112408678,2.880382956,0.003979528,0.293541637,-3.220004889,2.879779977
LOC113198096,0.779483792,1.088788205,2.882669973,0.004009726,0.294499764,-3.618338296,2.877395555
LOC113179170,0.344198986,5.684351648,2.87406918,0.004053968,0.296476697,-2.773963829,2.873931594
Bcl11a,-0.306009614,4.436520592,-2.870741463,0.00409874,0.296755511,-2.873107414,-2.870460817
Egr4,-0.915530297,1.62688316,-2.87136334,0.004127144,0.296755511,-3.472195763,-2.868276728
Rprm,-0.824958353,3.551293729,-2.871287788,0.004110856,0.296755511,-3.469786679,-2.869527461
Tas1r3,1.03216864,-0.204104155,2.882610695,0.004123505,0.296755511,-3.889753104,2.86855576
Dio2,1.65459279,4.16228819,2.86733597,0.004218803,0.300818217,-3.854045106,2.861320535
Plat,-0.54842076,4.506840663,-2.862774326,0.004204236,0.300818217,-2.986205833,-2.862416791
Fam237a,-1.740702382,-1.413320306,-2.87881383,0.004293793,0.304894938,-4.015286867,-2.855730593
Col19a1,-1.040027024,2.472485157,-2.85620517,0.004323663,0.305747328,-3.524466763,-2.853528607
Fam198b,-0.565822733,4.092582111,-2.852180996,0.004347815,0.306189956,-2.971382894,-2.851758266
Cenpp,-0.910292561,5.968618104,-2.848240775,0.00441818,0.307350852,-3.533290613,-2.846650804
Ppp1r1b,-1.265344043,4.60321321,-2.850090769,0.004411071,0.307350852,-3.676959963,-2.847163457
St13,0.205487735,7.033740528,2.848308715,0.004396513,0.307350852,-2.783265306,2.848215599
Pyroxd2,0.681632089,5.254761054,2.834944255,0.004601785,0.318827282,-3.480580935,2.833662912
Kif13a,0.31309324,6.119476045,2.830052512,0.004655584,0.318861685,-2.818451251,2.829946156
LOC113183248,-0.373712663,5.636936641,-2.829895344,0.004658179,0.318861685,-2.832510193,-2.829767837
Tor3a,-0.50643944,4.290255761,-2.834185435,0.004650462,0.318861685,-3.765476521,-2.830298332
Ccdc113,-0.559906539,4.464772141,-2.829104576,0.004681723,0.319196497,-3.375355359,-2.828154356
Carhsp1,-0.245082487,5.676336701,-2.822067795,0.004773449,0.324158885,-2.846045508,-2.821937402
LOC113193556,0.711655568,0.531264816,2.826613706,0.004811803,0.3241905,-3.759362619,2.819369908
Slc7a2,-1.065734443,2.606390247,-2.824487333,0.004801656,0.3241905,-3.767990522,-2.820047366
Kcne5,-0.726020969,2.379541799,-2.812126546,0.00496166,0.33038475,-3.551196758,-2.809512476
Map3k5,0.301040673,6.102545535,2.80997541,0.004956182,0.33038475,-2.848810181,2.809868005
Ofcc1,0.656960241,0.931935927,2.815811178,0.004946723,0.33038475,-3.681170311,2.81048284
Hspb7,-1.621725655,0.387161468,-2.830734455,0.004981135,0.330395975,-4.149233845,-2.808251241
Upp2,-1.482719467,-0.112581261,-2.824177007,0.005062385,0.334488761,-4.120370238,-2.803037092
Capn8,-0.964280925,-0.361991333,-2.809003124,0.005163463,0.335060801,-3.954368465,-2.796655045
Ciao2b,0.250675322,5.601141403,2.794863761,0.005194302,0.335060801,-2.887331676,2.794730337
Efhd1,-1.1048131,1.882367184,-2.841683035,0.005174992,0.335060801,-4.301086183,-2.795934295
LOC113177066,0.468939734,1.431295133,2.801450794,0.005146629,0.335060801,-3.597577924,2.797710071
LOC113177132,0.88206206,-0.187244761,2.806749138,0.005184234,0.335060801,-3.88810505,2.795357562
Ptgfrn,-0.478682864,4.251282224,-2.797634911,0.005152833,0.335060801,-2.991494696,-2.797320907
Ypel1,-0.449946435,6.451555697,-2.793966628,0.005208098,0.335060801,-2.864723891,-2.793872705
Cplx4,0.678089185,4.271402581,2.787847489,0.005312414,0.338948651,-3.036800904,2.787453121
H6pd,0.324355276,4.241930722,2.786910439,0.005331798,0.338948651,-3.267177212,2.78627277
LOC113183819,0.904500308,2.360071168,2.804332842,0.005347755,0.338948651,-4.147035767,2.785304043
Rorb,0.389063492,5.030448277,2.786248655,0.005338342,0.338948651,-3.190149295,2.785875222
Ccnb1ip1,-0.575406027,2.895643824,-2.784662434,0.005376544,0.339515859,-3.279000911,-2.783562877
Atp11a,0.368135799,5.950119728,2.779233801,0.005450567,0.341668677,-2.895250562,2.779124278
Mccd1,-0.32977356,5.063010244,-2.780405197,0.005435159,0.341668677,-3.185457802,-2.780043635
