,logFC,AveExpr,t,P.Value,adj.P.Val,B,z.std
Adam12,-0.240336896,3.560419036,-0.906086512,0.364936327,0.999972263,-4.782611988,-0.905999104
Adam15,-0.223256783,6.762381403,-0.938465052,0.348028203,0.999972263,-4.860310111,-0.938420796
Adam17,-0.03113399,5.842161407,-0.232243051,0.816350143,0.999972263,-5.432719349,-0.23224189
Adam19,-0.035438884,3.296300573,-0.138848255,0.889587338,0.999972263,-4.89777151,-0.138826392
Adam2,0.226081906,1.339628433,0.268035273,0.791757862,0.999972263,-4.610613312,0.264028625
Adam20,-0.022079854,1.841908385,-0.096672209,0.922994853,0.999972263,-4.93160497,-0.096661957
Adam22,-0.011148151,5.591531737,-0.047483868,0.962140359,0.999972263,-4.8419235,-0.047467843
Adam23,-0.044983681,5.626695262,-0.193123616,0.846866654,0.999972263,-5.137950203,-0.193117875
Adam28,0.935195471,3.801596502,0.884028268,0.376704803,0.999972263,-4.869753408,0.883984087
Adam32,0.210673713,1.952806971,0.885879285,0.375771055,0.999972263,-4.736386946,0.885715127
Adam8,0.109609371,2.619819933,0.363754519,0.716089166,0.999972263,-4.860549301,0.363690462
Adam9,0.080468381,6.409183392,0.33687129,0.736424676,0.999972263,-4.749631118,0.33659175
Adamts10,0.042948286,5.338878789,0.156235971,0.875848317,0.999972263,-5.298006857,0.156234331
Adamts12,-0.260001774,1.101501742,-0.481620249,0.631314823,0.999972263,-4.651981614,-0.479877048
Adamts13,0.261254441,2.698247781,0.230583844,0.821046681,0.999972263,-4.60377023,0.226198958
Adamts15,-0.300037026,2.075312498,-0.835039268,0.404095072,0.999972263,-4.667566236,-0.834329963
Adamts16,0.158665023,-0.224485509,0.334901369,0.737815935,0.999972263,-4.773507649,0.334747012
Adamts18,-0.364902877,0.705221766,-0.694466319,0.487559357,0.999972263,-4.73747159,-0.694195911
Adamts19,-0.289584201,2.362825545,-1.078864551,0.280812547,0.999972263,-4.62792085,-1.078495819
Adamts2,-0.169098344,3.240535029,-0.637721329,0.523895289,0.999972263,-4.731891185,-0.637352457
Adamts20,-0.455203062,0.029181598,-1.298415251,0.196543815,0.999972263,-4.554401577,-1.291461159
Adamts3,-0.055871277,2.322986821,-0.094128054,0.925033884,0.999972263,-4.815500615,-0.094094759
Adamts4,-0.306131498,0.827968238,-0.588575822,0.558667835,0.999972263,-4.629723627,-0.584821368
Adamts5,-0.074824513,1.947761896,-0.046654926,0.963587973,0.999972263,-4.59939816,-0.04565156
Adamts8,-0.27787211,-0.591159528,-0.607591805,0.543759663,0.999972263,-4.713048783,-0.607137504
Adamts9,-0.024627445,3.667912045,-0.087641001,0.930164952,0.999972263,-5.063562321,-0.087637303
Adamtsl1,-0.000988989,2.845649899,-0.004583519,0.996343296,0.999972263,-4.933488062,-0.004583015
Adamtsl2,0.248743209,4.566536682,0.531510721,0.595075562,0.999972263,-5.06595946,0.531495352
Adamtsl3,-0.289393679,1.431968681,-0.899098751,0.369719343,0.999972263,-4.62524919,-0.896999202
Adamtsl4,0.056597343,4.1130777,0.267291766,0.78925399,0.999972263,-5.045494059,0.267279473
Adar,-0.182834253,8.112980415,-1.085510568,0.277707309,0.999972263,-4.843352066,-1.085484085
Adarb1,-0.029544331,6.255577138,-0.188584816,0.850437749,0.999972263,-4.94520347,-0.18855992
Adarb2,-0.021339008,2.172798604,-0.067404703,0.946271493,0.999972263,-4.853009669,-0.06738967
Adat1,-0.071080318,7.657491451,-0.566556915,0.571017185,0.999972263,-5.360021557,-0.566554074
Adat2,0.118603644,3.940885802,0.590915691,0.554706857,0.999972263,-4.783569752,0.590721772
Adat3,0.138468047,2.114685946,0.324678817,0.74650656,0.999972263,-4.650069693,0.32324915
Adck2,0.290303793,3.478230241,0.712111799,0.477755563,0.999972263,-4.644121255,0.709917071
Adck5,0.034026717,5.872584554,0.201868701,0.840046524,0.999972263,-4.910481528,0.20183397
Adcy1,0.634067317,2.575422829,1.318551127,0.187392496,0.999972263,-4.528984681,1.318332112
Adcy10,-0.197123128,4.515186366,-0.841482723,0.400086341,0.999972263,-5.014545322,-0.841467042
Adcy2,-0.000169958,6.759780623,-0.001395436,0.998886627,0.999972263,-5.205796347,-0.001395406
Adcy3,-0.01734052,6.552603286,-0.090221475,0.928111548,0.999972263,-5.462311061,-0.090221062
Adcy4,0.109140725,1.810831488,0.358590035,0.719934167,0.999972263,-4.898614707,0.358546779
Adcy6,-0.088804086,6.789832326,-0.816928441,0.413972168,0.999972263,-5.217606058,-0.816923464
Adcy7,-0.247183239,5.332713829,-0.955428546,0.339520937,0.999972263,-4.690391511,-0.955112245
Adcy9,2.41E-05,4.938001303,0.000170943,0.999863609,0.999972263,-5.349133941,0.000170941
Adcyap1,-0.728491182,4.453444367,-1.255553025,0.20936068,0.999972263,-4.573745207,-1.25532534
Adcyap1r1,-0.114010804,6.186636757,-0.319623215,0.749259274,0.999972263,-5.172417332,-0.319616224
Add1,-0.028308971,9.065998266,-0.274232659,0.783909459,0.999972263,-5.208669905,-0.274227938
Add2,-0.073281844,5.77807888,-0.260846083,0.794224585,0.999972263,-5.021142492,-0.260828733
Adgb,0.123967698,2.762390235,0.222305161,0.824704506,0.999972263,-4.660784545,0.221498242
Adgra1,0.075987661,4.419691582,0.463393513,0.643087103,0.999972263,-5.192019835,0.46338685
Adgra2,0.29090715,4.98879516,1.287473734,0.197972098,0.999972263,-4.585452911,1.287350647
Adgra3,0.044852759,5.401398109,0.278359072,0.780741959,0.999972263,-5.154749191,0.278352265
Adgrb1,-0.26747816,7.748806093,-1.452745881,0.146360875,0.999972263,-4.459208124,-1.452506314
Adgrb3,-0.129804873,7.160648739,-0.697213177,0.485675649,0.999972263,-5.129855015,-0.697203181
Adgrd2,0.435634627,0.336061453,0.884365921,0.376765616,0.999972263,-4.673656151,0.883871439
Adgre3,0.128043035,-0.084269087,0.145938116,0.884095469,0.999972263,-4.721788859,0.145779488
Adgre5,0.106202031,4.317827293,0.472702533,0.636434089,0.999972263,-5.093547008,0.472690382
Adgrf1,-0.430617922,-0.465375995,-0.267110251,0.791425583,0.999972263,-4.624121069,-0.264459871
Adgrf5,-0.1448698,4.318764001,-0.61142923,0.540922659,0.999972263,-5.11446022,-0.611418348
Adgrg2,0.435497186,1.424036054,0.39646892,0.69223524,0.999972263,-4.695854496,0.395823499
Adgrg6,0.14640341,3.336920023,0.653047571,0.513759968,0.999972263,-4.88947972,0.652994277
Adgrl1,-0.065673865,8.249540143,-0.854650002,0.392748627,0.999972263,-5.152462276,-0.854643339
Adgrl2,0.158471138,6.302498213,0.710201121,0.477589006,0.999972263,-5.062228282,0.71018567
Adgrl3,-0.129890736,6.133877363,-0.3959324,0.692157353,0.999972263,-5.309798494,-0.395929073
Adgrl4,-0.008837195,2.620283738,-0.017343341,0.986245985,0.999972263,-4.640136498,-0.017238956
Adh5,-0.012777173,6.528412643,-0.168807422,0.865948631,0.999972263,-5.492678609,-0.168806772
Adhfe1,0.137558556,4.181080504,0.586925869,0.557260802,0.999972263,-5.116817201,0.58691499
Adi1,-0.051293451,5.445865263,-0.349535091,0.726690749,0.999972263,-5.254839517,-0.349530937
Adipoq,-0.076810755,0.110886704,-0.199635955,0.841921197,0.999972263,-4.724380835,-0.199436646
Adipor1,-0.033849244,6.848362426,-0.301142284,0.763310708,0.999972263,-5.189055963,-0.301136108
Adipor2,0.010751971,6.63175128,0.071786736,0.94277184,0.999972263,-5.506347545,0.07178647
Adirf,0.048646022,3.899787084,0.20393983,0.838404292,0.999972263,-5.145071109,0.203935002
Adm,0.362860351,2.863718867,0.750496233,0.453003838,0.999972263,-4.83123017,0.750416597
Adm5,-0.218041655,-0.491621981,-0.517987358,0.605815179,0.999972263,-4.649227492,-0.51605617
Adnp,-0.047524592,7.316342822,-0.451692579,0.651495015,0.999972263,-5.215984,-0.451686264
Adnp2,-0.148336908,5.642392492,-0.460364491,0.646080938,0.999972263,-4.672160199,-0.459213387
Adora1,-0.370531783,4.559250944,-1.459135964,0.144620698,0.999972263,-4.445754247,-1.458798054
Adora2b,-0.154757811,4.136369197,-0.699679741,0.48425047,0.999972263,-4.772598334,-0.699482621
Adpgk,-0.089313453,4.890761456,-0.425986027,0.670224265,0.999972263,-4.811732412,-0.425840236
Adprh,0.324046054,5.766123004,1.394687037,0.163117875,0.999972263,-4.634213368,1.394661716
Adprm,-0.058860303,2.748059208,-0.270439213,0.786925268,0.999972263,-4.780030455,-0.270305456
Adra1b,-0.220013245,2.501438383,-0.458509278,0.646625443,0.999972263,-4.886530518,-0.458455198
Adra1d,-0.337080294,1.179573969,-1.111265568,0.266740469,0.999972263,-4.598635703,-1.110600217
Adra2a,-0.157330553,3.739845404,-0.34846209,0.727507026,0.999972263,-5.008509803,-0.34844365
Adra2b,0.795805529,0.547563401,1.178492735,0.238901831,0.999972263,-4.572689257,1.177736099
Adra2c,0.271873285,1.694679962,1.070253189,0.284664793,0.999972263,-4.632075182,1.069898956
Adrb1,-0.523353313,1.091553852,-1.499177202,0.135014401,0.999972263,-4.492062419,-1.494617098
Adrb2,0.286871627,1.792008793,0.708471659,0.478749821,0.999972263,-4.775026728,0.708314747
Adrm1,-0.074702987,6.808404762,-0.610080751,0.541812526,0.999972263,-5.213848465,-0.610074397
Adsl,-0.012072462,5.406655657,-0.159125721,0.8735706,0.999972263,-5.396426468,-0.159124736
Adss,-0.066680122,6.210830833,-0.44614616,0.655535352,0.999972263,-4.911052097,-0.446085686
Adtrp,-0.119279904,3.422804083,-0.61201098,0.540564141,0.999972263,-4.897438857,-0.611960123
Aebp1,-0.686767275,6.492893299,-1.2816435,0.206073325,0.999972263,-4.5722793,-1.264436705
Aebp2,-0.04796302,6.043592238,-0.72769978,0.466801228,0.999972263,-5.195707801,-0.727693504
Aen,-0.111811147,6.146501243,-1.310032466,0.190189863,0.999972263,-4.770096055,-1.310017656
Aes,-0.069089415,8.314348834,-0.67372226,0.500492157,0.999972263,-5.193978927,-0.673715576
Afap1l1,-0.098584118,2.391097431,-0.201897959,0.840017343,0.999972263,-4.904116933,-0.201871295
Afdn,-0.017804525,8.417710472,-0.163193284,0.870367339,0.999972263,-5.341612641,-0.163191906
Aff1,0.379580389,5.446649738,1.356429542,0.174971193,0.999972263,-4.65583068,1.356402327
Aff2,-0.141649523,5.61588228,-0.437002375,0.662111586,0.999972263,-5.354775811,-0.436999672
Aff3,0.015550921,4.172879058,0.084836291,0.932392825,0.999972263,-5.190894945,0.084834677
Aff4,-0.032457708,7.795424331,-0.173711257,0.862106215,0.999972263,-4.979102151,-0.173693667
Afg1l,0.341914657,3.670914431,0.701781035,0.486020326,0.999972263,-4.621571683,0.696652446
Afg3l2,0.009582658,7.382269118,0.059358647,0.952671191,0.999972263,-4.986978881,0.059352695
Afmid,0.171490958,4.239332704,0.628923134,0.529407246,0.999972263,-5.098983615,0.628911119
Aftph,0.014635512,6.340541132,0.156360229,0.875749834,0.999972263,-5.403619267,0.156359277
Agap1,0.021416653,7.430737128,0.172276095,0.863225413,0.999972263,-5.118728479,0.172269816
Agap2,-0.348740949,7.239311045,-1.167255766,0.243116765,0.999972263,-4.809263074,-1.167231816
Agap3,-0.142670961,7.924740208,-1.174081639,0.240370682,0.999972263,-4.819894024,-1.174060779
Agbl1,-0.100764581,-0.76418943,-0.256288485,0.79831496,0.999972263,-4.665743435,-0.255528467
Agbl2,0.339975345,3.737902159,1.129956419,0.258783454,0.999972263,-4.5964525,1.129271181
Agbl3,-0.253306114,2.132550068,-1.407511985,0.159469228,0.999972263,-4.470319867,-1.406858916
Agbl4,-0.204778287,5.747448585,-1.014870375,0.310192224,0.999972263,-4.80753827,-1.014818771
Agbl5,0.0403449,5.507040335,0.345563013,0.729685761,0.999972263,-5.030730326,0.34554357
Ager,-0.356894103,3.384856473,-1.037082655,0.299731825,0.999972263,-4.74704643,-1.037008651
Agfg1,-0.191482698,5.667337568,-0.879522792,0.379413759,0.999972263,-4.680907276,-0.878976978
Agfg2,-0.005873458,5.712995886,-0.048116302,0.961623752,0.999972263,-5.438770829,-0.048116054
Aggf1,0.006761661,6.295710283,0.097669151,0.922195323,0.999972263,-5.489305971,0.09766876
Agk,-0.070107658,5.906335978,-0.544349216,0.586203341,0.999972263,-5.339911051,-0.544346082
Agl,-0.041217544,5.080389356,-0.07567038,0.940117307,0.999972263,-4.632948241,-0.075122423
Ago1,-0.056532752,6.147041245,-0.534265854,0.593159569,0.999972263,-5.359546345,-0.534263026
Ago2,0.138276892,6.977504117,0.785179453,0.432351026,0.999972263,-5.243039126,0.785174906
Ago3,-0.196407914,4.260817884,-1.13416565,0.25674079,0.999972263,-4.767185364,-1.134128167
Ago4,-0.017638116,5.357601768,-0.117614444,0.906373722,0.999972263,-5.404634591,-0.117613735
Agpat1,0.069432004,6.965512187,0.812580408,0.416462848,0.999972263,-5.15007229,0.812573121
Agpat2,-0.127003493,6.566991594,-0.850224655,0.395205648,0.999972263,-5.089416819,-0.850214849
Agpat3,-0.052700197,7.622435607,-0.330599632,0.74095399,0.999972263,-5.135265181,-0.330590278
Agpat4,0.071773662,4.959464046,0.557341205,0.57732739,0.999972263,-4.927115674,0.557292806
Agpat5,-0.093861595,6.519718744,-0.354586519,0.723234489,0.999972263,-4.718072427,-0.354139303
Agps,0.048627896,5.21786447,0.56881507,0.569484969,0.999972263,-5.255843859,0.568810175
Agr2,-0.020484968,1.396895847,-0.017159613,0.986418462,0.999972263,-4.631013527,-0.017022756
Agr3,0.901738855,3.393469119,1.337971117,0.182115582,0.999972263,-4.531149376,1.3342694
Agrn,-0.193007438,8.027964765,-0.852235111,0.394179067,0.999972263,-4.76293284,-0.852063108
Agrp,0.188105988,7.375259321,0.456245724,0.648215206,0.999972263,-5.362060603,0.456243058
Agt,-0.167828995,7.17342371,-0.466931525,0.640558705,0.999972263,-5.102304911,-0.466917779
Agtpbp1,-0.082385048,5.677575212,-0.390510757,0.696164988,0.999972263,-5.160700788,-0.390502526
Agtr1,-0.019879065,4.264100659,-0.048028695,0.961694011,0.999972263,-5.213555611,-0.048027895
Agtrap,-0.072798604,3.393563076,-0.310863788,0.755911738,0.999972263,-5.084965187,-0.310853839
Ahctf1,0.011094037,6.707611497,0.08649966,0.931069478,0.999972263,-5.508138468,0.086499343
Ahcy,0.107342735,6.571565559,0.378108163,0.70576091,0.999972263,-4.707090131,0.377555389
Ahcyl1,-0.19519109,7.800491671,-1.105540837,0.268942543,0.999972263,-4.789020958,-1.105501043
Ahcyl2,-0.174259373,7.402952161,-1.254363804,0.209768564,0.999972263,-4.596701509,-1.254202079
Ahdc1,-0.057762166,6.824025933,-0.7424795,0.457799373,0.999972263,-5.270703883,-0.742475364
Ahi1,-0.122537796,9.100679664,-0.523285064,0.600779877,0.999972263,-5.227184253,-0.523279339
Ahnak2,-0.273281907,3.198019325,-0.807983763,0.419156286,0.999972263,-4.799230272,-0.80788587
Ahrr,0.600482844,0.03729205,1.472587362,0.141363012,0.999972263,-4.456882051,1.470734204
Ahsa1,-0.068151199,7.611756555,-0.756198579,0.449532824,0.999972263,-5.253077352,-0.756194109
Ahsp,-0.036012143,4.383473916,-0.316910409,0.751314931,0.999972263,-5.224622813,-0.316905997
Aida,0.084870151,3.081954701,0.504747532,0.613753441,0.999972263,-4.990320124,0.504722947
Aif1,-0.43546404,2.560683926,-1.512346614,0.130609715,0.999972263,-4.412682547,-1.5117019
Aif1l,-0.177059308,5.899322659,-0.914766901,0.360401228,0.999972263,-4.747252244,-0.914600819
Aifm1,0.017165951,5.422816108,0.25427446,0.799284765,0.999972263,-5.383992763,0.254272861
Aifm2,-0.14903021,4.496651774,-0.955497297,0.339336644,0.999972263,-4.933617923,-0.955476777
Aig1,-0.031352916,6.619623804,-0.436137968,0.662738005,0.999972263,-5.425873944,-0.436136075
Aim2,-0.000426349,-0.353731259,-0.000990371,0.999211373,0.999972263,-4.687724615,-0.000988397
Aimp1,-0.040848141,5.906209508,-0.452198285,0.651127964,0.999972263,-5.371164552,-0.452195758
Aimp2,-0.193381773,4.494050368,-1.351330519,0.176622968,0.999972263,-4.54670235,-1.351226251
Aip,0.110131729,6.392716146,1.331025466,0.183185352,0.999972263,-4.758559719,1.331011119
Ajap1,-0.006983322,3.483750617,-0.025219742,0.979893635,0.999972263,-4.763947813,-0.025202259
Ajm1,-0.079483289,6.244214589,-0.585301903,0.558358782,0.999972263,-5.040987625,-0.585281009
Ajuba,0.084847002,3.531721581,0.460349965,0.645276897,0.999972263,-5.043486381,0.460333447
Ak1,-0.045476623,7.573093776,-0.251578789,0.801397211,0.999972263,-4.91961941,-0.251539262
Ak2,0.212360918,4.809955591,1.052699877,0.292579331,0.999972263,-4.672572245,1.05248011
Ak5,0.071758959,5.847471253,0.381935498,0.70255603,0.999972263,-4.8982204,0.381872378
Ak6,-0.063441549,6.713850335,-0.545140641,0.585658924,0.999972263,-5.34184967,-0.545137542
Ak7,0.078080198,4.006700044,0.214212071,0.830575457,0.999972263,-4.727314046,0.213963582
Ak8,0.234967069,4.030082205,0.786208764,0.4317655,0.999972263,-4.918712846,0.786174096
Ak9,0.03844825,4.006456508,0.114541749,0.908890571,0.999972263,-4.746533173,0.114438027
Akap1,0.010698692,6.164949017,0.123989728,0.901323827,0.999972263,-5.474638748,0.123989199
Akap10,0.035224779,4.68070648,0.302614701,0.76218596,0.999972263,-5.276425518,0.302611487
Akap11,-0.174249281,7.831640728,-0.986302121,0.324136925,0.999972263,-4.682554273,-0.985992232
Akap12,0.137335365,7.739222216,0.777165812,0.437087806,0.999972263,-4.911044287,0.777120286
Akap13,0.041877045,5.360273536,0.374585085,0.707970988,0.999972263,-5.346970235,0.374582503
Akap17a,-0.139164094,5.464724011,-0.879297104,0.379250615,0.999972263,-4.976417456,-0.879277901
Akap2,-0.123158382,6.6787743,-0.502863813,0.615342829,0.999972263,-4.737898418,-0.50246164
Akap3,0.508440355,1.133412026,0.983731307,0.329835954,0.999972263,-4.599041482,0.974444357
Akap5,-0.102899835,2.300061216,-0.26998429,0.787579244,0.999972263,-4.688204174,-0.269455419
Akap6,0.014068533,7.146718465,0.03419218,0.972724099,0.999972263,-5.381711037,0.034191934
Akap7,0.083924404,4.909926654,0.502379423,0.615437881,0.999972263,-4.917500786,0.502326487
Akap8,0.086901598,6.657276332,0.73857494,0.46017882,0.999972263,-5.007183686,0.738552428
Akap8l,-0.002641034,6.9016499,-0.014936991,0.988083076,0.999972263,-5.074625516,-0.014936205
Akip1,-0.098920357,5.628381287,-0.945719625,0.344296394,0.999972263,-5.059434588,-0.945710248
Akirin1,-0.037590084,7.124326771,-0.237437381,0.812329856,0.999972263,-5.029345976,-0.237421443
Akirin2,0.002200719,6.373193376,0.012242823,0.990233904,0.999972263,-4.897966123,0.012240291
Akna,-0.117573654,4.759750273,-0.782915241,0.433685984,0.999972263,-5.03196148,-0.782899751
Akr1b1,0.115500362,6.317719312,1.17803295,0.238787983,0.999972263,-4.904134188,1.17802163
Akr1b10,0.337865413,2.071448061,0.624874803,0.532107476,0.999972263,-4.843738563,0.624792162
Akr1e2,0.037899006,3.532949107,0.167080761,0.867315059,0.999972263,-4.999209203,0.167069888
Akt1,0.040186205,6.956514019,0.587648123,0.556770401,0.999972263,-5.361156044,0.587645296
Akt2,0.074507219,5.721737315,0.523592705,0.6005661,0.999972263,-5.218463776,0.523586605
Akt3,-0.154137734,5.837626322,-1.302831784,0.192637679,0.999972263,-4.764031049,-1.302815729
Aktip,-0.107712879,6.892041934,-0.796261518,0.425885243,0.999972263,-5.122000898,-0.796252577
Alad,0.033331281,5.048479309,0.208510947,0.834831295,0.999972263,-5.348454955,0.208509335
Alas1,0.089385599,5.865888841,0.679032535,0.497120187,0.999972263,-5.25951871,0.679027896
Alas2,0.00580991,2.081549734,0.015541438,0.987601281,0.999972263,-4.961108216,0.015540115
Alcam,-0.135860753,8.545279237,-0.460777596,0.644980716,0.999972263,-4.988123361,-0.460746184
Aldh16a1,0.182815288,4.663695832,1.155784133,0.247781015,0.999972263,-4.789639044,1.155755902
Aldh18a1,0.132655347,6.611094544,0.836861343,0.402740705,0.999972263,-4.794699656,0.836736487
Aldh1a1,-0.093203005,4.924112256,-0.373577647,0.708766242,0.999972263,-4.889875179,-0.373513578
Aldh1a2,-0.273870145,5.27396496,-0.357688133,0.720694162,0.999972263,-4.803408802,-0.357531215
Aldh1a3,0.589236349,4.127799937,1.01195429,0.311574936,0.999972263,-4.856058176,1.011922864
Aldh1b1,0.004899591,2.415276123,0.004038615,0.996839422,0.999972263,-4.602637629,0.003961208
Aldh2,-0.085703571,8.350771302,-0.52310924,0.600929873,0.999972263,-4.944798365,-0.523063776
Aldh3a2,0.089688558,5.545972402,0.922878115,0.356075612,0.999972263,-5.069117382,0.922868742
Aldh3b1,-0.505938843,3.282140784,-1.485372559,0.139391905,0.999972263,-4.511627139,-1.478059308
Aldh4a1,0.18849751,5.99727528,1.362424088,0.173069582,0.999972263,-4.706496474,1.362406664
Aldh5a1,-0.151116296,7.082314748,-0.771674371,0.440315151,0.999972263,-5.070698817,-0.771661143
Aldh7a1,-0.193702369,5.748570675,-1.300740392,0.193368302,0.999972263,-4.626060574,-1.300679149
Aldh9a1,0.03838923,7.627399251,0.387853576,0.698125716,0.999972263,-5.424494815,0.387851791
Aldoa,-0.092981935,9.807149581,-0.576216047,0.564485376,0.999972263,-5.013217309,-0.576192053
Aldob,0.2766918,0.68255038,0.981301604,0.326690682,0.999972263,-4.64821908,0.980801411
Aldoc,-0.332778031,9.017615649,-0.921361759,0.35687782,0.999972263,-4.900707443,-0.921330658
Alg1,0.044802361,5.056852281,0.368343455,0.71261945,0.999972263,-5.310938752,0.368340376
Alg11,0.14137195,4.673584929,0.791597705,0.428673209,0.999972263,-4.791296203,0.791464115
Alg13,-0.059030803,5.531570975,-0.331420859,0.740381993,0.999972263,-4.870243971,-0.33134753
Alg2,0.073236977,4.193226127,0.395126367,0.692818945,0.999972263,-4.844812366,0.395032443
Alg3,-0.130498969,4.248236321,-0.981085857,0.326574139,0.999972263,-4.815387446,-0.981037724
Alg5,-0.062033735,5.459187309,-0.655033058,0.512449954,0.999972263,-5.233350291,-0.655027648
Alg6,-0.102268752,4.116881984,-0.836168867,0.403072038,0.999972263,-4.969021466,-0.836147306
Alg8,0.001548388,4.256204107,0.006337529,0.994944972,0.999972263,-4.843907741,0.00633558
Alk,0.03081995,3.354373927,0.075952774,0.939458665,0.999972263,-5.097532855,0.075950267
Alkal2,0.217497437,1.784660813,0.335740475,0.738883208,0.999972263,-4.631564106,0.333332634
Alkbh1,-0.013619693,4.276620768,-0.057039863,0.95454864,0.999972263,-4.760452571,-0.056995675
Alkbh3,-0.145235685,3.61126175,-1.041498019,0.297670175,0.999972263,-4.772804392,-1.041442612
Alkbh4,0.067947495,2.858657255,0.53829394,0.590398658,0.999972263,-4.942232101,0.538258412
Alkbh5,0.048870793,7.126329939,0.624969969,0.53199601,0.999972263,-5.176074972,0.624961983
Alkbh6,0.018575642,4.58705074,0.16077988,0.872270449,0.999972263,-5.126975139,0.160775212
Alkbh7,-0.109905991,5.053019144,-0.910770864,0.362426436,0.999972263,-4.958287815,-0.910751285
Alkbh8,-0.086657919,3.434125324,-0.318033379,0.750733918,0.999972263,-4.721945503,-0.317671782
Alms1,0.129642483,5.605141696,0.794860736,0.426704282,0.999972263,-5.023987336,0.794843949
Alox12,0.601152533,3.025772686,1.088711722,0.276325699,0.999972263,-4.698972438,1.088610466
Alox5,-0.136939386,2.364744637,-0.531204214,0.59530779,0.999972263,-4.915423188,-0.531160172
Alox5ap,-0.034263414,1.065566799,-0.080344523,0.936095834,0.999972263,-4.685647777,-0.080177816
Aloxe3,0.102887445,0.623271207,0.298587616,0.765561969,0.999972263,-4.704375944,0.298185001
Alpk1,0.180274015,1.112478497,0.590856988,0.554713762,0.999972263,-4.792715518,0.590711469
Alpk3,0.051996756,3.343626135,0.106038714,0.915570098,0.999972263,-4.869294874,0.106015445
Als2,-0.045557343,5.62527445,-0.25358048,0.799832994,0.999972263,-5.018376414,-0.253563246
Als2cl,0.288898831,3.515361784,0.603349786,0.546582051,0.999972263,-4.723243929,0.602889727
Als2cr12,0.016552143,4.314991763,0.07281544,0.941960587,0.999972263,-4.935104304,0.072805887
Alx3,-0.29979119,1.898765254,-0.885711804,0.376435938,0.999972263,-4.640026299,-0.884482254
Alyref,-0.088830118,5.965850052,-1.090775655,0.275376363,0.999972263,-4.964614187,-1.09076486
Amacr,-0.29080281,3.838303659,-0.826731057,0.409778051,0.999972263,-4.631932616,-0.824284276
Ambra1,0.02037205,6.106148489,0.187492868,0.85127508,0.999972263,-5.406013194,0.187491764
Amd1,-0.01697136,5.550579843,-0.087947214,0.929919035,0.999972263,-5.414428484,-0.087946705
Amdhd2,-0.147888821,4.973993149,-1.346446972,0.178177453,0.999972263,-4.589751448,-1.346387895
Amer1,-0.073678491,2.450501721,-0.296683518,0.766783238,0.999972263,-4.808476661,-0.296585166
Amer2,-0.085003755,3.857307272,-0.57466218,0.56554617,0.999972263,-4.936197135,-0.574623183
Amer3,-0.124641632,3.642974738,-0.36048011,0.718538922,0.999972263,-4.861471589,-0.360412177
Amfr,-0.022030741,8.09960224,-0.12184527,0.903042402,0.999972263,-4.890169807,-0.121818955
Amh,-0.420410157,3.162802672,-1.09568757,0.276066977,0.999972263,-4.58773174,-1.089197101
Amhr2,-0.798615913,0.400517438,-1.314799485,0.19144708,0.999972263,-4.554881878,-1.306310229
Amigo1,-0.002416045,6.129606053,-0.013614351,0.989137833,0.999972263,-5.242523101,-0.013614128
Amigo3,-0.0356646,3.649261931,-0.201893311,0.840007794,0.999972263,-5.036779996,-0.201883509
Ammecr1l,0.097747587,5.262976167,1.003571419,0.315591508,0.999972263,-4.980735972,1.003558414
Amn1,-0.005605386,5.61445339,-0.041761371,0.966689152,0.999972263,-5.388189498,-0.041761092
Amot,0.003641711,6.629609822,0.01375004,0.989038316,0.999972263,-4.761386037,0.013738865
Amotl1,0.146492254,6.135545506,1.099919597,0.271371602,0.999972263,-4.968702087,1.099909392
Amotl2,-0.272554743,4.599975884,-0.995321945,0.319847463,0.999972263,-4.648274534,-0.994771393
Ampd1,0.055064516,0.489805407,0.116549073,0.907294621,0.999972263,-4.739170432,0.116451627
Ampd2,-0.000380242,7.531953711,-0.0028962,0.997689193,0.999972263,-5.325013458,-0.002896171
Ampd3,0.032773491,6.510171199,0.285290705,0.775422351,0.999972263,-5.461329775,0.285289507
Amph,-0.30996427,6.688052814,-1.110412736,0.266837585,0.999972263,-4.79216708,-1.110374726
Amt,0.003994653,6.148130452,0.020044657,0.984012984,0.999972263,-4.84741299,0.020038094
Amz2,0.049204745,5.234859192,0.365537519,0.714713249,0.999972263,-5.259595284,0.365533441
Anapc1,-0.107239491,6.135034394,-0.813071748,0.416226876,0.999972263,-4.833055361,-0.812984621
Anapc10,0.150634942,4.435980625,0.860730409,0.389402073,0.999972263,-4.924421764,0.860702214
Anapc11,-0.078712687,6.526311411,-0.813395369,0.415996183,0.999972263,-5.127558111,-0.813387049
Anapc13,0.19237288,5.265906388,1.100894199,0.270949822,0.999972263,-4.8958066,1.100877853
Anapc15,0.109515067,5.046713995,0.744659225,0.456483164,0.999972263,-5.130988975,0.744650279
Anapc16,0.12313693,6.677578383,1.005678837,0.314574259,0.999972263,-5.044708405,1.005670167
Anapc2,-0.00375802,7.210516272,-0.025656854,0.97953307,0.999972263,-4.988809423,-0.025654306
Anapc4,0.186993607,5.413250709,1.268269746,0.204774181,0.999972263,-4.57484679,1.268066563
Anapc5,0.082502568,8.050549395,1.109480329,0.267227444,0.999972263,-4.962334425,1.109470082
Anapc7,-0.054523563,5.594315245,-0.685248697,0.493190383,0.999972263,-5.231549338,-0.685243335
