Transcription Factor ID,Transcription Factor Name,Deficit,No. Search Sites,Mean Sites Per Search Gene,No. Background Sites,Mean Sites Per Background Gene,Site Representation,Mann-Whitney U,Site P-Value,Total No. Search Genes,No. Transcription Factor Search Genes,Total No. Background Genes,No. Transcription Factor Background Genes,Gene Representation,Gene P-Value,Average Log2 Proportion Bound,Log2 Enrichment,Significance Score
MA0673.1,NKX2-8,0.02,9,0.5,1021,0.4,Up,24402,0.75943146,20,8,2347,815,Up,0.64138293,-1.39772877,0.255279212,0.192882603
MA0889.1,GBX1,0.03,14,0.7,3669,1.6,Down,30164,0.027845996,20,7,2347,1374,Down,0.040347846,-1.11143983,-0.678443158,-1.394179645
MA0741.1,KLF16,0,1,0.1,46,0,Up,24193,0.812225258,20,1,2347,45,Up,0.325715956,-4.730852153,1.916525298,0.487160966
MA0511.2,RUNX2,0.05,0,0,330,0.1,Down,26570,0.308408217,20,0,2347,310,Down,0.097134408,-4.138005994,-2.43909202,-1.012626902
MA0469.3,E2F3,0.11,0,0,1,0,Down,23480,0.997378393,20,0,2347,1,Down,1,-7.984749473,5.254394937,1.214E-12
MA1566.1,TBX3,0.03,14,0.7,1438,0.6,Up,24968.5,0.622463096,20,11,2347,1044,Up,0.373324285,-1.001151357,0.334322617,0.427913757
MA1575.1,THRB(var.2),0.12,2,0.1,126,0.1,Up,25011,0.612627289,20,2,2347,76,Up,0.139146973,-3.987572755,1.90389769,0.856526236
MA0149.1,EWSR1-FLI1,0.09,0,0,72,0,Down,23600,0.965929414,20,0,2347,13,Down,1,-6.399786972,2.084469936,1.813E-12
MA0036.3,GATA2,0.12,27,1.4,4323,1.8,Down,28639,0.089436141,20,10,2347,1813,Down,0.012530384,-0.668791497,-0.592886169,-1.902035606
MA0827.1,OLIG3,0.14,4,0.2,1644,0.7,Down,28447,0.101987408,20,2,2347,730,Down,0.050039378,-2.359896445,-1.35145493,-1.300688099
MA0125.1,Nobox,0.07,18,0.9,5259,2.2,Down,31974,0.005203451,20,10,2347,1663,Down,0.049467155,-0.731068937,-0.46833129,-1.305683066
MA0038.2,GFI1,0.06,2,0.1,87,0,Up,24965,0.623276148,20,2,2347,85,Up,0.165815615,-3.907340419,1.743433018,0.780374575
MA0797.1,TGIF2,0.08,1,0.1,18,0,Up,24520.5,0.729971801,20,1,2347,12,Up,0.104696207,-5.662821378,3.780463749,0.980069052
MA0804.1,TBX19,0.09,2,0.1,13,0,Up,24547,0.723436196,20,1,2347,10,Up,0.089296724,-5.788590762,4.032002516,1.049164471
MA0719.1,RHOXF1,0.05,61,3.1,7015,3,Up,24900,0.638458295,20,18,2347,2200,Down,0.361837763,-0.120696213,-0.054804853,-0.44148611
MA0842.2,NRL,0.11,10,0.5,679,0.3,Up,28088.5,0.129140071,20,9,2347,588,Up,0.065182526,-1.552817664,0.886386346,1.185868814
MA0783.1,PKNOX2,0.08,1,0.1,7,0,Up,24592.5,0.712261822,20,1,2347,5,Up,0.049689559,-6.255033664,4.96488832,1.303734855
