Transcription Factor ID,Transcription Factor Name,Deficit,No. Search Sites,Mean Sites Per Search Gene,No. Background Sites,Mean Sites Per Background Gene,Site Representation,Mann-Whitney U,Site P-Value,Total No. Search Genes,No. Transcription Factor Search Genes,Total No. Background Genes,No. Transcription Factor Background Genes,Gene Representation,Gene P-Value,Average Log2 Proportion Bound,Log2 Enrichment,Significance Score
MA0067.1,Pax2,0.03,25,1.3,1550,0.7,Up,28858,0.076671105,20,13,2347,1070,Up,0.113153425,-0.867752432,0.53017586,0.946332297
MA0597.1,THAP1,0.04,59,3,5111,2.2,Up,30777.5,0.016349127,20,20,2347,1945,Up,0.036014525,-0.135492089,0.270984178,1.443522313
MA1471.1,BARX2,0.09,8,0.4,2492,1.1,Down,30999,0.01336825,20,4,2347,1255,Down,0.002987419,-1.545245066,-1.284763874,-2.524703924
MA1642.1,NEUROG2(var.2),0.02,13,0.7,737,0.3,Up,28604.5,0.091594907,20,9,2347,615,Up,0.072646607,-1.520459444,0.821669905,1.138784665
MA0885.1,Dlx2,0.01,16,0.8,3988,1.7,Down,29990,0.032171118,20,8,2347,1414,Down,0.07084649,-1.000461072,-0.539256182,-1.149681665
MA0647.1,GRHL1,0.13,6,0.3,667,0.3,Up,24639,0.700905357,20,4,2347,325,Up,0.509728387,-2.519011356,0.662768706,0.29266118
MA1655.1,ZNF341,0.14,23,1.2,2627,1.1,Up,24884.5,0.642101465,20,15,2347,1536,Up,0.481440528,-0.507416543,0.208121697,0.317457354
MA1485.1,FERD3L,0.08,1,0.1,109,0,Up,23802,0.913134817,20,1,2347,83,Up,0.515980134,-4.292897327,1.040615646,0.287367019
MA0900.2,HOXA2,0.15,44,2.2,9825,4.2,Down,31827.5,0.006032202,20,13,2347,2030,Down,0.013249836,-0.405977317,-0.393374372,-1.8777895
MA0894.1,HESX1,0.03,16,0.8,3988,1.7,Down,29990,0.032171118,20,8,2347,1414,Down,0.07084649,-1.000461072,-0.539256182,-1.149681665
MA0672.1,NKX2-3,0.04,26,1.3,2388,1,Up,27610.5,0.173689115,20,16,2347,1480,Up,0.16180651,-0.489099276,0.351882782,0.791004008
MA0593.1,FOXP2,0.09,7,0.4,1986,0.8,Down,29299,0.055462419,20,7,2347,1229,Down,0.176139521,-1.191857416,-0.517607986,-0.754143188
MA0463.2,BCL6,0.12,1,0.1,94,0,Up,23732,0.931398526,20,1,2347,91,Up,0.548928748,-4.226899554,0.9086201,0.260484024
MA0052.4,MEF2A,0.15,17,0.9,4883,2.1,Down,32928,0.001886021,20,7,2347,1697,Down,5.91E-04,-0.959187496,-0.982947826,-3.228462296
MA0462.2,BATF::JUN,0.01,0,0,186,0.1,Down,25250,0.558645195,20,0,2347,178,Down,0.394419183,-4.537340592,-1.640422826,-0.404041971
MA1537.1,NR2F1(var.2),0.12,1,0.1,29,0,Up,24353.5,0.771593003,20,1,2347,29,Up,0.225967688,-5.043427949,2.541676889,0.645953658
MA1514.1,KLF17,0.05,3,0.2,76,0,Up,25103.5,0.591461388,20,2,2347,75,Up,0.136251047,-3.997064306,1.922880793,0.86566015
MA0612.2,EMX1,0.07,11,0.6,2867,1.2,Down,29347,0.053482146,20,4,2347,1070,Down,0.023901295,-1.660233683,-1.054786641,-1.621578576
MA0115.1,NR1H2::RXRA,0.08,0,0,1,0,Down,23480,0.997378393,20,0,2347,1,Down,1,-7.984749473,5.254394937,1.214E-12
MA1112.2,NR4A1,0.15,13,0.7,3348,1.4,Down,32157.5,0.004311087,20,8,2347,1723,Down,0.001779775,-0.857936511,-0.824305304,-2.749634929
MA0696.1,ZIC1,0.11,1,0.1,93,0,Up,23751.5,0.926306731,20,1,2347,89,Up,0.540897368,-4.242841585,0.940504161,0.266885132
MA1104.2,GATA6,0.15,22,1.1,3559,1.5,Down,28041,0.133124334,20,9,2347,1676,Down,0.013273888,-0.797648583,-0.623951816,-1.877001849
MA0035.4,GATA1,0.15,30,1.5,4288,1.8,Down,25987.5,0.408137544,20,14,2347,1890,Down,0.255368256,-0.405964159,-0.187213701,-0.59283309
MA0059.1,MAX::MYC,0.12,11,0.6,816,0.3,Up,24825,0.656166063,20,5,2347,491,Up,0.589243633,-2.076991111,0.35774145,0.229705102
MA0862.1,GMEB2,0.06,3,0.2,359,0.2,Down,24284,0.789117949,20,3,2347,257,Up,0.47604185,-2.869338952,0.638283738,0.322354866
MA0477.2,FOSL1,0.03,0,0,170,0.1,Down,25100,0.592256113,20,0,2347,163,Down,0.393381081,-4.600657311,-1.513789388,-0.40518653
MA0474.2,ERG,0.08,1,0.1,932,0.4,Down,29317.5,0.054692069,20,1,2347,693,Down,0.012820059,-2.765873437,-2.013432134,-1.892109967
MA1154.1,ZNF282,0.14,0,0,121,0.1,Down,24640,0.700661854,20,0,2347,117,Down,0.621053029,-4.83897225,-1.037159509,-0.206871315
MA0050.2,IRF1,0.15,13,0.7,2076,0.9,Down,27381,0.198778926,20,7,2347,1234,Down,0.175951922,-1.188929865,-0.523463088,-0.754605985
MA1111.1,NR2F2,0.15,34,1.7,3457,1.5,Up,26891,0.260996563,20,18,2347,1723,Up,0.125614241,-0.296941249,0.29768522,0.900961121
MA0718.1,RAX,0.01,3,0.2,1575,0.7,Down,30078,0.029916648,20,3,2347,953,Down,0.021280004,-1.925008698,-1.250376768,-1.67202829
MA0907.1,HOXC13,0.14,4,0.2,1091,0.5,Down,27618,0.172911074,20,4,2347,844,Down,0.164543386,-1.831291416,-0.712671173,-0.78371957
MA1650.1,ZBTB14,0.08,2,0.1,807,0.3,Down,27090,0.234272749,20,2,2347,581,Down,0.190254458,-2.524448985,-1.022349849,-0.720665158
MA1118.1,SIX1,0.11,10,0.5,815,0.3,Up,27770,0.157699229,20,10,2347,688,Up,0.050680172,-1.36741559,0.804362017,1.295161921
MA0691.1,TFAP4,0.12,60,3,4570,1.9,Up,29550.5,0.045730607,20,16,2347,1380,Up,0.067316379,-0.539546078,0.452776385,1.171879252
MA1123.2,TWIST1,0.15,29,1.5,3395,1.4,Up,24805.5,0.66080243,20,13,2347,1735,Down,0.441989755,-0.519219148,-0.16689071,-0.354587798
MA1114.1,PBX3,0.02,1,0.1,23,0,Up,24413.5,0.756556374,20,1,2347,23,Up,0.185067686,-5.207455047,2.869731087,0.732669406
MA1150.1,RORB,0.04,0,0,320,0.1,Down,26330,0.347365872,20,0,2347,286,Down,0.15909886,-4.196035059,-2.323033891,-0.798332933
MA0669.1,NEUROG2,0.15,4,0.2,1261,0.5,Down,26653,0.29563533,20,2,2347,547,Down,0.19286293,-2.567909099,-0.935429622,-0.714751241
MA1120.1,SOX13,0.03,5,0.3,1872,0.8,Down,31454.5,0.008703933,20,4,2347,1234,Down,0.005506484,-1.557412662,-1.260428682,-2.259125617
MA0902.2,HOXB2,0.07,37,1.9,7291,3.1,Down,30117,0.028961777,20,13,2347,1958,Down,0.062448376,-0.432020266,-0.341288473,-1.204478855
MA0505.1,Nr5a2,0.07,7,0.4,488,0.2,Up,27182.5,0.222534243,20,7,2347,432,Up,0.077109166,-1.945507265,0.989691711,1.112893997
MA1585.1,ZKSCAN1,0.07,3,0.2,1047,0.4,Down,28568,0.093924205,20,3,2347,835,Down,0.061535333,-2.020305254,-1.059783658,-1.210875448
MA0732.1,EGR3,0.06,1,0.1,62,0,Up,24033,0.853240763,20,1,2347,61,Up,0.413172454,-4.513492221,1.481805433,0.38386864
MA1116.1,RBPJ,0,2,0.1,34,0,Up,25486,0.507716433,20,2,2347,33,Up,0.034164565,-4.583222081,3.095196342,1.466424107
MA0878.2,CDX1,0.15,22,1.1,3500,1.5,Down,27200,0.220361658,20,12,2347,1654,Down,0.328196442,-0.609212841,-0.208965949,-0.483866132
MA0092.1,Hand1::Tcf3,0.06,48,2.4,5627,2.4,Up,24764.5,0.670593079,20,16,2347,2138,Down,0.098435961,-0.223841918,-0.178631935,-1.006846213
MA0781.1,PAX9,0.11,0,0,2,0,Down,23490,0.994756815,20,0,2347,2,Down,1,-7.616266676,4.517429343,3.71E-13
MA0461.2,Atoh1,0.13,8,0.4,2449,1,Down,30861.5,0.015156117,20,4,2347,1195,Down,0.006350826,-1.580569016,-1.214115975,-2.197169791
MA0641.1,ELF4,0.13,1,0.1,531,0.2,Down,26640.5,0.297535967,20,1,2347,430,Down,0.152789105,-3.10981476,-1.325549489,-0.815907614
MA0651.1,HOXC11,0.14,6,0.3,1124,0.5,Down,27111.5,0.231505966,20,4,2347,839,Down,0.165596465,-1.835574965,-0.704104076,-0.780948938
MA0746.2,SP3,0.04,5,0.3,237,0.1,Up,27217.5,0.218204329,20,5,2347,205,Up,0.02689939,-2.706017622,1.615794473,1.570257573
MA0495.3,MAFF,0.03,1,0.1,15,0,Up,24493.5,0.736650949,20,1,2347,15,Up,0.127332388,-5.507651318,3.470123628,0.895061116
MA1527.1,NFIC(var.2),0.02,1,0.1,6,0,Up,24583.5,0.714467331,20,1,2347,6,Up,0.057739627,-6.134529614,4.723880221,1.238526029
MA1134.1,FOS::JUNB,0.11,25,1.3,2486,1.1,Up,25479.5,0.509085771,20,10,2347,969,Up,0.496556058,-1.120523468,0.310577773,0.304031715
MA0744.2,SCRT2,0.01,1,0.1,10,0,Up,24543.5,0.724298246,20,1,2347,10,Up,0.089296724,-5.788590762,4.032002516,1.049164471
MA1564.1,SP9,0.01,3,0.2,93,0,Up,26094.5,0.388504514,20,3,2347,89,Up,0.040118726,-3.631645374,2.162896583,1.396652864
MA1562.1,SOX14,0.14,8,0.4,2010,0.9,Down,29935.5,0.03363914,20,5,2347,1231,Down,0.022181272,-1.414414458,-0.967411856,-1.654013556
MA0656.1,JDP2(var.2),0.15,0,0,272,0.1,Down,25090,0.594529453,20,0,2347,162,Down,0.393527614,-4.60508277,-1.50493847,-0.405024788
MA0769.2,TCF7,0.03,16,0.8,2121,0.9,Down,25420.5,0.521603079,20,9,2347,1356,Down,0.263829303,-0.950430301,-0.318388381,-0.57867697
MA1633.1,BACH1,0.1,6,0.3,344,0.1,Up,27259,0.213149153,20,6,2347,318,Up,0.045371254,-2.269436083,1.224647594,1.343219217
MA0829.2,SREBF1(var.2),0.08,3,0.2,172,0.1,Up,25479,0.509191185,20,3,2347,148,Up,0.130984123,-3.266393702,1.432393239,0.882781343
MA0483.1,Gfi1b,0.09,4,0.2,982,0.4,Down,26884,0.261973507,20,4,2347,775,Down,0.338378489,-1.892776737,-0.589700532,-0.470597253
MA0903.1,HOXB3,0.01,8,0.4,2431,1,Down,28481.5,0.099634165,20,3,2347,854,Down,0.059935993,-2.004084922,-1.092224322,-1.222312298
MA0738.1,HIC2,0.03,78,3.9,5974,2.5,Up,32117.5,0.004492845,20,20,2347,2036,Up,0.097083501,-0.102516672,0.205033344,1.012854569
MA0784.1,POU1F1,0.15,2,0.1,1031,0.4,Down,29791,0.037811481,20,1,2347,776,Down,0.006743326,-2.684328416,-2.176522176,-2.171125821
MA0466.2,CEBPB,0.04,2,0.1,61,0,Up,25306,0.546339084,20,2,2347,50,Up,0.069917494,-4.287160935,2.50307405,1.155414148
MA1463.1,ARGFX,0.11,10,0.5,3236,1.4,Down,30190,0.027244828,20,5,2347,1186,Down,0.025139499,-1.441266722,-0.913707329,-1.599643382
MA0070.1,PBX1,0.14,0,0,824,0.4,Down,29920,0.034066973,20,0,2347,645,Down,0.00370686,-3.610094081,-3.494915847,-2.430993819
MA0737.1,GLIS3,0.05,0,0,1,0,Down,23480,0.997378393,20,0,2347,1,Down,1,-7.984749473,5.254394937,1.214E-12
MA0501.1,MAF::NFE2,0.1,1,0.1,41,0,Up,24233.5,0.801919736,20,1,2347,41,Up,0.301991474,-4.797229758,2.049280507,0.520005318
MA0259.1,ARNT::HIF1A,0.01,15,0.8,1129,0.5,Up,27520.5,0.183230547,20,10,2347,813,Up,0.162036585,-1.247072744,0.563676325,0.790386917
MA0147.3,MYC,0.01,2,0.1,140,0.1,Up,24454,0.746458118,20,2,2347,136,Up,0.326977253,-3.569888106,1.068528392,0.485482459
MA1574.1,THRB,0.08,1,0.1,22,0,Up,24423.5,0.754059034,20,1,2347,22,Up,0.178054499,-5.238822925,2.932466842,0.749447048
MA1587.1,ZNF135,0.08,3,0.2,32,0,Up,26679,0.291708098,20,3,2347,31,Up,0.002613542,-4.384913301,3.669432436,2.582770492
MA1419.1,IRF4,0.07,0,0,1,0,Down,23480,0.997378393,20,0,2347,1,Down,1,-7.984749473,5.254394937,1.214E-12
MA0152.1,NFATC2,0,3,0.2,1376,0.6,Down,30637.5,0.018521348,20,3,2347,1028,Down,0.011126788,-1.870390223,-1.359613719,-1.953630192
MA1621.1,Rbpjl,0.02,4,0.2,320,0.1,Up,25134,0.58455676,20,4,2347,299,Up,0.311521487,-2.579062126,0.782870247,0.506511992
MA0667.1,MYF6,0.14,18,0.9,1010,0.4,Up,28209.5,0.119409083,20,9,2347,617,Up,0.073340542,-1.518119304,0.816989625,1.134655884
MA0655.1,JDP2,0.12,3,0.2,581,0.2,Down,25009,0.613088608,20,2,2347,391,Down,0.558424808,-2.809832427,-0.451582964,-0.253035296
MA0048.2,NHLH1,0.08,24,1.2,1422,0.6,Up,30688,0.017710293,20,12,2347,689,Up,0.005275694,-1.240599258,1.053806886,2.277720397
MA1110.1,NR1H4,0.02,1,0.1,410,0.2,Down,25985.5,0.408510056,20,1,2347,367,Down,0.346874359,-3.223949253,-1.097280501,-0.459827802
MA1483.1,ELF2,0.15,4,0.2,1251,0.5,Down,28633.5,0.08977752,20,3,2347,864,Down,0.059662932,-1.995692186,-1.109009794,-1.224295407
MA0522.3,TCF3,0,0,0,9,0,Down,23550,0.979029525,20,0,2347,8,Down,1,-6.733499303,2.751894597,3.45E-13
MA0657.1,KLF13,0.12,5,0.3,127,0.1,Up,28142.5,0.124723789,20,5,2347,117,Up,0.002781305,-3.109256441,2.42227211,2.555751329
MA0733.1,EGR4,0.15,31,1.6,3062,1.3,Up,28041,0.133124334,20,17,2347,1407,Up,0.02219572,-0.483129612,0.509721248,1.653730759
MA0159.1,RARA::RXRA,0.12,3,0.2,159,0.1,Up,25451.5,0.515006504,20,3,2347,153,Up,0.140721114,-3.24250584,1.384617515,0.851640735
MA1557.1,SMAD5,0.12,1,0.1,284,0.1,Down,24782.5,0.666287731,20,1,2347,247,Down,0.714367918,-3.509107116,-0.526964776,-0.146078058
MA0525.2,TP63,0.15,0,0,17,0,Down,23600,0.965929414,20,0,2347,13,Down,1,-6.399786972,2.084469936,1.813E-12
MA1530.1,NKX6-3,0.02,1,0.1,522,0.2,Down,26742,0.282338089,20,1,2347,441,Down,0.15149842,-3.091614659,-1.361949689,-0.819591896
MA0621.1,mix-a,0.04,6,0.3,2356,1,Down,29344.5,0.053583808,20,2,2347,836,Down,0.017312673,-2.262155811,-1.546936197,-1.761635867
MA0812.1,TFAP2B(var.2),0.14,121,6.1,9618,4.1,Up,31821.5,0.006068548,20,20,2347,1974,Up,0.059496524,-0.124818895,0.24963779,1.225508406
MA0682.2,PITX1,0.15,37,1.9,6655,2.8,Down,30012.5,0.031581262,20,15,2347,2084,Down,0.066772095,-0.28738974,-0.231931908,-1.175404995
MA1531.1,NR1D1,0.12,1,0.1,48,0,Up,24173,0.817326547,20,1,2347,47,Up,0.33728895,-4.699821669,1.85446433,0.471997887
MA0695.1,ZBTB7C,0.13,60,3,5999,2.6,Up,27527.5,0.182474786,20,20,2347,2060,Up,0.159388603,-0.094065347,0.188130694,0.797542737
MA1534.1,NR1I3,0.02,0,0,460,0.2,Down,27620,0.172704037,20,0,2347,415,Down,0.035602568,-3.92787839,-2.859347229,-1.448518675
MA1148.1,PPARA::RXRA,0.15,2,0.1,418,0.2,Down,25961.5,0.412995967,20,1,2347,384,Down,0.230997153,-3.191329579,-1.162519849,-0.636393373
MA1109.1,NEUROD1,0.03,13,0.7,732,0.3,Up,28635,0.089684313,20,9,2347,612,Up,0.071642054,-1.52398395,0.828718917,1.144831969
MA0838.1,CEBPG,0.07,2,0.1,60,0,Up,25334,0.540236804,20,2,2347,47,Up,0.062945436,-4.331338872,2.591429924,1.201035754
MA0485.2,HOXC9,0.09,4,0.2,243,0.1,Up,25878,0.428828955,20,4,2347,225,Up,0.120655773,-2.783776411,1.192298816,0.918451895
MA0794.1,PROX1,0.15,0,0,217,0.1,Down,25470,0.511090586,20,0,2347,200,Down,0.405579292,-4.45350151,-1.808100989,-0.391924227
MA0638.1,CREB3,0.03,1,0.1,7,0,Up,24573.5,0.716920696,20,1,2347,7,Up,0.065724884,-6.031304175,4.517429343,1.182270172
MA0792.1,POU5F1B,0.15,16,0.8,4841,2.1,Down,32902,0.001941262,20,12,2347,1835,Down,0.05933838,-0.534323929,-0.358743771,-1.226664318
MA0843.1,TEF,0.13,0,0,539,0.2,Down,27960,0.140137174,20,0,2347,449,Down,0.021374219,-3.871142071,-2.972819868,-1.670109753
MA0484.2,HNF4G,0.15,15,0.8,1144,0.5,Up,27020.5,0.243376527,20,10,2347,899,Up,0.356172094,-1.174582277,0.418695389,0.448340111
MA1624.1,Stat5a,0.14,11,0.6,1707,0.7,Down,25823,0.439447942,20,9,2347,1184,Down,0.659929423,-1.048235725,-0.122777532,-0.180502508
MA0526.3,USF2,0.07,6,0.3,219,0.1,Up,27492,0.186331529,20,5,2347,186,Up,0.01849699,-2.775999004,1.755757236,1.732898947
MA0881.1,Dlx4,0.02,16,0.8,3988,1.7,Down,29990,0.032171118,20,8,2347,1414,Down,0.07084649,-1.000461072,-0.539256182,-1.149681665
MA1137.1,FOSL1::JUNB,0.05,1,0.1,440,0.2,Down,25854,0.433444233,20,1,2347,352,Down,0.343372454,-3.25400975,-1.037159509,-0.464234547
MA0116.1,Znf423,0.07,0,0,221,0.1,Down,25390,0.528135423,20,0,2347,192,Down,0.400330706,-4.482873406,-1.749357198,-0.397581097
MA0476.1,FOS,0.02,0,0,212,0.1,Down,25260,0.556437831,20,0,2347,179,Down,0.394692083,-4.533310707,-1.648482596,-0.403741585
MA0715.1,PROP1,0.15,0,0,716,0.3,Down,28930,0.0728142,20,0,2347,546,Down,0.007048296,-3.730191881,-3.254720248,-2.151915876
MA1149.1,RARA::RXRG,0.14,10,0.5,764,0.3,Up,27506.5,0.184749024,20,9,2347,634,Up,0.080019378,-1.49852879,0.777808598,1.096804827
MA0786.1,POU3F1,0.09,0,0,757,0.3,Down,29440,0.049813225,20,0,2347,597,Down,0.003876738,-3.665833272,-3.383437465,-2.411533549
MA1122.1,TFDP1,0,1,0.1,30,0,Up,24343.5,0.774107643,20,1,2347,30,Up,0.232591841,-5.019380804,2.493582601,0.633405523
MA0032.2,FOXC1,0.08,6,0.3,1651,0.7,Down,29234,0.058241087,20,3,2347,967,Down,0.020641411,-1.914494337,-1.271405491,-1.685260618
MA0163.1,PLAG1,0.08,3,0.2,57,0,Up,25292.5,0.54929341,20,2,2347,55,Up,0.082079542,-4.219058743,2.366869666,1.085765075
MA0659.2,MAFG,0.02,1,0.1,11,0,Up,24533.5,0.72676317,20,1,2347,11,Up,0.097027652,-5.722968495,3.900757983,1.013104478
MA0019.1,Ddit3::Cebpa,0.14,23,1.2,3787,1.6,Down,28818,0.078884804,20,12,2347,1796,Down,0.108527499,-0.549816019,-0.327759592,-0.964460203
MA1544.1,OVOL1,0.13,1,0.1,349,0.1,Down,25500,0.504773668,20,1,2347,319,Down,0.505651232,-3.324913413,-0.895352182,-0.29614893
MA0634.1,ALX3,0.02,9,0.5,2993,1.3,Down,30059,0.030391565,20,4,2347,1098,Down,0.022293778,-1.641608646,-1.092036715,-1.651816323
MA0527.1,ZBTB33,0.12,0,0,510,0.2,Down,27100,0.232982972,20,0,2347,363,Down,0.059311245,-4.024324947,-2.666454116,-1.226862958
MA0806.1,TBX4,0.12,55,2.8,5597,2.4,Up,25119.5,0.587834613,20,20,2347,2095,Up,0.260499004,-0.081915318,0.163830636,0.584193933
MA1106.1,HIF1A,0.01,15,0.8,989,0.4,Up,28283.5,0.113747111,20,10,2347,749,Up,0.094660235,-1.306179678,0.681890193,1.023832421
MA1541.1,NR6A1,0.15,6,0.3,514,0.2,Up,24874.5,0.644456484,20,5,2347,456,Up,0.568825975,-2.130279389,0.464318007,0.24502058
MA0779.1,PAX1,0.13,0,0,7,0,Down,23540,0.981650339,20,0,2347,7,Down,1,-6.823785426,2.932466842,1.25E-12
MA0106.3,TP53,0.13,0,0,19,0,Down,23600,0.965929414,20,0,2347,13,Down,1,-6.399786972,2.084469936,1.813E-12
MA1153.1,Smad4,0.06,42,2.1,4125,1.8,Up,25707,0.462332407,20,19,2347,1896,Up,0.15134328,-0.189967786,0.235636,0.820036857
MA0822.1,HES7,0.02,0,0,2,0,Down,23480,0.997378393,20,0,2347,1,Down,1,-7.984749473,5.254394937,1.214E-12
MA0464.2,BHLHE40,0.02,10,0.5,477,0.2,Up,25669.5,0.469870205,20,4,2347,258,Up,0.267724875,-2.685257988,0.995261969,0.572311275
MA0895.1,HMBOX1,0.03,1,0.1,783,0.3,Down,28737.5,0.083497476,20,1,2347,638,Down,0.022419772,-2.825478068,-1.894222871,-1.649368814
MA0107.1,RELA,0.04,0,0,220,0.1,Down,25520,0.500585366,20,0,2347,205,Down,0.409480974,-4.435733432,-1.843637146,-0.387766272
MA0090.3,TEAD1,0.04,3,0.2,193,0.1,Up,25188,0.572425003,20,3,2347,178,Up,0.192944816,-3.133663131,1.166932096,0.714566887
MA0079.4,SP1,0.06,6,0.3,254,0.1,Up,28200,0.12015168,20,6,2347,223,Up,0.009301835,-2.524945354,1.735666135,2.031431345
MA1579.1,ZBTB26,0.01,5,0.3,408,0.2,Up,25547.5,0.494856674,20,5,2347,370,Up,0.230606861,-2.280850048,0.765459324,0.637127775
MA0024.3,E2F1,0.06,3,0.2,103,0,Up,25204,0.56885351,20,2,2347,60,Up,0.0948583,-4.156835057,2.242422296,1.022924662
MA0796.1,TGIF1,0.12,1,0.1,38,0,Up,24320.5,0.779900277,20,1,2347,32,Up,0.245678929,-4.973565567,2.401952126,0.609632089
MA1600.1,ZNF684,0.07,0,0,3,0,Down,23500,0.992135294,20,0,2347,3,Down,1,-7.373553263,4.032002516,9.65E-13
MA0780.1,PAX3,0.11,0,0,564,0.2,Down,27360,0.201200683,20,0,2347,389,Down,0.061181933,-3.974490965,-2.76612208,-1.213376803
MA0774.1,MEIS2,0.02,24,1.2,1686,0.7,Up,30095.5,0.029484883,20,15,2347,1194,Up,0.041471003,-0.689036999,0.57136261,1.382255465
MA0871.2,TFEC,0,1,0.1,11,0,Up,24533.5,0.72676317,20,1,2347,11,Up,0.097027652,-5.722968495,3.900757983,1.013104478
MA0132.2,PDX1,0.01,8,0.4,2432,1,Down,28482.5,0.099566607,20,3,2347,854,Down,0.059935993,-2.004084922,-1.092224322,-1.222312298
MA0478.1,FOSL2,0.05,7,0.4,750,0.3,Up,25312.5,0.544919445,20,6,2347,478,Up,0.272397867,-1.975823307,0.637422042,0.564796298
MA1628.1,Zic1::Zic2,0.01,17,0.9,1473,0.6,Up,28562.5,0.094279277,20,14,2347,1004,Up,0.021145414,-0.862109302,0.725076584,1.674783799
MA0859.1,Rarg,0.15,1,0.1,21,0,Up,24443,0.749196633,20,1,2347,20,Up,0.163855746,-5.305973471,3.066767934,0.785538326
MA0686.1,SPDEF,0.14,0,0,786,0.3,Down,29700,0.040658809,20,0,2347,623,Down,0.003621119,-3.635107849,-3.444888312,-2.44115721
MA1606.1,Foxf1,0.04,10,0.5,2635,1.1,Down,29605,0.043823148,20,10,2347,1435,Down,0.359229554,-0.837403205,-0.255662755,-0.444627941
MA1105.2,GRHL2,0.14,10,0.5,1621,0.7,Down,26291.5,0.353894892,20,7,2347,1126,Down,0.269907121,-1.254969627,-0.391383565,-0.568785657
MA0078.1,Sox17,0.05,26,1.3,4884,2.1,Down,29960,0.032972262,20,13,2347,1931,Down,0.070288569,-0.442033991,-0.321261022,-1.153115297
MA0692.1,TFEB,0.03,4,0.2,199,0.1,Up,24377.5,0.765567696,20,2,2347,149,Up,0.368124219,-3.504265839,0.937283859,0.434005609
MA0618.1,LBX1,0.1,15,0.8,4627,2,Down,33207,0.001377672,20,6,2347,1582,Down,0.00105134,-1.113015972,-1.088192628,-2.978256652
MA0893.2,GSX2,0.04,16,0.8,3721,1.6,Down,29756,0.038885872,20,8,2347,1498,Down,0.03494554,-0.958847619,-0.622483089,-1.456608241
MA0028.2,ELK1,0.15,4,0.2,1462,0.6,Down,29655,0.042132708,20,3,2347,959,Down,0.020962503,-1.920483764,-1.259426636,-1.67855687
MA0153.2,HNF1B,0.15,0,0,355,0.2,Down,25920,0.420821353,20,0,2347,245,Down,0.256391209,-4.307441116,-2.100221776,-0.591096869
MA0722.1,VAX1,0.12,48,2.4,12256,5.2,Down,33169.5,0.001437731,20,14,2347,2099,Down,0.015232351,-0.33032519,-0.33849164,-1.817233054
MA0877.2,BARHL1,0,1,0.1,17,0,Up,24473.5,0.741611358,20,1,2347,17,Up,0.142119965,-5.420107965,3.295036922,0.847344909
MA0630.1,SHOX,0.01,16,0.8,3988,1.7,Down,29990,0.032171118,20,8,2347,1414,Down,0.07084649,-1.000461072,-0.539256182,-1.149681665
MA1556.1,RXRG(var.2),0.11,2,0.1,71,0,Up,25134,0.58455676,20,2,2347,68,Up,0.11642297,-4.067250635,2.06325345,0.933961326
MA0730.1,RARA(var.2),0.13,0,0,13,0,Down,23600,0.965929414,20,0,2347,13,Down,1,-6.399786972,2.084469936,1.813E-12
MA0665.1,MSC,0.13,17,0.9,765,0.3,Up,29772.5,0.038376184,20,9,2347,445,Up,0.007292803,-1.753626156,1.28800333,2.13710552
MA1563.1,SOX18,0.04,4,0.2,1407,0.6,Down,30071.5,0.030078397,20,3,2347,1014,Down,0.011542285,-1.880276688,-1.33984079,-1.937708193
MA1524.1,MSGN1,0.03,1,0.1,641,0.3,Down,27338,0.203760773,20,1,2347,498,Down,0.097095755,-3.004024626,-1.537129756,-1.012799758
MA0130.1,ZNF354C,0.01,58,2.9,5410,2.3,Up,26329.5,0.347450171,20,20,2347,2080,Up,0.156248039,-0.087097435,0.174194869,0.806185425
MA0604.1,Atf1,0,1,0.1,24,0,Up,24403.5,0.759056259,20,1,2347,24,Up,0.192024001,-5.177394551,2.809610095,0.716644486
MA0901.2,HOXB13,0.1,9,0.5,1983,0.8,Down,29510.5,0.047174679,20,4,2347,1145,Down,0.01216154,-1.611387351,-1.152479304,-1.915011412
MA0821.1,HES5,0.12,0,0,232,0.1,Down,24700,0.686108742,20,0,2347,123,Down,0.621404625,-4.803047108,-1.109009794,-0.206625519
MA1560.1,SOHLH2,0.03,7,0.4,443,0.2,Up,26967.5,0.250484062,20,6,2347,345,Up,0.103218777,-2.210739914,1.107255256,0.986241291
MA0063.2,NKX2-5,0.13,35,1.8,3989,1.7,Up,23785,0.917566445,20,15,2347,1870,Down,0.58006548,-0.365528443,-0.075654502,-0.236522979
MA0639.1,DBP,0.15,2,0.1,1390,0.6,Down,27798,0.15501115,20,2,2347,616,Down,0.126031086,-2.482288134,-1.106671552,-0.899522321
MA1576.1,THRB(var.3),0.1,1,0.1,6,0,Up,24583.5,0.714467331,20,1,2347,6,Up,0.057739627,-6.134529614,4.723880221,1.238526029
MA0496.3,MAFK,0.09,3,0.2,131,0.1,Up,25782.5,0.447362969,20,3,2347,119,Up,0.080287219,-3.423119859,1.745845552,1.095353585
MA0156.2,FEV,0.08,1,0.1,1057,0.5,Down,30182.5,0.027417081,20,1,2347,778,Down,0.006745096,-2.682472859,-2.18023329,-2.171011882
MA1473.1,CDX4,0.12,21,1.1,3582,1.5,Down,28266.5,0.115028758,20,11,2347,1701,Down,0.127807401,-0.649154028,-0.369672042,-0.893443995
