Transcription Factor ID,Transcription Factor Name,Deficit,No. Search Sites,Mean Sites Per Search Gene,No. Background Sites,Mean Sites Per Background Gene,Site Representation,Mann-Whitney U,Site P-Value,Total No. Search Genes,No. Transcription Factor Search Genes,Total No. Background Genes,No. Transcription Factor Background Genes,Gene Representation,Gene P-Value,Average Log2 Proportion Bound,Log2 Enrichment,Significance Score
MA1146.1,NR1H4::RXRA,0.15,1,0.1,211,0.1,Down,29849.5,0.963379715299437,19,1,3123,182,Down,0.999999999992922,-3.898817439469613,0.396755442657042,0.000000000003074
MA1641.1,MYF5,0.03,10,0.5,896,0.3,Up,33507,0.330214409068727,19,5,3123,407,Up,0.09248715041667,-2.382131082836012,1.112320965222123,1.033918601215314
MA0075.3,PRRX2,0.03,10,0.5,3248,1,Down,34233.5,0.246877243666676,19,4,3123,1118,Down,0.232849671096204,-1.798537745463165,-0.633878943913541,-0.632924371178553
MA1129.1,FOSL1::JUN(var.2),0.1,3,0.2,313,0.1,Up,31212,0.695407364053479,19,2,3123,160,Up,0.256376076380914,-3.622996225709049,1.319044203468325,0.591122503258155
MA0664.1,MLXIPL,0.05,0,0,1685,0.5,Down,36774.5,0.071463141056121,19,0,3123,748,Down,0.01163135060265,-3.673245763684673,-3.224312910355151,-1.934369853180252
MA1651.1,ZFP42,0.13,1,0.1,1033,0.3,Down,36267,0.094171960109213,19,1,3123,851,Down,0.035369545031807,-2.787762406514032,-1.825354623254121,-1.451370526598774
MA0749.1,ZBED1,0.09,0,0,18,0,Down,29811,0.971165262674825,19,0,3123,15,Down,0.999999999991352,-6.470076861520443,2.36934928531639,0.000000000003756
MA1565.1,TBX18,0.07,8,0.4,509,0.2,Up,36290.5,0.093005841670214,19,7,3123,460,Up,0.015270597532366,-2.070201045863954,1.383378845220449,1.816143968841933
MA0142.1,Pou5f1::Sox2,0.12,0,0,281,0.1,Down,32091,0.538887273948083,19,0,3123,255,Down,0.395398234259631,-4.448585276245071,-1.673633885234356,-0.402965274458389
MA0840.1,Creb5,0.11,4,0.2,294,0.1,Up,31319.5,0.675365095785661,19,2,3123,158,Up,0.251801449297425,-3.632041454200496,1.33713466045122,0.598941774545618
MA1616.1,Prdm15,0.11,0,0,461,0.1,Down,33753.5,0.30010426970725,19,0,3123,430,Down,0.096366597082149,-4.072240303015459,-2.426323831693578,-1.016073476644815
MA0473.3,ELF1,0.05,5,0.3,414,0.1,Up,33734.5,0.302357859406489,19,5,3123,387,Up,0.077918166032155,-2.418432957314433,1.184924714178963,1.108361278042794
MA0600.2,RFX2,0.12,0,0,142,0,Down,30352.5,0.862254577495855,19,0,3123,72,Down,0.99999999998768,-5.357220471706413,0.143636505688331,0.00000000000535
MA0705.1,Lhx8,0.08,25,1.3,5877,1.9,Down,34550,0.215622746248726,19,10,3123,2062,Down,0.230879698118761,-0.745927103314231,-0.294315385538515,-0.636614254101594
MA0628.1,POU6F1,0.04,10,0.5,3246,1,Down,34231.5,0.24708434499953,19,4,3123,1118,Down,0.232849671096204,-1.798537745463165,-0.633878943913541,-0.632924371178553
MA0072.1,RORA(var.2),0.15,8,0.4,827,0.3,Up,33780,0.296979852763711,19,7,3123,718,Up,0.17126627938702,-1.749307545680954,0.741591844854448,0.766328136846187
MA1499.1,HOXB4,0.12,96,5.1,17023,5.5,Down,30040.5,0.92482135169315,19,19,3123,2892,Up,0.392772324600679,-0.055423285285331,0.110846570570661,0.405859120927473
MA0852.2,FOXK1,0.02,4,0.2,522,0.2,Up,31334.5,0.672586314088399,19,4,3123,472,Up,0.515321462367733,-2.420127256438507,0.609300078037143,0.287921769446999
MA1103.2,FOXK2,0.01,4,0.2,696,0.2,Down,29993.5,0.934296675255498,19,4,3123,606,Up,0.775232245485603,-2.24003059843247,0.249106762025068,0.110568171270484
MA0077.1,SOX9,0.13,39,2.1,7237,2.3,Down,32670.5,0.44636222660626,19,14,3123,2620,Down,0.215900595726854,-0.340371322331137,-0.174099802807078,-0.66574615933076
MA0660.1,MEF2B,0.14,8,0.4,431,0.1,Up,36954.5,0.064575974998886,19,7,3123,390,Up,0.00629438580513,-2.189140349838632,1.621257453169805,2.201046641164767
MA0911.1,Hoxa11,0.03,2,0.1,30,0,Up,32506.5,0.471590796208174,19,2,3123,30,Up,0.015426748203177,-4.820842300488757,3.714736353027741,1.811725609014532
MA0091.1,TAL1::TCF3,0.1,12,0.6,1100,0.4,Up,34789.5,0.193942631001629,19,8,3123,810,Up,0.11870451282199,-1.572109408329941,0.748340061436063,0.925532770039235
MA0751.1,ZIC4,0.08,3,0.2,331,0.1,Up,31520,0.638601209234847,19,3,3123,293,Up,0.415065126778701,-2.944889209130053,0.933683824650818,0.3818837539349
MA1552.1,RARB(var.3),0.15,2,0.1,177,0.1,Up,31255.5,0.687270612723521,19,2,3123,160,Up,0.256376076380914,-3.622996225709049,1.319044203468325,0.591122503258155
MA0088.2,ZNF143,0.14,0,0,165,0.1,Down,31179,0.701603616729229,19,0,3123,159,Down,0.621247541991358,-4.788468709831446,-0.993867018061604,-0.20673531657121
MA0607.1,Bhlha15,0.1,17,0.9,4084,1.3,Down,34459.5,0.224253491909091,19,7,3123,1762,Down,0.105105798257262,-1.102025947822863,-0.552971350861734,-0.978373325059541
MA0839.1,CREB3L1,0.15,0,0,269,0.1,Down,32091,0.538887273948083,19,0,3123,255,Down,0.395398234259631,-4.448585276245071,-1.673633885234356,-0.402965274458389
MA0771.1,HSF4,0.07,2,0.1,184,0.1,Up,31182.5,0.70094548830291,19,2,3123,168,Up,0.274710522389631,-3.58790857867927,1.248868909408769,0.561124705238222
MA0521.1,Tcf12,0.02,8,0.4,817,0.3,Up,34105,0.260431408686328,19,7,3123,672,Up,0.155541476920959,-1.797034490187629,0.837045733867798,0.80815378158266
MA1131.1,FOSL2::JUN(var.2),0.07,3,0.2,286,0.1,Up,31243.5,0.689511667005927,19,2,3123,159,Up,0.254088177925075,-3.627504662387766,1.328061076825758,0.595015541094238
MA0599.1,KLF5,0.08,115,6.1,17661,5.7,Up,30313,0.870136389897316,19,14,3123,2834,Down,0.026888306463472,-0.283745242240382,-0.287351962988589,-1.570436550574422
MA1584.1,ZIC5,0.1,2,0.1,91,0,Up,31935.5,0.565256091965314,19,2,3123,90,Up,0.105124938817912,-4.036288025728597,2.145627803507423,0.978294243950758
MA0057.1,MZF1(var.2),0.03,24,1.3,2059,0.7,Up,39104.5,0.016685939100384,19,14,3123,1449,Up,0.020524383882453,-0.767514710119396,0.680186972769441,1.687729871015686
MA0841.1,NFE2,0.14,10,0.5,717,0.2,Up,34519,0.218551779037331,19,6,3123,468,Up,0.054437523896284,-2.161002538813741,1.15208007618517,1.264101637007213
MA0782.2,PKNOX1,0.01,1,0.1,28,0,Up,30964,0.742443463410939,19,1,3123,28,Up,0.161959900663748,-5.238248759270932,3.075618082259679,0.790592498273094
MA1119.1,SIX2,0.09,1,0.1,129,0,Up,30004.5,0.932078161851826,19,1,3123,129,Up,0.553004970762671,-4.146289622510026,0.891699808737868,0.25727096496095
MA1115.1,POU5F1,0.1,11,0.6,4277,1.4,Down,40026.5,0.008603194072095,19,9,3123,2180,Down,0.044115633453141,-0.777989622451285,-0.518970165934755,-1.35540748038991
MA0143.4,SOX2,0.14,24,1.3,5508,1.8,Down,34719,0.200151308408575,19,13,3123,2358,Down,0.433845245830627,-0.467904322867348,-0.125220787662863,-0.362665157278298
MA0629.1,Rhox11,0.12,17,0.9,3899,1.2,Down,36248,0.095123324686279,19,8,3123,2177,Down,0.020905892650502,-0.859215094345598,-0.677448566532622,-1.67973128398964
MA0037.3,GATA3,0.14,90,4.7,17363,5.6,Down,32893,0.41339513308455,19,18,3123,3017,Down,0.483273017986564,-0.062879306078214,-0.026139094310169,-0.31580745163675
MA0065.2,Pparg::Rxra,0.09,5,0.3,366,0.1,Up,34190.5,0.251356755889612,19,5,3123,339,Up,0.048768436695683,-2.513825325272867,1.375709450095831,1.311861165780595
MA0112.3,ESR1,0.1,0,0,17,0,Down,29773,0.978852397716231,19,0,3123,11,Down,0.99999999999302,-6.685394038685375,2.799983639646253,0.000000000003031
MA1506.1,HOXD10,0.05,2,0.1,17,0,Up,32630,0.452520020948562,19,2,3123,17,Up,0.005573124296895,-5.221569460797717,4.516190673645662,2.253901270804599
MA0498.2,MEIS1,0.01,61,3.2,10704,3.4,Down,32080,0.540732136886748,19,17,3123,2978,Down,0.222224125139818,-0.112348386369614,-0.087541631095335,-0.653208794871515
MA0773.1,MEF2D,0.15,9,0.5,567,0.2,Up,37407,0.049650308936159,19,8,3123,502,Up,0.006535824224467,-1.916953703055566,1.438028650887314,2.184699636305885
MA0701.2,LHX9,0.12,64,3.4,13510,4.3,Down,36161.5,0.099552243643281,19,15,3123,2767,Down,0.263585479583053,-0.252893060685986,-0.156625695578774,-0.579078517866526
MA0637.1,CENPB,0.12,0,0,202,0.1,Down,31530.5,0.636699187984282,19,0,3123,196,Down,0.627295752740953,-4.637982265584577,-1.294839906555341,-0.202527652949533
MA1468.1,ATOH7,0.06,5,0.3,618,0.2,Up,33129.5,0.379984615391742,19,5,3123,412,Up,0.09635058071793,-2.373334052828643,1.094726905207384,1.016145663449291
MA0689.1,TBX20,0.08,4,0.2,266,0.1,Up,33492.5,0.332044500135594,19,4,3123,252,Up,0.0629957922517,-2.872142727173147,1.513331019506421,1.200688457893978
MA1132.1,JUN::JUNB,0.02,2,0.1,126,0,Up,31645.5,0.616026287980194,19,2,3123,120,Up,0.166785625325472,-3.829766301155219,1.732584354360666,0.777841382420362
MA0898.1,Hmx3,0.12,6,0.3,671,0.2,Up,32027.5,0.549580422720387,19,5,3123,583,Up,0.378868374762207,-2.123164784541558,0.594388368633214,0.421511645027151
MA0616.2,HES2,0.06,0,0,798,0.3,Down,34466,0.223625491677207,19,0,3123,505,Down,0.058439483493803,-3.956391375762373,-2.658021686199749,-1.233293631149486
MA0528.2,ZNF263,0.13,43,2.3,4277,1.4,Up,38380.5,0.02711179072484,19,17,3123,1984,Up,0.016933537529532,-0.405253584741481,0.498268765648399,1.77125230538373
MA1640.1,MEIS2(var.2),0.03,2,0.1,66,0,Up,32173,0.525234852469298,19,2,3123,65,Up,0.060676348747389,-4.269499468501475,2.612050689053177,1.216980561151146
MA1145.1,FOSL2::JUND(var.2),0.07,4,0.2,284,0.1,Up,31351,0.669534812100938,19,2,3123,155,Up,0.244949218011704,-3.645825584204899,1.364702920460025,0.610923942669148
MA0499.2,MYOD1,0.02,4,0.2,200,0.1,Up,32614,0.454965892021124,19,3,3123,192,Up,0.109656905131707,-3.249140237893947,1.542185882178606,0.959964015457725
MA0046.2,HNF1A,0.13,2,0.1,283,0.1,Up,30637,0.805936322385421,19,2,3123,221,Up,0.640889572044463,-3.39062952499269,0.854310802035609,0.193216794791953
MA0757.1,ONECUT3,0.15,2,0.1,742,0.2,Down,32590.5,0.458571727265803,19,2,3123,626,Down,0.398527624421925,-2.64062561960927,-0.645697008731233,-0.399541569579787
MA0002.2,RUNX1,0.05,9,0.5,1443,0.5,Up,35270,0.155349194871886,19,3,3123,1113,Down,0.091624034083201,-1.983054634291184,-0.98998532502692,-1.037990590736047
MA0760.1,ERF,0.13,1,0.1,1366,0.4,Down,37669.5,0.042402227871029,19,1,3123,991,Down,0.011527568587589,-2.677959285238879,-2.044960865804426,-1.938262285103091
MA1573.1,THAP11,0.15,0,0,336,0.1,Down,32195.5,0.521519947743665,19,0,3123,266,Down,0.398967778064955,-4.418179155334293,-1.73444612705591,-0.399062177931457
MA1113.2,PBX2,0.03,2,0.1,55,0,Up,32277.5,0.50809651870787,19,2,3123,54,Up,0.043952609681514,-4.402118806881736,2.877289365813701,1.357015333636086
MA1657.1,ZNF652,0.04,2,0.1,114,0,Up,31734,0.600320873648101,19,2,3123,111,Up,0.147579207883779,-3.885761019310048,1.844573790670323,0.830974825015779
MA1491.1,GLI3,0.05,1,0.1,25,0,Up,30992.5,0.736984990814807,19,1,3123,25,Up,0.146435985830506,-5.318481095367556,3.236082754452926,0.834352184704156
MA0728.1,Nr2f6(var.2),0.13,1,0.1,5,0,Up,31182.5,0.70094548830291,19,1,3123,5,Up,0.035766552202197,-6.424977957034653,5.449076477787123,1.446522922633499
MA1476.1,DLX5,0.02,17,0.9,4961,1.6,Down,36186.5,0.098255628805261,19,7,3123,1852,Down,0.060144610463511,-1.066100805313024,-0.624821635881412,-1.220803283549846
MA0674.1,NKX6-1,0.09,73,3.8,12316,3.9,Down,31396,0.661240341184208,19,19,3123,2672,Up,0.096261661819509,-0.11248679097883,0.224973581957661,1.016546645122685
MA0717.1,RAX2,0.01,23,1.2,5382,1.7,Down,34167.5,0.253775913921091,19,8,3123,1903,Down,0.103125804664338,-0.95622416880758,-0.483430417608657,-0.98663264973978
MA0470.2,E2F4,0.06,1,0.1,19,0,Up,31058.5,0.724395562050348,19,1,3123,18,Up,0.10914730263756,-5.549967083538828,3.699054730795472,0.961986992562249
MA0625.1,NFATC3,0.03,45,2.4,6130,2,Up,32636.5,0.451528511701551,19,19,3123,2613,Up,0.058373143920859,-0.128590185302811,0.257180370605621,1.233786915380764
MA0627.2,POU2F3,0.15,6,0.3,1901,0.6,Down,34976.5,0.1781611089175,19,5,3123,1334,Down,0.169365603960546,-1.526417412324249,-0.599106375801404,-0.771174784837031
MA1420.1,IRF5,0.14,2,0.1,175,0.1,Up,31154.5,0.706216760514407,19,2,3123,172,Up,0.283889514636323,-3.570984693437434,1.215021138925096,0.546850647698447
MA0095.2,YY1,0.09,2,0.1,1487,0.5,Down,37811,0.038881016808972,19,2,3123,1157,Down,0.016176294694638,-2.197812730196401,-1.531322787556971,-1.791120949841025
MA0678.1,OLIG2,0.07,5,0.3,542,0.2,Up,33888,0.284471978817379,19,5,3123,329,Up,0.043718542790224,-2.535391879891206,1.418842559332511,1.359334322218944
MA1496.1,HOXA4,0,1,0.1,110,0,Up,30194,0.893956561878414,19,1,3123,109,Up,0.492920142932822,-4.267300236552717,1.133721036823248,0.307223434257873
MA0066.1,PPARG,0.15,0,0,30,0,Down,29887,0.955799739077177,19,0,3123,23,Down,0.999999999994036,-6.169880590875063,1.768956744025628,0.00000000000259
MA0041.1,Foxd3,0.04,4,0.2,354,0.1,Up,31947.5,0.563199306826196,19,3,3123,256,Up,0.202448318279343,-3.042090047881552,1.128085502153815,0.693685826527253
MA0138.2,REST,0.08,1,0.1,15,0,Up,31087.5,0.718887092554023,19,1,3123,15,Up,0.092698537935392,-5.677595611159866,3.954311786037546,1.032927115603061
MA1635.1,BHLHE22(var.2),0.01,48,2.5,6002,1.9,Up,32870.5,0.416661877307424,19,13,3123,1815,Up,0.485690346098519,-0.656655658232043,0.252281883066526,0.313640528764579
MA0690.1,TBX21,0.05,4,0.2,238,0.1,Up,33736,0.302179536175199,19,4,3123,227,Up,0.045923580408094,-2.947351148449695,1.663747862059519,1.337964259746383
MA0089.2,NFE2L1,0.15,0,0,246,0.1,Down,31901,0.571189376650245,19,0,3123,235,Down,0.392679250750659,-4.507383391907489,-1.556037653909518,-0.405962046329703
MA0472.2,EGR2,0.12,3,0.2,454,0.1,Up,30444,0.8440505836003,19,3,3123,405,Up,0.728391508897258,-2.711718503576443,0.467342413543596,0.137635125563224
MA1542.1,OSR1,0.07,2,0.1,1165,0.4,Down,35751,0.122855059381763,19,2,3123,949,Down,0.077618592754619,-2.340698874195451,-1.24555049955887,-1.110034235397134
MA0481.3,FOXP1,0.08,12,0.6,1339,0.4,Up,33851,0.288716319123206,19,9,3123,1040,Up,0.223963788288807,-1.311680635124421,0.548411859411516,0.649822195137536
MA1570.1,TFAP4(var.2),0.07,98,5.2,14761,4.7,Up,32313.5,0.502261083779057,19,16,3123,2815,Down,0.426080428582473,-0.195390239258639,-0.091235720490312,-0.370508414060153
MA0765.2,ETV5,0.01,0,0,855,0.3,Down,35976.5,0.109576238080736,19,0,3123,664,Down,0.020306629661503,-3.759112322075794,-3.052579793572909,-1.692362151478154
MA0029.1,Mecom,0.13,5,0.3,393,0.1,Up,34032,0.268356746713077,19,5,3123,352,Up,0.055855417800918,-2.486719483752155,1.321497767054407,1.252934695298126
MA1625.1,Stat5b,0.13,16,0.8,1913,0.6,Up,35990,0.108818755967357,19,13,3123,1311,Up,0.03302547699641,-0.891230219499655,0.72143100560175,1.481150901028725
MA0759.1,ELK3,0.1,4,0.2,2100,0.7,Down,37798,0.039193808530446,19,3,3123,1326,Down,0.019480005817023,-1.856793075570731,-1.242508442467826,-1.710410917770521
MA0845.1,FOXB1,0.07,4,0.2,398,0.1,Up,31085,0.719361390582516,19,3,3123,357,Up,0.472185782863273,-2.802597839852203,0.649101086095118,0.325887093320362
MA1620.1,Ptf1a(var.3),0.07,52,2.7,5320,1.7,Up,37393,0.050064422378638,19,19,3123,2425,Up,0.011846795583944,-0.182440675185348,0.364881350370696,1.926399105215701
MA0258.2,ESR2,0.14,16,0.8,1589,0.5,Up,34293.5,0.24072067780365,19,10,3123,1203,Up,0.239946591303794,-1.134506092087253,0.482842592007529,0.61988541530217
MA1615.1,Plagl1,0.02,5,0.3,367,0.1,Up,32819,0.424196164174124,19,4,3123,338,Up,0.144261122158697,-2.660706504205226,1.090458573570581,0.840850693902264
MA1513.1,KLF15,0.12,23,1.2,6680,2.1,Down,38794.5,0.020617276391002,19,9,3123,2149,Down,0.078392181377129,-0.788318562500437,-0.498312285836451,-1.105727250505569
MA1518.1,LHX1,0.03,23,1.2,5386,1.7,Down,34174.5,0.253037938794937,19,8,3123,1903,Down,0.103125804664338,-0.95622416880758,-0.483430417608657,-0.98663264973978
MA0764.2,ETV4,0.01,13,0.7,2413,0.8,Down,31655,0.614331772097516,19,9,3123,1624,Down,0.818854611031526,-0.990321245827347,-0.094306919182633,-0.08679320108678
MA1656.1,ZNF449,0.07,2,0.1,223,0.1,Up,30724,0.788899164399397,19,2,3123,217,Up,0.386125733427288,-3.403775173902155,0.880602099854537,0.413271253768197
MA0756.1,ONECUT2,0.15,6,0.3,1101,0.4,Down,31224.5,0.693065573144404,19,4,3123,868,Down,0.615679920332912,-1.981021496637529,-0.268911441564815,-0.210645010174666
MA0653.1,IRF9,0.12,0,0,12,0,Down,29782.5,0.976930401911717,19,0,3123,12,Down,0.999999999990822,-6.625246921826519,2.679689405928541,0.000000000003986
MA1102.2,CTCFL,0.15,65,3.4,8046,2.6,Up,38226.5,0.029943228760522,19,19,3123,2623,Up,0.058593015790613,-0.125835369961352,0.251670739922705,1.232154148220254
MA0787.1,POU3F2,0.02,1,0.1,61,0,Up,30650.5,0.80328635754853,19,1,3123,61,Up,0.315980480120404,-4.683436513683684,1.965993591085182,0.500339745349438
MA1508.1,IKZF1,0.11,34,1.8,4525,1.4,Up,36231.5,0.095955741731019,19,18,3123,2304,Up,0.036308760748966,-0.257329307731082,0.362760908995566,1.439988573699892
MA0710.1,NOTO,0.01,1,0.1,522,0.2,Down,32132,0.532038881655337,19,1,3123,419,Down,0.499205480398163,-3.298430266133392,-0.804018904015402,-0.301720655509895
MA0030.1,FOXF2,0.04,3,0.2,254,0.1,Up,32060,0.544094501079949,19,3,3123,239,Up,0.175941164924048,-3.091556632816989,1.227018672024689,0.75463253684852
MA0489.1,JUN(var.2),0.04,9,0.5,948,0.3,Up,32840,0.421114357180338,19,6,3123,614,Up,0.241269848993732,-1.965320557457005,0.760716113471696,0.617496947605526
MA0880.1,Dlx3,0.02,23,1.2,5386,1.7,Down,34174.5,0.253037938794937,19,8,3123,1903,Down,0.103125804664338,-0.95622416880758,-0.483430417608657,-0.98663264973978
MA0071.1,RORA,0.11,41,2.2,4120,1.3,Up,39554,0.012156208751675,19,18,3123,2223,Up,0.020990738213649,-0.283139989223652,0.414382271980707,1.67797228764549
MA0513.1,SMAD2::SMAD3::SMAD4,0.11,13,0.7,1282,0.4,Up,36762,0.071962963576954,19,11,3123,1057,Up,0.048210042211553,-1.162173064681719,0.800665603752966,1.316862488259027
MA0640.2,ELF3,0.01,2,0.1,79,0,Up,32041,0.547298347490174,19,2,3123,79,Up,0.084599789618202,-4.129769491628022,2.332590735306272,1.072630716958227
MA0069.1,PAX6,0.15,3,0.2,144,0,Up,33033,0.393411884837622,19,3,3123,138,Up,0.050612601695218,-3.486626472660485,2.017158351711681,1.295741337600611
MA0104.4,MYCN,0.12,6,0.3,2222,0.7,Down,33768,0.298391978199844,19,3,3123,897,Down,0.309164419484041,-2.138613491329872,-0.678867610949544,-0.509810493120108
MA0833.2,ATF4,0.03,1,0.1,33,0,Up,30916.5,0.751569642879647,19,1,3123,33,Up,0.187240288335433,-5.121649171124417,2.842418905966649,0.727600698764469
MA0602.1,Arid5a,0.15,75,3.9,17133,5.5,Down,35312.5,0.152238549868257,19,14,3123,2589,Down,0.353057754419358,-0.348955597584671,-0.156931252300011,-0.452154245394088
MA0807.1,TBX5,0,4,0.2,213,0.1,Up,33973.5,0.27482629613498,19,4,3123,202,Up,0.03191364290921,-3.031323467106732,1.831692499373591,1.496023618712558
MA0081.2,SPIB,0.11,3,0.2,750,0.2,Down,32545.5,0.46552102997515,19,2,3123,657,Down,0.397216372484184,-2.605787427180367,-0.715373393589038,-0.400972859036187
MA0820.1,FIGLA,0.04,52,2.7,5329,1.7,Up,37368.5,0.050796087810461,19,19,3123,2426,Up,0.011872579185494,-0.182143334900658,0.364286669801316,1.925454925160692
MA1532.1,NR1D2,0.13,2,0.1,184,0.1,Up,31103,0.715948867374238,19,2,3123,177,Up,0.295363687975316,-3.550373362074178,1.173798476198583,0.52964289792487
MA0673.1,NKX2-8,0.04,11,0.6,2887,0.9,Down,36074.5,0.104171162382394,19,7,3123,1838,Down,0.062139502272306,-1.071572988307973,-0.613877269891512,-1.206632229697986
MA0778.1,NFKB2,0.11,5,0.3,639,0.2,Up,31016,0.732494091099226,19,3,3123,347,Up,0.461754493474321,-2.823062971879644,0.69003135015,0.335588869614615
MA0889.1,GBX1,0.05,23,1.2,5438,1.7,Down,34325.5,0.237481759222199,19,8,3123,1920,Down,0.099229081368962,-0.949810471823179,-0.49625781157746,-1.003361029185063
MA0741.1,KLF16,0.09,52,2.7,6021,1.9,Up,31417.5,0.657291983716501,19,11,3123,2057,Down,0.473593172910118,-0.682055681030881,-0.15956916354871,-0.324594566818992
MA0511.2,RUNX2,0.07,2,0.1,990,0.3,Down,34630,0.208194841909892,19,2,3123,837,Down,0.125511479768589,-2.431238279153952,-1.06447168964187,-0.901316550102117
MA0469.3,E2F3,0.15,0,0,12,0,Down,29725.5,0.988463995271961,19,0,3123,6,Down,0.999999999993968,-7.096955157643336,3.623105877562174,0.000000000002619
MA1575.1,THRB(var.2),0.13,3,0.2,196,0.1,Up,31630,0.618795419981842,19,2,3123,121,Up,0.168949460196119,-3.82380471746731,1.720661186984846,0.772243191484357
MA1566.1,TBX3,0.01,4,0.2,213,0.1,Up,33973.5,0.27482629613498,19,4,3123,202,Up,0.03191364290921,-3.031323467106732,1.831692499373591,1.496023618712558
MA0149.1,EWSR1-FLI1,0.06,0,0,42,0,Down,29782.5,0.976930401911717,19,0,3123,12,Down,0.999999999990822,-6.625246921826519,2.679689405928541,0.000000000003986
MA0036.3,GATA2,0.12,33,1.7,5903,1.9,Down,32050,0.545779573074632,19,13,3123,2418,Down,0.406801717174746,-0.449782854409215,-0.161463724579129,-0.390617222519346
MA0827.1,OLIG3,0.06,4,0.2,495,0.2,Up,32594.5,0.457956838889189,19,4,3123,316,Up,0.120352226356237,-2.709181671278555,1.187408907717237,0.919545871443915
MA0038.2,GFI1,0.02,1,0.1,41,0,Up,30840.5,0.766243573663512,19,1,3123,41,Up,0.226191941045449,-4.967174050679842,2.533468665077497,0.645522872539832
MA0125.1,Nobox,0.04,19,1,4274,1.4,Down,34462.5,0.223963489174554,19,7,3123,1870,Down,0.058146150738988,-1.059125593634209,-0.638772059239042,-1.235479030172839
MA0797.1,TGIF2,0.14,0,0,131,0,Down,30751.5,0.783534368603892,19,0,3123,114,Down,0.999999999989339,-5.027573122665409,-0.515658192393679,-0.00000000000463
MA0804.1,TBX19,0.15,0,0,409,0.1,Down,31796.5,0.589339782038639,19,0,3123,224,Down,0.393484881627017,-4.541889199343307,-1.487026039037882,-0.405071949333113
MA0719.1,RHOXF1,0.05,58,3.1,9412,3,Up,29825,0.968333797486924,19,19,3123,2920,Up,0.630211366271454,-0.048474072562031,0.096948145124063,0.200513768308231
MA0842.2,NRL,0.1,8,0.4,636,0.2,Up,36523.5,0.082060461123816,19,8,3123,566,Up,0.013471257108307,-1.830477523178454,1.265076291133089,1.870591874972912
MA0783.1,PKNOX2,0.15,0,0,85,0,Down,30352.5,0.862254577495855,19,0,3123,72,Down,0.99999999998768,-5.357220471706413,0.143636505688331,0.00000000000535
